Mark,Network,Igs,Name,Latitude,Longitude,Elevation,Datum,Start Date,End Date
AVLN,CG,no,Avalon Sound Stage,-41.196440847,174.93286112,39.552,NZGD2000,2006-02-24T00:00:00Z,9999-01-01T00:00:00Z
