Datalogger Make,Datalogger Model,Serial Number,Deployment Place,Deployment Role,Installation Date,Removal Date
Nanometrics,Taurus,002848,MRP Kawerau Taurus KQH,Portable,2014-04-10T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,002849,MRP Kawerau Taurus KQG,Portable,2012-04-04T00:15:02Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,002850,MRP Kawerau Taurus KQB,Portable,2012-04-04T00:05:02Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,002855,MRP Kawerau Taurus KQF,Portable,2012-04-04T00:15:02Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,002857,MRP Kawerau Taurus KQE,Portable,2012-04-04T00:15:02Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,003102,MRP Ngatamariki Seismic 10,Portable,2012-11-01T00:00:21Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,003103,MRP Ngatamariki Seismic 03,Portable,2012-05-16T21:49:01Z,2012-10-31T00:00:00Z
Nanometrics,Taurus,003104,MRP Ngatamariki Seismic 13,Portable,2013-02-12T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,003105,MRP Ngatamariki Seismic 07,Portable,2012-05-16T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,003106,MRP Ngatamariki Seismic 06,Portable,2012-05-15T21:00:01Z,2012-11-01T00:00:20Z
Nanometrics,Taurus,003106,MRP Ngatamariki Seismic 11,Portable,2012-11-01T00:00:21Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,003107,MRP Ngatamariki Seismic 09,Portable,2012-05-15T21:00:01Z,2015-05-01T00:01:00Z
Nanometrics,Taurus,003107,MRP Ngatamariki Seismic 16,Portable,2015-05-01T00:01:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,003108,MRP Ngatamariki Seismic 04,Portable,2012-05-15T23:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,003109,MRP Ngatamariki Seismic 12,Portable,2013-02-01T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,003110,MRP Ngatamariki Seismic 08,Portable,2012-05-16T21:49:01Z,2015-04-23T00:00:00Z
Nanometrics,Taurus,003110,MRP Ngatamariki Seismic 18,Portable,2015-04-23T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,003111,MRP Ngatamariki Seismic 02,Portable,2012-05-16T23:20:01Z,2014-01-27T00:00:00Z
Nanometrics,Taurus,003111,MRP Ngatamariki Seismic 02,Portable,2014-01-27T00:00:11Z,2015-01-27T00:00:00Z
Nanometrics,Taurus,003288,MRP Ngatamariki Seismic 03,Portable,2012-10-31T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,003291,MRP Ngatamariki Seismic 01,Portable,2012-10-31T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,003298,MRP Ngatamariki Seismic 05,Portable,2012-10-31T00:00:01Z,2015-05-01T00:00:00Z
Nanometrics,Taurus,003298,MRP Ngatamariki Seismic 15,Portable,2015-05-01T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3319,MRP Ngatamariki Seismic 14,Portable,2013-03-01T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3536,MRP Mokai 03,Portable,2013-06-12T00:00:01Z,2013-07-19T00:01:00Z
Nanometrics,Taurus,3536,MRP Mokai 11,Portable,2013-07-24T00:00:01Z,2014-08-25T23:00:00Z
Nanometrics,Taurus,3536,MRP Mokai 15,Portable,2014-08-25T23:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3538,MRP Mokai 02,Portable,2013-06-12T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3541,MRP Mokai 07,Portable,2013-06-12T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3542,MRP Mokai 05,Portable,2013-06-12T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3543,MRP Mokai 01,Portable,2013-06-12T00:00:01Z,2013-10-03T23:23:00Z
Nanometrics,Taurus,3543,MRP Mokai 13,Portable,2013-10-03T23:23:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3544,MRP Mokai 09,Portable,2013-06-11T00:00:11Z,2013-10-03T22:18:00Z
Nanometrics,Taurus,3544,MRP Mokai 14,Portable,2014-02-11T00:03:01Z,2014-08-26T01:45:00Z
Nanometrics,Taurus,3544,MRP Mokai 17,Portable,2014-08-26T01:45:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3547,MRP Mokai 04,Portable,2013-06-12T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3548,MRP Mokai 08,Portable,2013-06-11T11:00:01Z,2014-08-26T23:00:00Z
Nanometrics,Taurus,3548,MRP Mokai 16,Portable,2014-08-26T23:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3550,MRP Mokai 10,Portable,2013-06-12T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3551,MRP Mokai 06,Portable,2013-06-12T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3648,White Island 01,Portable,2014-01-30T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3662,White Island 04,Portable,2014-01-30T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3668,White Island 13,Portable,2014-01-30T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3673,White Island 03,Portable,2014-01-30T00:00:01Z,9999-01-01T00:00:00Z
Nanometrics,Taurus,3745,White Island 02,Portable,2014-11-20T00:00:01Z,9999-01-01T00:00:00Z
