Station,Location,Latitude,Longitude,Elevation,Datum,Survey,Start Date,End Date
OTAT,40,-45.8143493,170.62939,0,WGS84,Site Survey,2010-02-25T01:00:00Z,9999-01-01T00:00:00Z
OTAT,41,-45.8143493,170.62939,0,WGS84,Site Survey,2010-02-25T01:00:00Z,9999-01-01T00:00:00Z
SUMT,40,-43.570101,172.773828,0,NZGD2000,Unknown,2010-08-10T23:30:00Z,9999-01-01T00:00:00Z
SUMT,41,-43.570101,172.773828,0,NZGD2000,Unknown,2010-08-10T23:30:00Z,9999-01-01T00:00:00Z
