Sensor Make,Sensor Model,Serial Number,Mark Code,Installation Date,Removal Date
Trimble,Zephyr 2a (55971-00),1441031221,FRTN,2011-01-18T10:00:00Z,9999-01-01T00:28:35Z
Trimble,Zephyr 2a (55971-00),1441031234,DNVK,2010-12-07T11:34:00Z,9999-01-01T00:52:18Z
Trimble,Zephyr 2a (55971-00),1441031245,CORM,2011-02-11T04:30:00Z,9999-01-01T10:18:42Z
Trimble,Zephyr 2a (55971-00),1441031250,BLUF,2010-11-24T16:05:00Z,9998-12-31T20:46:09Z
Trimble,Zephyr 2a (55971-00),1441031258,METH,2010-10-11T11:24:00Z,9998-12-31T19:55:14Z
Trimble,Zephyr 2a (55971-00),1441031279,SCTB,2010-10-25T11:00:00Z,9998-12-31T22:06:57Z
Trimble,Zephyr 2a (55971-00),1441031280,HAMT,2011-01-23T11:45:00Z,9999-01-01T00:52:28Z
Trimble,Zephyr 2a (55971-00),1441031289,TGRI,2011-04-03T14:00:00Z,9999-01-01T01:49:30Z
Trimble,Zephyr 2a (55971-00),1441031314,HAAS,2011-02-08T07:56:00Z,9998-12-31T12:14:31Z
Trimble,Zephyr 2a (55971-00),1441031341,MTJO,2011-02-07T11:00:00Z,9998-12-31T12:26:32Z
Trimble,Zephyr 2a (55971-00),1441031404,MAST,2010-11-04T12:15:00Z,9999-01-01T02:53:44Z
Trimble,Zephyr 2a (55971-00),1441031406,ANAU,2010-10-18T10:35:00Z,9999-01-01T03:31:53Z
Trimble,Zephyr 2a (55971-00),1441031450,TAUP,2010-12-01T09:28:00Z,9998-12-31T22:59:25Z
Trimble,Zephyr 2a (55971-00),1441031484,HIKB,2011-01-12T15:45:00Z,9998-12-31T20:53:57Z
Trimble,Zephyr 2a (55971-00),1441038001,RAHI,2011-07-17T16:20:00Z,9998-12-31T20:35:28Z
Trimble,Zephyr 2a (55971-00),1441040082,RGWI,2012-06-07T12:01:00Z,9999-01-01T01:28:23Z
Trimble,Zephyr 2a (55971-00),1441040153,YALD,2014-09-16T09:00:00Z,9998-12-31T21:32:46Z
Trimble,Zephyr 2a (55971-00),1441040240,LEYL,2011-09-05T10:34:00Z,9999-01-01T02:00:16Z
Trimble,Zephyr 2a (55971-00),1441040251,PKNO,2011-02-03T11:00:00Z,9999-01-01T01:30:52Z
Trimble,Zephyr 2a (55971-00),1441040266,MAHO,2011-05-16T14:07:00Z,9999-01-01T02:36:49Z
Trimble,Zephyr 2a (55971-00),1441040360,NLS1,2011-12-19T08:42:00Z,2013-11-14T07:15:00Z
Trimble,Zephyr 2a (55971-00),1441040458,RGWI,2011-09-27T09:30:00Z,2012-06-07T12:00:00Z
Trimble,Zephyr 2a (55971-00),1441040511,VGWT,2011-11-10T10:07:00Z,9999-01-01T00:15:09Z
Trimble,Zephyr 2a (55971-00),1441040524,MAVL,2011-07-20T17:08:00Z,9999-01-01T03:20:49Z
Trimble,Zephyr 2a (55971-00),1441040531,CLS3,2011-06-20T16:58:00Z,2015-09-21T12:30:00Z
Trimble,Zephyr 2a (55971-00),1441040547,RAUM,2011-05-18T15:00:00Z,9999-01-01T03:49:02Z
Trimble,Zephyr 2a (55971-00),1441044187,MKNO,2011-05-10T12:05:00Z,9999-01-01T02:00:59Z
Trimble,Zephyr 2a (55971-00),1441047132,AUCK,2011-02-28T10:39:00Z,9999-01-01T03:29:34Z
Trimble,Zephyr 2a (55971-00),1441047151,CLSG,2011-03-01T11:00:02Z,2011-06-20T12:00:00Z
Trimble,Zephyr 2a (55971-00),1441047151,CLS5,2011-06-21T11:52:00Z,9999-01-01T01:11:33Z
Trimble,Zephyr 2a (55971-00),1441047157,CLSK,2011-03-01T11:00:02Z,9998-12-31T21:51:18Z
Trimble,Zephyr 2a (55971-00),1441047182,V27B,2011-04-08T12:00:00Z,2012-11-30T11:00:01Z
Trimble,Zephyr 2a (55971-00),1441047182,BM8A,2013-01-28T11:00:01Z,9999-01-01T00:21:39Z
Trimble,Zephyr 2a (55971-00),1441053350,TORY,2011-11-16T10:00:02Z,9999-01-01T01:32:08Z
Trimble,Zephyr 2a (55971-00),1441053397,RGMT,2011-05-12T14:05:00Z,9999-01-01T01:16:20Z
Trimble,Zephyr 2a (55971-00),1441107280,HANA,2012-05-31T12:00:00Z,9998-12-31T22:59:09Z
Trimble,Zephyr 2a (55971-00),1441112082,RGRR,2013-04-18T12:00:10Z,9998-12-31T23:58:40Z
Trimble,Zephyr 2a (55971-00),1441112085,RGWC,2014-01-28T11:00:00Z,9999-01-01T09:17:27Z
Trimble,Zephyr 2a (55971-00),1441112314,VGT2,2012-07-26T12:01:00Z,2012-08-06T00:00:00Z
Trimble,Zephyr 2a (55971-00),1441112321,CLS6,2011-10-13T08:40:00Z,9998-12-31T22:58:37Z
Trimble,Zephyr 2a (55971-00),1441112335,WHVR,2011-09-29T11:05:00Z,9998-12-31T19:49:09Z
Trimble,Zephyr 2a (55971-00),1441112520,VGTM,2013-05-13T12:03:10Z,9999-01-01T08:31:35Z
Trimble,Zephyr 2a (55971-00),1441116512,TURI,2011-08-31T11:28:00Z,9998-12-31T22:39:52Z
Trimble,Zephyr 2a (55971-00),1441121192,RGLI,2013-05-08T16:00:02Z,9999-01-01T03:34:46Z
Trimble,Zephyr 2a (55971-00),2312137035,PORA,2015-09-30T09:55:02Z,9999-01-01T01:01:20Z
Trimble,Zephyr 2a (55971-00),2312137066,TAKP,2015-11-10T12:09:02Z,9998-12-31T19:32:42Z
Trimble,Zephyr 2a (55971-00),2312137084,QUAR,2015-09-24T14:00:00Z,9999-01-01T02:11:04Z
Trimble,Zephyr 2a (55971-00),3121182097,BIRF,2015-10-07T12:25:00Z,9999-01-01T01:34:21Z
Trimble,Zephyr 2a (55971-00),3121182106,AKTO,2015-10-01T08:38:02Z,9999-01-01T01:24:37Z
Trimble,Zephyr 2a (55971-00),4711118212,LDRZ,2012-04-30T12:00:01Z,9998-12-31T21:33:48Z
Trimble,Zephyr 2a (55971-00),5000115109,PAEK,2015-09-13T13:30:01Z,9999-01-01T00:52:29Z
Trimble,Zephyr 2a (55971-00),5000115493,CAST,2015-10-05T12:25:00Z,9999-01-01T03:45:02Z
Trimble,Zephyr 2a (55971-00),5000115498,TKHL,2014-06-17T12:00:10Z,9998-12-31T21:32:05Z
Trimble,Zephyr 2a (55971-00),5000115514,MRBL,2014-07-01T12:05:00Z,9998-12-31T20:08:17Z
Trimble,Zephyr 2a (55971-00),5000115515,MING,2014-12-02T11:55:00Z,9999-01-01T03:03:35Z
Trimble,Zephyr 2a (55971-00),5000115520,CLIM,2015-08-20T10:57:39Z,9999-01-01T01:02:38Z
