Make,Model,Serial,Station,Location,Azimuth,Dip,Depth,North,East,Scale Factor,Scale Bias,Start Date,End Date
Sercel Inc.,L4C,KIW_WLN_10,KIW,10,0,0,0,0,0,0,0,1986-09-22T00:00:00Z,1998-03-02T02:00:00Z
Sercel Inc.,L4C,KIW_WLN_11,KIW,11,0,0,0,0,0,0,0,1995-03-10T22:00:00Z,2004-06-08T01:00:00Z
Sercel Inc.,L4C-3D,1141,KIW,10,0,0,0,0,0,0,0,2004-06-09T23:00:00Z,2007-11-07T00:00:00Z
Sercel Inc.,L4C-3D,2911,KIW,10,0,0,0,0,0,0,0,2007-11-07T00:00:10Z,9999-01-01T00:00:00Z
