Manufacturer,Make,Model,Serial Number,Notes
"Allen Osborne Associates, Inc.","AllenOsborneAssociates,Inc.",Rogue SNR-8000,132,
"Allen Osborne Associates, Inc.","AllenOsborneAssociates,Inc.",Rogue SNR-8000,133,
"Allen Osborne Associates, Inc.","AllenOsborneAssociates,Inc.",Rogue SNR-8000,133,
