Manufacturer,Make,Model,Serial Number,Notes
"Allen Osborne Associates, Inc.","AllenOsborneAssociates,Inc.",Chokering (TurboRogue),132,
"Allen Osborne Associates, Inc.","AllenOsborneAssociates,Inc.",Chokering (TurboRogue),132,
"Allen Osborne Associates, Inc.","AllenOsborneAssociates,Inc.",Chokering (TurboRogue),133,
