Sensor Make,Sensor Model,Serial Number,Mark Code,Installation Date,Removal Date
"AllenOsborneAssociates,Inc.",Chokering (TurboRogue),132,AUCK,1995-09-17T11:30:00Z,2001-10-27T11:00:00Z
"AllenOsborneAssociates,Inc.",Chokering (TurboRogue),133,AUCK,1995-05-30T12:00:00Z,1995-06-01T12:00:00Z
"AllenOsborneAssociates,Inc.",Chokering (TurboRogue),133,AUCK,1995-05-30T12:00:00Z,1995-06-01T12:00:00Z
"AllenOsborneAssociates,Inc.",Chokering (TurboRogue),133,CHAT,1995-10-03T10:00:00Z,2001-11-27T12:00:00Z
