Station,Network,Name,Latitude,Longitude,Elevation,Datum,Start Date,End Date
FWVZ,CH,Far West,-39.254945374,175.55295183,2043,WGS84,1999-05-11T00:00:00Z,9999-01-01T00:00:00Z
