Make,Model,Serial,Mark,Height,North,East,Azimuth,Start Date,End Date
Trimble Navigation Ltd.,TRM41249.00,12626169,TGHR,0.002,0,0,0,2006-05-08T21:26:26Z,2019-11-01T00:13:49Z
Trimble Navigation Ltd.,TRM41249.00,12626197,RGUT,0.055,0,0,0,2005-12-15T01:59:00Z,2018-04-16T23:45:01Z
Trimble Navigation Ltd.,TRM41249.00,12626208,TGOH,0.002,0,0,0,2006-05-22T03:35:49Z,2016-10-19T00:49:36Z
Trimble Navigation Ltd.,TRM41249.00,12626224,UTK1,0,0,0,0,2008-07-21T23:00:00Z,2016-08-18T13:00:00Z
Trimble Navigation Ltd.,TRM41249.00,12652338,CAST,0.002,0,0,0,2006-02-09T03:00:00Z,2015-10-06T01:25:59Z
Trimble Navigation Ltd.,TRM41249.00,12652347,AVLN,0.055,0,0,0,2006-02-23T03:35:02Z,2016-09-19T02:31:27Z
Trimble Navigation Ltd.,TRM41249.00,12652393,TGRA,0.002,0,0,0,2006-04-11T00:00:00Z,2019-11-13T00:49:58Z
Trimble Navigation Ltd.,TRM41249.00,12652400,WPAW,0.002,0,0,0,2006-04-20T02:00:00Z,2016-08-15T02:08:06Z
Trimble Navigation Ltd.,TRM41249.00,12652405,VGOT,0.055,0,0,0,2006-06-08T02:00:00Z,2017-02-21T21:22:30Z
Trimble Navigation Ltd.,TRM41249.00,12652444,TGTK,0.002,0,0,0,2006-04-27T01:00:00Z,2019-10-22T00:17:29Z
Trimble Navigation Ltd.,TRM41249.00,12652475,WPUK,0.002,0,0,0,2006-04-19T21:00:00Z,2016-12-15T04:20:56Z
Trimble Navigation Ltd.,TRM41249.00,12652493,PYGR,0.002,0,0,0,2007-01-01T01:00:00Z,2016-04-19T02:06:12Z
Trimble Navigation Ltd.,TRM41249.00,12652499,RGRR,0.002,0,0,0,2007-12-11T01:30:00Z,2013-04-19T00:00:00Z
Trimble Navigation Ltd.,TRM41249.00,12668767,KAHU,0.002,0,0,0,2006-04-19T04:00:00Z,2017-05-15T04:21:57Z
Trimble Navigation Ltd.,TRM41249.00,12668782,CKID,0.002,0,0,0,2006-05-23T02:00:00Z,2010-07-15T00:00:00Z
Trimble Navigation Ltd.,TRM41249.00,12668806,AKTO,0.002,0,0,0,2006-04-27T00:00:00Z,2015-10-01T20:10:00Z
Trimble Navigation Ltd.,TRM41249.00,12668809,RGHL,0.002,0,0,0,2008-12-03T03:00:00Z,2011-11-21T23:00:00Z
Trimble Navigation Ltd.,TRM41249.00,12668861,RGMT,0.002,0,0,0,2007-10-30T02:00:00Z,2011-05-13T01:59:00Z
Trimble Navigation Ltd.,TRM41249.00,12668863,WGTN,0.055,0,0,0,2005-03-21T02:00:00Z,2010-11-14T22:26:00Z
Trimble Navigation Ltd.,TRM41249.00,12668869,HOLD,0.002,0,0,0,2007-03-16T13:00:00Z,2016-10-31T01:59:12Z
Trimble Navigation Ltd.,TRM41249.00,12668872,RGCR,0.002,0,0,0,2007-02-13T00:30:00Z,2011-08-29T23:42:00Z
Trimble Navigation Ltd.,TRM41249.00,12668872,RGHD,0.002,0,0,0,2012-02-01T03:07:00Z,2018-04-17T23:15:31Z
Trimble Navigation Ltd.,TRM41249.00,12668882,KERE,0.002,0,0,0,2006-05-17T03:00:00Z,2016-08-18T00:55:30Z
Trimble Navigation Ltd.,TRM41249.00,12668883,MAHI,0.002,0,0,0,2007-08-04T21:00:00Z,2017-10-26T00:57:12Z
Trimble Navigation Ltd.,TRM41249.00,12668904,AUCK,0.055,0,0,0,2005-11-03T04:00:00Z,2011-02-28T22:49:00Z
Trimble Navigation Ltd.,TRM41249.00,12668924,PALI,0.002,0,0,0,2007-03-21T19:30:00Z,2016-02-01T00:41:37Z
Trimble Navigation Ltd.,TRM41249.00,12668934,TEMA,0.002,0,0,0,2007-03-17T21:00:00Z,2017-09-28T00:27:30Z
Trimble Navigation Ltd.,TRM41249.00,12668935,RGHR,0.002,0,0,0,2007-02-07T21:45:00Z,2016-08-15T23:43:26Z
Trimble Navigation Ltd.,TRM41249.00,12668939,PTOI,0.002,0,0,0,2006-03-21T12:00:00Z,2016-05-17T02:34:34Z
Trimble Navigation Ltd.,TRM41249.00,12668952,PNUI,0.002,0,0,316,2006-06-29T03:00:00Z,2016-08-16T01:39:56Z
Trimble Navigation Ltd.,TRM41249.00,12668959,BNET,0.055,0,0,0,2005-02-15T00:00:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM41249.00,12668960,PARI,0.002,0,0,0,2007-08-02T06:00:00Z,2016-09-28T18:00:00Z
Trimble Navigation Ltd.,TRM41249.00,12668968,LEYL,0.002,0,0,0,2007-03-27T05:55:00Z,2011-09-05T21:45:00Z
Trimble Navigation Ltd.,TRM41249.00,12668980,UTKU,0,0,0,0,2008-11-12T03:00:03Z,2016-08-30T21:00:00Z
Trimble Navigation Ltd.,TRM41249.00,12682226,RGKA,0.002,0,0,0,2006-05-08T21:25:33Z,2018-04-16T04:36:59Z
Trimble Navigation Ltd.,TRM41249.00,12682299,TGWH,0.002,0,0,0,2007-02-06T22:30:00Z,2016-10-12T03:04:18Z
Trimble Navigation Ltd.,TRM41249.00,12682307,CLIM,0.002,0,0,0,2005-10-18T01:00:00Z,2015-08-20T22:57:38Z
Trimble Navigation Ltd.,TRM41249.00,12682354,RGRE,0.002,0,0,0,2007-02-08T00:14:00Z,2013-12-16T23:58:00Z
Trimble Navigation Ltd.,TRM41249.00,12696858,UTK2,0,0,0,0,2008-07-21T14:00:00Z,2016-08-29T01:00:00Z
Trimble Navigation Ltd.,TRM41249.00,12697180,FALE,0.0535,0,0,0,2010-10-22T02:31:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM41249.00,60101143,VAVS,0,0,0,0,2009-06-08T23:00:00Z,2018-02-10T23:00:00Z
Trimble Navigation Ltd.,TRM41249.00,60115144,OUSD,0.055,0,0,0,2006-06-21T00:00:00Z,2011-07-25T23:29:59Z
Trimble Navigation Ltd.,TRM41249.00,60187101,THAP,0.002,0,0,0,2008-06-13T00:28:30Z,2017-10-02T01:51:06Z
Trimble Navigation Ltd.,TRM41249.00,60187538,UTK3,0,0,0,0,2008-07-17T23:19:00Z,2016-04-04T08:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30203608,KTIA,0.002,0,0,0,2007-10-24T01:00:00Z,2019-09-25T00:43:37Z
Trimble Navigation Ltd.,TRM55971.00,30203658,KORO,0.002,0,0,0,2007-06-14T23:55:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30203663,NMAI,0.002,0,0,0,2008-02-13T03:05:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30203671,MCNL,0.002,0,0,0,2008-05-26T13:00:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30212695,OTAK,0.002,0,0,0,2007-10-06T07:59:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30212868,MATW,0.055,0,0,0,2008-07-28T00:01:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30213984,MANG,0.055,0,0,0,2007-06-20T03:25:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30260173,VEXA,0.055,0,0,0,2009-03-12T23:20:00Z,2019-01-30T20:24:29Z
Trimble Navigation Ltd.,TRM55971.00,30260375,PILK,0.055,0,0,0,2009-03-12T00:01:30Z,2017-03-14T02:08:46Z
Trimble Navigation Ltd.,TRM55971.00,30260401,NRRD,0.002,0,0,0,2008-02-08T03:31:00Z,2016-12-14T01:17:28Z
Trimble Navigation Ltd.,TRM55971.00,30260402,CHTI,0.002,0,0,0,2007-12-10T22:59:59Z,2019-10-31T00:35:07Z
Trimble Navigation Ltd.,TRM55971.00,30260412,BHST,0.002,0,0,0,2008-06-12T00:05:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30260436,RAHI,0.002,0,0,0,2008-05-14T05:20:30Z,2011-07-18T03:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30260439,MTBL,0.002,0,0,0,2008-03-11T07:01:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30260482,GNBK,0.002,0,0,0,2008-03-12T05:01:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30318077,OUSD,0.055,0,0,0,2011-07-25T23:30:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30473361,MING,0.002,0,0,0,2010-04-28T00:00:11Z,2014-12-02T23:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30473364,ARTA,0.055,0,0,0,2008-11-05T00:00:00Z,2019-11-14T23:42:59Z
Trimble Navigation Ltd.,TRM55971.00,30473372,RGKW,0.002,0,0,0,2008-11-28T01:00:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30473521,MAHO,0.055,0,0,0,2011-01-11T02:45:40Z,2011-05-17T01:45:00Z
Trimble Navigation Ltd.,TRM55971.00,30473528,MTQN,0.002,0,0,0,2010-02-09T00:00:11Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30473549,OHIN,0.002,0,0,0,2008-09-03T01:30:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30473556,WHKT,0.002,0,0,0,2009-03-23T00:30:00Z,2019-10-21T23:16:55Z
Trimble Navigation Ltd.,TRM55971.00,30473585,TGHO,0.002,0,0,0,2008-12-22T02:30:00Z,2023-05-24T21:06:00Z
Trimble Navigation Ltd.,TRM55971.00,30473585,TGHM,0.002,0,0,0,2023-05-25T04:19:02Z,2024-04-07T23:47:59Z
Trimble Navigation Ltd.,TRM55971.00,30473588,VGMT,0.055,0,0,0,2011-01-17T03:37:51Z,2020-02-25T23:13:01Z
Trimble Navigation Ltd.,TRM55971.00,30473655,RDLV,0.002,0,0,0,2009-01-13T01:00:00Z,2018-05-14T22:25:47Z
Trimble Navigation Ltd.,TRM55971.00,30473674,GRNG,0.002,0,0,0,2007-06-14T01:55:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30477040,RGON,0.002,0,0,0,2009-08-25T02:08:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30477057,NETT,0.055,0,0,0,2008-03-18T05:00:11Z,2018-08-20T23:59:00Z
Trimble Navigation Ltd.,TRM55971.00,30477064,RGWV,0.002,0,0,0,2009-09-04T01:38:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30477068,BTHL,0.002,0,0,0,2009-01-12T01:00:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30477110,LEVN,0.002,0,0,0,2008-06-30T02:35:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30477149,WARK,0.002,0,0,0,2009-01-23T13:15:01Z,2019-09-26T01:03:15Z
Trimble Navigation Ltd.,TRM55971.00,30477150,RGAW,0.002,0,0,0,2009-03-24T02:00:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM55971.00,30477195,PAKI,0.002,0,0,0,2010-06-22T00:00:01Z,2018-01-30T23:16:26Z
Trimble Navigation Ltd.,TRM57971.00,1112118071,VGFW,0.055,0,0,0,2016-06-16T02:33:34Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1212118318,VGT8,0.9553,0,0,0,2013-06-10T03:05:34Z,2016-05-09T23:59:59Z
Trimble Navigation Ltd.,TRM57971.00,1212118318,NRRD,0.002,0,0,0,2019-07-01T23:52:21Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1212118543,RGUT,0.055,0,0,0,2018-04-16T23:45:02Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1212118550,PGNE,0.002,0,0,0,2014-09-29T04:00:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1212118682,VGET,0.002,0,0,0,2014-03-12T03:12:38Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1212118965,VGNG,0.002,0,0,0,2014-02-25T21:52:38Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1312118079,TRAV,0.055,0,0,0,2018-06-22T00:52:38Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1312118142,PGKH,0.002,0,0,0,2014-10-14T21:10:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1312118317,RGRE,0.002,0,0,0,2013-12-17T00:51:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1312118470,2004,0.000,0,0,0,2022-12-06T01:37:08Z,2024-07-04T01:41:19Z
Trimble Navigation Ltd.,TRM57971.00,1312118843,HANM,0.002,0,0,0,2014-06-03T04:06:00Z,2020-05-22T00:10:59Z
Trimble Navigation Ltd.,TRM57971.00,1312118872,RGHD,0.002,0,0,0,2018-04-17T23:15:32Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118351,VGOT,0.055,0,0,0,2017-02-21T21:22:32Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118352,PUKE,0.055,0,0,0,2015-12-09T21:48:39Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118363,PILK,0.055,0,0,0,2017-03-14T02:08:48Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118366,PALI,0.002,0,0,0,2016-02-01T00:41:39Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118371,PNUI,0.002,0,0,316,2016-08-16T01:39:58Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118380,WRAU,0.002,0,0,0,2017-04-18T03:06:59Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118386,PTOI,0.002,0,0,0,2016-05-17T02:34:36Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118388,RGAR,0.002,0,0,0,2016-09-21T02:25:08Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118392,WAKA,0.002,0,0,0,2016-03-01T21:14:00Z,2021-03-31T00:47:07Z
Trimble Navigation Ltd.,TRM57971.00,1412118393,KARA,0.055,0,0,0,2016-03-01T03:15:38Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118394,WRA1,0,0,0,0,2016-11-15T23:43:29Z,2017-05-27T23:59:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118394,LOOK,0.002,0,0,0,2017-06-15T03:16:40Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118395,SUTT,0.002,0,0,0,2017-06-27T01:10:07Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118396,RGTA,0.002,0,0,0,2019-07-10T01:54:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118398,CMBL,0.055,0,0,0,2016-03-29T00:15:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1412118401,WPUK,0.002,0,0,0,2016-12-15T04:20:58Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441027085,NLSN,0.055,0,0,0,2011-01-25T13:00:02Z,2020-02-03T23:45:07Z
Trimble Navigation Ltd.,TRM57971.00,1441027194,RGHL,0.002,0,0,0,2011-11-22T01:22:26Z,2017-06-08T01:30:14Z
Trimble Navigation Ltd.,TRM57971.00,1441027211,WHNG,0.055,0,0,0,2010-11-22T21:07:00Z,2019-09-23T05:15:15Z
Trimble Navigation Ltd.,TRM57971.00,1441027245,OROA,0.002,0,0,0,2010-11-08T00:10:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441027295,MNHR,0.002,0,0,0,2011-02-16T02:05:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441027338,KAIK,0.055,0,0,0,2011-01-28T00:55:00Z,2020-03-11T22:33:01Z
Trimble Navigation Ltd.,TRM57971.00,1441027455,MAVL,0.055,0,0,0,2010-12-20T21:48:15Z,2011-07-21T05:08:08Z
Trimble Navigation Ltd.,TRM57971.00,1441027597,HOKI,0.055,0,0,0,2011-02-08T20:13:01Z,2019-12-08T23:19:37Z
Trimble Navigation Ltd.,TRM57971.00,1441027609,GISB,0.055,0,0,0,2011-01-19T03:34:51Z,2019-11-18T23:46:01Z
Trimble Navigation Ltd.,TRM57971.00,1441027701,LEXA,0.055,0,0,0,2010-12-20T04:56:46Z,2019-10-10T03:44:01Z
Trimble Navigation Ltd.,TRM57971.00,1441027757,LKTA,0.055,0,0,0,2011-02-08T01:23:01Z,2020-03-11T00:38:45Z
Trimble Navigation Ltd.,TRM57971.00,1441027758,NPLY,0.055,0,0,0,2010-11-24T02:13:00Z,2019-10-16T22:05:31Z
Trimble Navigation Ltd.,TRM57971.00,1441027806,NRSW,0.002,0,0,0,2011-01-18T00:06:57Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441028123,2406,0.055,0,0,0,2012-02-13T00:38:01Z,2022-11-14T00:27:29Z
Trimble Navigation Ltd.,TRM57971.00,1441028170,TRNG,0.055,0,0,0,2010-12-07T01:34:00Z,2019-10-21T00:48:15Z
Trimble Navigation Ltd.,TRM57971.00,1441031099,RAKW,0.002,0,0,0,2011-02-16T04:05:01Z,2021-10-20T23:20:00Z
Trimble Navigation Ltd.,TRM57971.00,1441031121,WAIM,0.055,0,0,0,2010-11-22T05:59:00Z,2020-01-28T03:10:45Z
Trimble Navigation Ltd.,TRM57971.00,1441031129,WANG,0.055,0,0,0,2010-11-04T00:01:01Z,2019-10-15T00:08:15Z
Trimble Navigation Ltd.,TRM57971.00,1441031131,MAKO,0.002,0,0,0,2010-11-09T21:35:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441031138,MQZG,0.055,0,0,0,2011-02-09T23:48:01Z,2020-01-29T22:19:45Z
Trimble Navigation Ltd.,TRM57971.00,1441031160,TRWH,0.002,0,0,0,2010-12-02T02:33:27Z,2017-05-10T00:05:57Z
Trimble Navigation Ltd.,TRM57971.00,1441031186,DUND,0.002,0,0,0,2010-11-24T23:35:01Z,2019-10-01T00:07:13Z
Trimble Navigation Ltd.,TRM57971.00,1441031186,MKP2,0,0,0,0,2025-03-18T03:09:32Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441031192,WGTN,0.055,0,0,0,2010-11-14T22:35:01Z,2020-02-14T01:16:37Z
Trimble Navigation Ltd.,TRM57971.00,1441031192,MKP1,0,0,0,0,2025-03-17T20:32:38Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441031200,HAST,0.055,0,0,0,2010-12-15T22:08:30Z,2019-11-14T01:14:07Z
Trimble Navigation Ltd.,TRM57971.00,1441031205,GLDB,0.055,0,0,0,2011-01-25T07:11:01Z,2020-02-03T01:28:55Z
Trimble Navigation Ltd.,TRM57971.00,1441031206,WEST,0.055,0,0,0,2011-01-26T03:03:01Z,2019-12-10T02:10:46Z
Trimble Navigation Ltd.,TRM57971.00,1441031221,FRTN,0.002,0,0,0,2011-01-18T23:30:57Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441031234,DNVK,0.055,0,0,0,2010-12-08T00:34:45Z,2019-10-14T03:04:43Z
Trimble Navigation Ltd.,TRM57971.00,1441031245,CORM,0.055,0,0,0,2011-02-11T17:30:01Z,2019-10-22T23:00:31Z
Trimble Navigation Ltd.,TRM57971.00,1441031250,BLUF,0.055,0,0,0,2010-11-25T05:05:01Z,2019-12-16T02:14:07Z
Trimble Navigation Ltd.,TRM57971.00,1441031258,METH,0.002,0,0,0,2010-10-12T00:00:00Z,2019-09-19T01:15:31Z
Trimble Navigation Ltd.,TRM57971.00,1441031279,SCTB,0.055,0,0,0,2010-10-26T00:00:01Z,2016-12-13T04:41:54Z
Trimble Navigation Ltd.,TRM57971.00,1441031280,HAMT,0.055,0,0,0,2011-01-24T01:45:00Z,2019-09-26T23:12:15Z
Trimble Navigation Ltd.,TRM57971.00,1441031289,TGRI,0.055,0,0,0,2011-04-04T02:20:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441031314,HAAS,0.055,0,0,0,2011-02-08T20:56:01Z,2019-12-12T00:25:45Z
Trimble Navigation Ltd.,TRM57971.00,1441031341,MTJO,0.055,0,0,0,2011-02-08T00:00:01Z,2020-01-28T22:52:15Z
Trimble Navigation Ltd.,TRM57971.00,1441031404,MAST,0.055,0,0,0,2010-11-05T01:15:01Z,2016-04-06T23:59:00Z
Trimble Navigation Ltd.,TRM57971.00,1441031404,TEMA,0.002,0,0,0,2017-09-28T00:27:32Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441031406,ANAU,0.002,0,0,0,2010-10-18T23:35:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441031450,TAUP,0.055,0,0,0,2010-12-01T22:28:21Z,2020-01-14T23:03:03Z
Trimble Navigation Ltd.,TRM57971.00,1441031484,HIKB,0.055,0,0,0,2011-01-13T06:00:00Z,2019-11-20T01:43:43Z
Trimble Navigation Ltd.,TRM57971.00,1441038001,RAHI,0.002,0,0,0,2011-07-18T04:20:51Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441040082,RGWI,0.002,0,0,0,2012-06-08T00:01:01Z,2023-12-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441040153,YALD,0.035,0,0,0,2014-09-16T21:00:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441040240,LEYL,0.002,0,0,0,2011-09-05T22:34:23Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441040251,PKNO,0.002,0,0,0,2011-02-04T00:00:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441040266,MAHO,0.055,0,0,0,2011-05-17T02:07:27Z,2019-10-16T03:13:43Z
Trimble Navigation Ltd.,TRM57971.00,1441040360,NLS1,0,0,0,0,2011-12-19T21:42:26Z,2013-11-14T20:15:00Z
Trimble Navigation Ltd.,TRM57971.00,1441040458,RGWI,0.002,0,0,0,2011-09-27T22:35:00Z,2012-06-08T00:01:00Z
Trimble Navigation Ltd.,TRM57971.00,1441040511,VGWT,0.055,0,0,0,2011-11-10T23:07:26Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441040524,MAVL,0.055,0,0,0,2011-07-21T05:08:09Z,2019-10-03T21:36:37Z
Trimble Navigation Ltd.,TRM57971.00,1441040527,PARI,0.002,0,0,0,2017-08-28T23:09:44Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441040531,CLS3,0,0,0,0,2011-06-21T04:58:51Z,2015-09-22T00:05:00Z
Trimble Navigation Ltd.,TRM57971.00,1441040547,RAUM,0.002,0,0,0,2011-05-19T03:01:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441044187,MKNO,0.002,0,0,0,2011-05-11T00:09:46Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441047132,AUCK,0.055,0,0,0,2011-02-28T23:59:59Z,2019-10-23T23:34:45Z
Trimble Navigation Ltd.,TRM57971.00,1441047151,CLSG,0,0,0,0,2011-03-02T00:00:03Z,2011-06-21T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441047151,CLS5,0,0,0,0,2011-06-21T23:52:45Z,2016-03-13T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441047151,AVLN,0.055,0,0,0,2016-09-19T02:31:29Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441047157,CLSK,0,0,0,0,2011-03-02T00:00:03Z,2017-06-28T01:59:30Z
Trimble Navigation Ltd.,TRM57971.00,1441047157,RLTN,0.002,0,0,0,2020-11-03T00:27:08Z,2022-02-01T00:46:01Z
Trimble Navigation Ltd.,TRM57971.00,1441047182,V27B,0,0,0,0,2011-04-09T00:00:01Z,2012-12-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441047182,BM8A,0.0042,0,0,0,2013-01-29T00:00:02Z,2016-05-06T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441047182,THAP,0.002,0,0,0,2017-10-02T01:51:08Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441053350,TORY,0.055,0,0,0,2011-11-16T23:11:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441053397,RGMT,0.002,0,0,0,2011-05-13T02:15:00Z,2024-08-14T01:34:31Z
Trimble Navigation Ltd.,TRM57971.00,1441107280,HANA,0.002,0,0,0,2012-06-01T00:00:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441112082,RGRR,0.002,0,0,0,2013-04-19T02:30:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441112085,RGWC,0.002,0,0,0,2014-01-29T01:57:08Z,2023-12-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441112314,VGT2,0.927,0,0,0,2012-07-27T01:00:00Z,2012-08-06T11:50:00Z
Trimble Navigation Ltd.,TRM57971.00,1441112321,CLS6,0,0,0,0,2011-10-13T22:21:05Z,2016-08-28T20:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441112335,WHVR,0.002,0,0,0,2011-09-30T00:15:57Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441112520,VGTM,0.002,0,0,0,2013-05-14T23:00:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441116512,TURI,0.002,0,0,0,2011-08-31T23:28:06Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441121192,RGLI,0.055,0,0,0,2013-05-09T03:35:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,1441121516,WRPA,0.002,0,0,0,2016-01-10T20:15:06Z,2019-09-03T03:50:29Z
Trimble Navigation Ltd.,TRM57971.00,2312137035,PORA,0.002,0,0,0,2015-09-30T22:55:03Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,2312137038,TENN,0.002,0,0,0,2017-11-14T22:08:22Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,2312137039,RGOP,0.002,0,0,0,2017-03-24T02:28:30Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,2312137066,TAKP,0.055,0,0,0,2015-11-11T01:09:03Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,2312137084,QUAR,0.002,0,0,0,2015-09-23T00:50:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,2312137086,TGOH,0.002,0,0,0,2016-10-19T00:49:38Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30889000,MTPR,0.002,0,0,0,2010-01-27T01:21:01Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895413,OPTK,0.002,0,0,0,2009-08-20T02:51:00Z,9999-01-01T00:00:00Z
Trimble Navigation Ltd.,TRM57971.00,30895469,WMAT,0.002,0,0,0,2010-03-15T03:19:30Z,9999-01-01T00:00:00Z
