Make,Sensor,Datalogger,Serial,Station,Station Cusp3D Start Date,Firmware,Version,Firmware Start Date,Firmware End Date,Notes 
CSI,CUSP3D,CUSP3D,42271,VUWS,2015-08-04T23:40:00Z,Cusp3D+r,400.74.1,2019-08-29T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42272,MCAS,2015-04-23T02:21:49Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42273,PARS,2015-04-15T00:00:05Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42274,TKHS,2015-06-04T00:04:00Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42275,WAIS,2015-05-27T00:00:30Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42276,TIRS,2015-05-29T00:02:00Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42277,TTHS,2015-06-03T00:03:00Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42278,CACS,2015-06-08T03:52:50Z,Cusp3D+r,400.74.1,2019-08-29T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42279,BWHS,2018-02-19T03:10:00Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42280,NAAS,2017-11-15T03:20:00Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42281,HCDS,2018-05-21T04:00:00Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42282,WSFC,2017-08-22T02:30:00Z,Cusp3D+r,400.74.1,2019-08-16T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42283,GODS,2015-06-11T00:14:33Z,Cusp3D+r,400.74.1,2019-08-29T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42285,MTPS,2016-04-22T02:10:00Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42286,WBFS,2015-06-10T00:03:10Z,Cusp3D+r,400.74.1,2019-08-31T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42287,POKS,2015-08-05T00:59:00Z,Cusp3D+r,400.74.1,2019-08-16T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42288,PNRS,2015-08-06T00:14:09Z,Cusp3D+r,400.74.1,2019-08-16T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42289,ORCS,2015-09-17T23:41:08Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42290,GHHS,2016-08-08T22:00:23Z,Cusp3D+r,400.74.1,2019-08-16T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42291,HUKS,2016-08-17T03:15:00Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42292,PPHS,2019-02-07T21:00:00Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42293,GISS,2016-08-09T01:16:05Z,Cusp3D+r,400.74.1,2019-08-16T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42294,GLNS,2015-10-22T21:05:00Z,Cusp3D+r,400.74.1,2019-08-29T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
CSI,CUSP3D,CUSP3D,42295,DALS,2017-09-12T04:37:00Z,Cusp3D+r,400.74.1,2019-08-30T00:00:00Z,9999-01-01T00:00:00Z,Fix GPS timing 1 sec
