Make,Model,Serial,Station,Location,Azimuth,Method,Dip,Depth,North,East,Scale Factor,Scale Bias,Start Date,End Date
Guralp Systems Ltd.,CMG-40T-30S,T4488,TON8,10,0,,0,0,0,0,0,0,2013-06-07T01:02:00Z,2014-11-06T23:59:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4581,AN02,10,0,,0,0,0,0,0,0,1999-11-02T00:00:02Z,2000-01-22T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4661,AN07,10,0,,0,0,0,0,0,0,1999-11-08T00:00:02Z,2000-01-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4664,AN01,10,0,,0,0,0,0,0,0,1999-10-30T00:00:02Z,2000-01-21T23:59:59Z
Guralp Systems Ltd.,CMG-40T-30S,T4665,AN04,10,0,,0,0,0,0,0,0,1999-11-03T00:00:02Z,2000-01-22T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4666,AN08,10,0,,0,0,0,0,0,0,1999-11-09T00:00:02Z,2000-01-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4675,AN06,10,0,,0,0,0,0,0,0,1999-11-08T00:00:02Z,2000-01-22T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M14,MRWZ,11,0,,0,0,0,0,0,0,2008-04-21T22:05:00Z,2008-08-28T01:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M14,IF06,10,22,,0,0,0,0,0,0,2008-10-07T00:46:00Z,2009-02-12T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M14,WI02,10,0,,0,0,0,0,0,0,2011-06-14T00:45:02Z,2011-08-24T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M14,BRIO,10,0,,0,0,0,0,0,0,2014-03-10T21:32:00Z,2014-10-06T00:30:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M14,MLFO,10,0,,0,0,0,0,0,0,2014-10-15T02:00:00Z,2015-04-10T04:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M18,WI03,10,0,,0,0,0,0,0,0,2011-06-13T22:27:02Z,2011-11-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M18,MAHO,10,0,,0,0,0,0,0,0,2014-03-14T00:01:00Z,2014-09-11T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M19,AMF,10,0,,0,0,0,0,0,0,2008-03-11T22:01:00Z,2008-03-14T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M19,WI15,10,0,,0,0,0,0,0,0,2011-06-13T00:00:02Z,2011-11-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M19,KTGO,10,0,,0,0,0,0,0,0,2014-04-24T00:10:00Z,2014-09-11T05:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M19,AVIO,10,0,,0,0,0,0,0,0,2014-09-17T22:30:00Z,2015-04-15T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M59,IF13,10,22,,0,0,0,0,0,0,2008-10-02T22:51:00Z,2009-02-11T22:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M59,WI10,10,0,,0,0,0,0,0,0,2011-06-13T02:18:02Z,2011-11-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M60,TON2,10,0,,0,0,0,0,0,0,2012-07-20T21:30:00Z,2012-10-12T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M60,TAIO,10,0,,0,0,0,0,0,0,2014-03-10T23:31:00Z,2014-10-06T02:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M60,MRVO,10,0,,0,0,0,0,0,0,2014-10-13T03:10:00Z,2015-04-12T04:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M61,IF02,10,22,,0,0,0,0,0,0,2008-10-23T23:01:00Z,2009-02-11T23:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M61,WI13,10,0,,0,0,0,0,0,0,2011-06-13T00:00:02Z,2011-11-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M61,RIVO,10,0,,0,0,0,0,0,0,2014-03-19T21:30:00Z,2014-09-13T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M61,HAMO,10,0,,0,0,0,0,0,0,2014-09-19T00:01:00Z,2015-04-12T05:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M62,OWKO,10,0,,0,0,0,0,0,0,2014-03-17T20:05:00Z,2014-09-11T05:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M62,OTKO,10,0,,0,0,0,0,0,0,2014-09-18T01:00:00Z,2015-04-11T05:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M63,IF11,10,22,,0,0,0,0,0,0,2008-10-01T01:22:00Z,2009-02-13T01:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M63,WI04,10,0,,0,0,0,0,0,0,2011-06-13T23:05:02Z,2011-11-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M64,IF03,10,22,,0,0,0,0,0,0,2008-11-24T03:08:00Z,2009-02-11T23:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M64,WI14,10,0,,0,0,0,0,0,0,2011-06-13T00:00:02Z,2011-11-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M64,TON7,10,0,,0,0,0,0,0,0,2012-08-23T00:01:00Z,2013-06-07T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M64,TUTO,10,0,,0,0,0,0,0,0,2014-03-16T23:10:00Z,2014-09-13T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M64,IDAO,10,0,,0,0,0,0,0,0,2014-09-16T00:01:00Z,2015-04-14T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M65,WI05,10,0,,0,0,0,0,0,0,2011-06-13T21:40:02Z,2011-11-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M65,WPAO,10,0,,0,0,0,0,0,0,2014-04-25T04:00:05Z,2014-09-12T04:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,T4M65,WKTO,10,0,,0,0,0,0,0,0,2014-09-17T03:10:00Z,2015-04-15T07:00:00Z
Guralp Systems Ltd.,CMG-40T-30S,TMP_6044,SCHC,10,0,,0,0,0,0,0,0,2001-01-17T09:59:00Z,2001-06-27T20:55:00Z
Guralp Systems Ltd.,CMG-40T-30S,TMP_6045,WAIC,10,0,,0,0,0,0,0,0,2001-01-16T11:53:00Z,2001-06-27T20:55:00Z
Guralp Systems Ltd.,CMG-40T-30S,TMP_6046,YUPC,10,0,,0,0,0,0,0,0,2001-01-15T11:33:00Z,2001-06-27T20:55:00Z
Guralp Systems Ltd.,CMG-40T-60S,MED3_40T,MED3,10,0,,0,0,0,0,0,0,2005-01-19T22:17:00Z,2005-03-31T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,MED4_40T,MED4,10,0,,0,0,0,0,0,0,2005-02-24T04:51:00Z,2005-03-31T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,RF7_40T,RF7R,10,0,,0,0,0,0,0,0,2004-07-28T00:00:00Z,2005-04-04T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41027,KIWC,10,0,,0,0,0,0,0,0,2001-01-12T14:41:00Z,2001-06-25T17:40:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41027,GR2A,10,0,,0,0,0,0,0,0,2001-07-31T02:00:02Z,2002-01-22T03:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41027,BB1,10,37,,0,0,0,0,0,0,2003-11-13T00:00:00Z,2004-01-22T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41027,HINO,10,0,,0,0,0,0,0,0,2014-03-13T21:00:02Z,2014-10-07T03:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41027,SWDO,10,0,,0,0,0,0,0,0,2014-10-14T00:01:00Z,2015-04-09T23:59:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41037,TETC,10,0,,0,0,0,0,0,0,2001-01-10T12:20:00Z,2001-04-28T10:45:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41037,GR3A,10,0,,0,0,0,0,0,0,2001-07-30T22:00:00Z,2002-01-22T03:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41037,BB4,10,10,,0,0,0,0,0,0,2003-11-14T00:00:00Z,2004-01-21T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41037,RF5R,10,0,,0,0,0,0,0,0,2004-03-12T02:54:00Z,2005-02-01T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41037,MNDO,10,0,,0,0,0,0,0,0,2014-03-18T21:20:00Z,2014-09-14T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41037,KYEO,10,0,,0,0,0,0,0,0,2014-09-16T21:20:00Z,2015-04-14T04:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41038,POHC,10,0,,0,0,0,0,0,0,2001-01-13T04:01:00Z,2001-06-26T15:55:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41038,GR1A,10,0,,0,0,0,0,0,0,2001-07-31T00:00:00Z,2002-01-22T02:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41038,RF4R,10,0,,0,0,0,0,0,0,2004-03-19T03:04:00Z,2004-12-22T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41038,MED2,10,0,,0,0,0,0,0,0,2005-01-18T04:56:00Z,2005-03-30T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41038,CLFO,10,0,,0,0,0,0,0,0,2014-03-14T22:02:00Z,2014-09-12T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41038,MANO,10,0,,0,0,0,0,0,0,2014-09-16T00:01:00Z,2015-04-13T22:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41040,KARC,10,0,,0,0,0,0,0,0,2001-01-13T04:01:00Z,2001-06-26T15:50:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41040,AC3A,10,0,,0,0,0,0,0,0,2001-07-31T23:00:00Z,2002-01-22T23:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41040,RF6R,10,0,,0,0,0,0,0,0,2004-03-24T04:24:00Z,2004-12-22T23:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41040,MED1,10,0,,0,0,0,0,0,0,2005-01-17T22:26:00Z,2005-03-30T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41040,WI12,10,0,,0,0,0,0,0,0,2011-06-13T00:01:02Z,2011-11-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41040,LOGO,10,0,,0,0,0,0,0,0,2014-03-12T23:15:00Z,2014-10-09T20:50:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41040,GRYO,10,0,,0,0,0,0,0,0,2014-10-13T21:30:00Z,2015-04-09T22:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41044,POIC,10,0,,0,0,0,0,0,0,2001-01-01T07:11:00Z,2001-02-24T23:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41044,TUKC,10,0,,0,0,0,0,0,0,2001-02-25T02:59:00Z,2001-06-24T18:44:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41044,AC1A,10,0,,0,0,0,0,0,0,2001-09-12T03:00:00Z,2002-01-22T22:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41044,CNGZ,10,0,,0,4,0,0,0,0,2006-07-21T23:00:01Z,2006-08-17T05:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41044,IF01,10,22,,0,0,0,0,0,0,2008-10-05T23:41:00Z,2009-02-16T23:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41044,WI08,10,0,,0,0,0,0,0,0,2011-06-13T22:06:12Z,2011-11-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41044,PRKO,10,0,,0,0,0,0,0,0,2014-03-12T02:10:00Z,2014-09-11T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41044,PATO,10,0,,0,0,0,0,0,0,2014-09-18T22:00:00Z,2015-04-13T01:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41075,PWZ,10,0,,0,0,0,0,0,0,2001-03-22T05:52:00Z,2003-03-02T23:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41075,WKIO,10,0,,0,0,0,0,0,0,2014-03-19T00:50:00Z,2014-09-14T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41075,MOOO,10,0,,0,0,0,0,0,0,2014-09-15T00:01:00Z,2015-04-15T05:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41076,RTKC,10,0,,0,0,0,0,0,0,2001-01-12T00:00:01Z,2001-06-26T15:50:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41076,OUZ,10,0,,0,0,0,0,0,0,2002-08-30T08:00:00Z,2003-01-20T19:15:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41076,WI09,10,0,,0,0,0,0,0,0,2011-06-13T22:56:02Z,2011-11-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41076,TON2,11,0,,0,0,0,0,0,0,2012-07-27T00:01:00Z,2012-11-21T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41076,WMHO,10,0,,0,0,0,0,0,0,2014-03-20T01:10:00Z,2014-09-14T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41076,MORO,10,0,,0,0,0,0,0,0,2014-09-15T00:01:01Z,2015-04-12T22:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41077,WHZ,10,0,,0,0,0,0,0,0,2001-04-07T21:53:00Z,2006-04-07T03:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41077,GISX,10,0,,0,0,0,0,0,0,2006-07-22T21:00:01Z,2006-08-17T05:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41077,RATZ,10,0,,0,0,0,0,0,0,2008-10-20T01:30:00Z,2011-11-02T02:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41077,TON3,10,0,,0,0,0,0,0,0,2012-07-20T23:10:00Z,2013-06-07T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41077,MILO,10,0,,0,0,0,0,0,0,2014-03-12T00:30:00Z,2014-10-06T23:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T41077,KOHO,10,0,,0,0,0,0,0,0,2014-10-15T04:10:00Z,2015-04-10T21:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4604,FWVZ,10,0,,0,0,0,0,0,0,1999-05-11T00:00:00Z,2002-03-13T01:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4604,PWZ,10,0,,0,0,0,0,0,0,2003-03-02T23:10:00Z,2003-08-11T22:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4604,WPVZ,10,0,,0,0,0,0,0,0,2003-12-10T11:00:02Z,2010-11-30T22:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4604,TON1,10,0,,0,0,0,0,0,0,2012-07-20T21:45:00Z,2013-06-07T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4604,ROXO,10,0,,0,0,0,0,0,0,2014-03-11T22:25:00Z,2014-10-06T22:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4604,WHAO,10,0,,0,0,0,0,0,0,2014-10-13T01:01:00Z,2015-04-12T01:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4605,FWVZ,10,0,,0,0,0,0,0,0,2002-03-13T01:00:01Z,2009-04-14T02:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4605,CVZ,10,0,,0,0,0,0,0,0,2014-05-16T00:00:15Z,2014-09-01T23:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4634,DSZ,10,0,,0,0,0,0,0,0,1998-10-15T00:00:00Z,2004-10-11T20:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4634,IF08,10,22,,0,0,0,0,0,0,2008-10-03T01:20:00Z,2009-02-11T23:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4636,MQZ,10,0,,0,0,0,0,0,0,1998-10-23T02:59:00Z,2009-08-03T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4788,LOCC,10,0,,0,0,0,0,0,0,2001-01-11T20:41:00Z,2001-06-25T21:06:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4788,AC5A,10,0,,0,0,0,0,0,0,2001-08-01T04:00:00Z,2001-11-27T23:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4788,WCZ,10,0,,0,0,0,0,0,0,2002-08-29T18:25:00Z,2003-01-18T02:20:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4788,BB2,10,20,,0,0,0,0,0,0,2003-11-17T00:00:00Z,2004-01-22T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4788,RF1R,10,0,,0,0,0,0,0,0,2004-03-22T23:59:00Z,2005-02-01T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4788,ETVZ,10,0,,0,0,0,0,0,0,2014-03-12T00:00:00Z,2014-08-26T22:08:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4802,KNGC,10,0,,0,0,0,0,0,0,2001-01-11T23:00:01Z,2001-06-26T15:50:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4802,GR5A,10,0,,0,0,0,0,0,0,2001-07-29T00:00:01Z,2002-01-22T04:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4802,DUNX,10,0,,0,0,0,0,0,0,2006-07-24T01:00:01Z,2006-08-17T05:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4802,IF09,10,22,,0,0,0,0,0,0,2008-10-02T23:19:00Z,2009-02-11T22:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4802,WI01,10,0,,0,0,0,0,0,0,2011-06-13T00:01:00Z,2011-11-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4802,SUTO,10,0,,0,0,0,0,0,0,2014-03-13T02:45:00Z,2014-10-08T02:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4802,CCKO,10,0,,0,0,0,0,0,0,2014-10-11T02:01:00Z,2015-04-11T21:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4803,TAUC,10,0,,0,0,0,0,0,0,2001-01-11T20:41:00Z,2001-06-25T16:25:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4803,AC2A,10,0,,0,0,0,0,0,0,2001-09-13T02:00:00Z,2002-01-22T22:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4803,BB0,10,7,,0,0,0,0,0,0,2003-11-12T00:00:00Z,2004-01-21T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4803,RF3R,10,0,,0,0,0,0,0,0,2004-03-18T23:17:00Z,2005-01-19T22:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4803,WI06,10,0,,0,0,0,0,0,0,2011-06-13T01:12:02Z,2011-11-23T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4803,TBLO,10,0,,0,0,0,0,0,0,2014-03-11T02:50:00Z,2014-10-06T04:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4803,OPUO,10,0,,0,0,0,0,0,0,2014-10-14T23:05:00Z,2015-04-10T02:30:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4C49,RF2R,10,0,,0,0,0,0,0,0,2004-03-24T00:10:00Z,2005-02-01T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4C49,CONO,10,0,,0,0,0,0,0,0,2014-03-16T20:20:00Z,2014-09-12T00:00:00Z
Guralp Systems Ltd.,CMG-40T-60S,T4C49,HWKO,10,0,,0,0,0,0,0,0,2014-09-15T22:00:00Z,2015-04-14T02:00:00Z
Guralp Systems Ltd.,CMG-40TD,T41081,LS16,10,0,,0,0,0,0,0,0,2001-01-16T08:00:00Z,2001-06-20T03:05:00Z
Guralp Systems Ltd.,CMG-40TD,T4430,MATA,10,0,,0,0,0,0,0,0,2002-08-28T12:44:00Z,2003-01-18T02:20:00Z
Guralp Systems Ltd.,CMG-40TD,T4432,TIKO,10,0,,0,0,0,0,0,0,2002-08-28T19:48:00Z,2003-01-20T09:54:00Z
Guralp Systems Ltd.,CMG-40TD,T4811,LWAI,10,0,,0,0,0,0,0,0,2001-01-22T02:06:00Z,2001-06-01T15:55:00Z
Guralp Systems Ltd.,CMG-40TD,T4818,LMAU,10,0,,0,0,0,0,0,0,2001-03-23T03:22:00Z,2001-06-15T17:00:00Z
Guralp Systems Ltd.,CMG-6T,T6262,INFR,10,0,,0,0,0,0,0,0,2004-07-08T01:47:00Z,2004-07-25T11:00:00Z
Guralp Systems Ltd.,CMG-6T,T6262,NGA1,10,0,,0,0,0,0,0,0,2006-06-07T22:50:00Z,2007-04-20T04:00:00Z
Guralp Systems Ltd.,CMG-6T,T6262,NGA6,10,0,,0,0,0,0,0,0,2008-01-15T21:15:00Z,2008-02-07T01:00:00Z
Guralp Systems Ltd.,CMG-6T,T6263,NGA3,10,0,,0,0,0,0,0,0,2003-06-07T23:30:00Z,2007-03-19T22:00:00Z
Guralp Systems Ltd.,CMG-6T,T6263,NGA5,10,0,,0,0,0,0,0,0,2008-01-15T21:15:00Z,2008-02-07T01:00:00Z
Guralp Systems Ltd.,CMG-6T,T6263,MOTT,10,0,,0,0,0,0,0,0,2008-02-13T14:01:00Z,2009-01-18T00:00:01Z
Guralp Systems Ltd.,CMG-6T,T6264,NGA2,10,0,,0,0,0,0,0,0,2006-06-08T01:00:00Z,2006-10-31T22:00:00Z
Guralp Systems Ltd.,CMG-6T,T6265,NGA4,10,0,,0,0,0,0,0,0,2008-01-15T21:15:00Z,2008-02-07T01:00:00Z
Guralp Systems Ltd.,CMG-6T,T6265,BYTT,10,0,,0,0,0,0,0,0,2008-02-13T16:01:00Z,2009-01-18T00:00:01Z
Guralp Systems Ltd.,CMG-6T,T6265,GAUW,10,0,,0,0,0,0,0,0,2009-10-14T00:00:02Z,2010-05-29T00:00:00Z
Hydrological Services Pty Ltd,HS55 Bubbler WL100D,07-01,INFR,41,0,,0,0,0,0,0,0,2013-05-21T00:10:00Z,9999-01-01T00:00:00Z
Hyquest,Tipping bucket rain gauge TB3 0.2mm,08-201,FOXAG,01,0,,0,0,0,0,0,0,2019-02-06T13:10:00Z,9999-01-01T00:00:00Z
IESE Institute of Earth Science & Engineering,IESE HS-1-LT 2Hz,106,WQSZ,10,95,,0,61,0,0,0,0,2014-06-23T00:00:05Z,9999-01-01T00:00:00Z
IESE Institute of Earth Science & Engineering,IESE HS-1-LT Mini 4.5Hz,197,WMSZ,10,0,,0,29,0,0,0,0,2014-06-23T00:00:05Z,9999-01-01T00:00:00Z
IESE Institute of Earth Science & Engineering,IESE HS-1-LT Mini 4.5Hz,198,WPSZ,10,0,,0,29,0,0,0,0,2014-06-23T00:00:05Z,9999-01-01T00:00:00Z
IESE Institute of Earth Science & Engineering,IESE HS-1-LT Mini 4.5Hz,200,WTSZ,10,0,,0,29,0,0,0,0,2014-06-23T00:00:05Z,9999-01-01T00:00:00Z
IESE Institute of Earth Science & Engineering,IESE HS-1-LT Mini 4.5Hz,208,WDSZ,10,0,,0,29,0,0,0,0,2014-06-23T00:00:05Z,9999-01-01T00:00:00Z
IESE Institute of Earth Science & Engineering,IESE S10g-4.5 (with preamp),99999-MRP-NS12,NS12,10,0,,0,514,0,0,0,0,2013-02-01T01:00:00Z,9999-01-01T00:00:00Z
IESE Institute of Earth Science & Engineering,IESE S10g-4.5 (with preamp),99999-MRP-NS13,NS13,10,0,,0,250,0,0,0,0,2013-02-12T00:45:00Z,2013-10-13T01:00:00Z
IESE Institute of Earth Science & Engineering,IESE S10g-4.5 (without preamp),99999-MRP-NS13,NS13,10,0,,0,250,0,0,0,0,2013-10-13T02:35:00Z,9999-01-01T00:00:00Z
IESE Institute of Earth Science & Engineering,IESE S31f-15 (with preamp),99999-MRP-NS14,NS14,10,0,,0,202,0,0,0,0,2013-02-28T01:00:00Z,9999-01-01T00:00:00Z
Institute of Geological & Nuclear Sciences Ltd.,LM35,T001,GLKZ,80,0,,0,0,0,0,0,0,2009-05-02T00:00:00Z,9999-01-01T00:00:00Z
Institute of Geological & Nuclear Sciences Ltd.,LM35,T002,GLKZ,81,0,,0,0,0,0,0,0,2009-05-02T00:00:00Z,9999-01-01T00:00:00Z
Institute of Geological & Nuclear Sciences Ltd.,SDP,A5,EDAS,22,95,,0,9.6,0,0,0,0,2008-06-11T00:00:00Z,2015-06-22T23:00:00Z
Institute of Geological & Nuclear Sciences Ltd.,SDP,A6,EDAS,21,95,,0,20,0,0,0,0,2008-06-11T00:00:00Z,2015-06-22T23:00:00Z
Institute of Geological & Nuclear Sciences Ltd.,SDP,A9,CPLB,2G,0,,0,19.7,0,0,0,0,2009-04-15T00:00:03Z,2011-01-01T00:00:00Z
Institute of Geological & Nuclear Sciences Ltd.,SDP,SDP-001,WDAS,22,184,,0,12,0,0,0,0,2004-06-22T04:00:00Z,9999-01-01T00:00:00Z
Institute of Geological & Nuclear Sciences Ltd.,SDP,SDP-002,WDAS,23,274,,0,22,0,0,0,0,2004-06-22T04:00:00Z,9999-01-01T00:00:00Z
Intech,Platinum resistance thermometer,001,OT001,01,0,,0,0,0,0,0,0,2017-12-06T00:30:00Z,2019-06-30T19:50:00Z
Intech,Platinum resistance thermometer,002,TO006,01,0,,0,0,0,0,0,0,2018-08-28T00:30:00Z,2019-03-31T20:30:00Z
Intech,Platinum resistance thermometer,003,TO006,02,0,,0,0,0,0,0,0,2018-10-08T23:50:00Z,2019-03-31T20:30:00Z
Intech,Platinum resistance thermometer,004,TOUTL,03,0,,0,0,0,0,0,0,2019-03-12T03:30:00Z,9999-01-01T00:00:00Z
Kinemetrics Inc.,FBA-23,25073,WEL,20,0,,0,0,0,0,0,0,1990-10-03T03:04:00Z,2003-04-08T00:00:00Z
Kinemetrics Inc.,FBA-23,25073,WEL,21,0,,0,0,0,0,0,0,2003-04-08T00:00:01Z,2003-09-19T23:10:00Z
Kinemetrics Inc.,FBA-23,45577,KNZ,20,0,,0,0,0,0,0,0,1998-10-19T00:00:02Z,1999-12-15T22:30:00Z
Kinemetrics Inc.,FBA-23,WEL_WLN,WEL,21,0,,0,0,0,0,0,0,1990-10-03T14:20:00Z,1992-04-11T16:25:00Z
Kinemetrics Inc.,FBA-ES-T,1000,WEL,20,360,,0,0,0,0,0,0,2003-04-08T00:00:01Z,2003-08-14T02:00:00Z
Kinemetrics Inc.,FBA-ES-T,1000,WEL,20,0,,0,0,0,0,0,0,2003-08-14T02:00:01Z,2016-12-19T21:00:00Z
Kinemetrics Inc.,FBA-ES-T,1001,KHZ,20,0,,0,0,0,0,0,0,2003-08-06T00:00:00Z,2013-01-16T22:00:00Z
Kinemetrics Inc.,FBA-ES-T,1001,GRZ,20,0,,0,0,0,0,0,0,2017-06-01T16:01:00Z,9999-01-01T00:00:00Z
Kinemetrics Inc.,FBA-ES-T,1002,OUZ,20,0,,0,0,0,0,0,0,2003-08-26T05:00:00Z,2017-02-22T23:05:00Z
Kinemetrics Inc.,FBA-ES-T,1003,TSZ,20,0,,0,0,0,0,0,0,2004-01-26T00:00:00Z,2013-07-01T23:00:00Z
Kinemetrics Inc.,FBA-ES-T,1003,CSCS,20,0,,0,0,0,0,0,0,2013-07-23T00:00:10Z,2013-11-19T10:00:00Z
Kinemetrics Inc.,FBA-ES-T,1003,THLX,20,0,,0,0,0,0,0,0,2014-08-25T00:05:00Z,2015-03-24T00:00:00Z
