Make,Sensor,Datalogger,Serial,Station,Location,Azimuth,Method,Dip,Depth,Start Date,End Date
Canterbury Seismic Instruments,CUSPM,CUSPM,11003,AVAB,23,240,,0,-10.845,2007-11-05T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11004,AVAB,25,240,,0,-4.525,2007-11-05T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11005,AVAB,26,330,,0,1.588,2007-11-05T00:00:00Z,2008-02-05T02:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11006,AVAB,24,240,,0,-11.549,2007-11-05T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11007,AVAB,27,240,,0,1.588,2007-11-05T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11008,AVAB,29,0,,0,1.228,2007-11-05T00:00:00Z,2016-11-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11009,AVAB,2A,0,,0,0,2008-01-29T03:40:01Z,2016-11-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11011,CPLB,21,334,,0,0.2,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11012,AVAB,26,240,,0,1.588,2008-02-05T02:10:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11014,CPLB,23,307,,0,-0.8,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11019,CPLB,24,307,,0,-3.45,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11020,CPLB,25,307,,0,-7.31,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11021,WHSB,28,347,,0,-11.35,2009-04-15T00:00:04Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11022,WHSB,29,77,,0,-11.35,2009-04-15T00:00:04Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11025,VUWB,23,23,,0,-6,2009-04-15T00:01:00Z,2023-11-26T21:04:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11026,VUWB,24,23,,0,-9,2009-04-15T00:00:04Z,2023-11-26T21:04:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11027,VUWB,25,23,,0,-16,2009-04-15T00:00:03Z,2023-11-26T21:04:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11028,VUWB,26,23,,0,-19,2009-04-15T00:00:03Z,2023-11-26T21:04:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11030,VUWB,27,23,,0,-22,2009-04-15T00:00:03Z,2023-11-26T21:04:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11032,VUWB,28,23,,0,-22,2009-04-15T00:01:00Z,2023-11-26T21:04:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11036,VUWB,29,23,,0,-25,2009-04-15T00:00:04Z,2023-11-26T21:04:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11038,CPLB,22,37,,0,-0.8,2010-07-01T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11039,CPLB,26,307,,0,-11.12,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11040,CPLB,27,37,,0,-11.57,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11041,WHSB,21,257,,0,-0.35,2009-04-15T00:00:03Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11042,WHSB,22,257,,0,-2.57,2009-04-15T00:00:03Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11043,WHSB,23,257,,0,-0.365,2009-04-15T00:00:04Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11044,WHSB,24,257,,0,-2.73,2009-04-15T00:00:04Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11045,VUWB,2A,23,,0,-28,2009-04-15T00:00:03Z,2023-11-26T21:04:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11046,VUWB,21,23,,0,0,2009-04-15T00:01:00Z,2023-11-26T21:04:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11047,VUWB,22,113,,0,-3,2009-04-15T00:01:00Z,2023-11-26T21:04:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11048,VUWB,2B,23,,0,-28,2009-04-15T00:00:03Z,2023-11-26T21:04:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11049,VUWB,2C,23,,0,-28,2009-04-15T00:00:03Z,2023-11-26T21:04:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11050,CPLB,28,307,,0,-14.97,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11051,CPLB,29,37,,0,-18.88,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11053,WHSB,25,167,,0,-0.365,2009-04-15T00:00:04Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11054,WHSB,26,167,,0,-2.71,2009-04-15T00:00:04Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11055,WHSB,27,257,,0,-2.38,2009-04-15T00:00:04Z,2016-11-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11056,CPLB,2A,37,,0,-19.25,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11057,WHSB,2A,167,,0,-15.7,2009-04-15T00:00:04Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11058,WHSB,2B,167,,0,-19.9,2009-04-15T00:00:04Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11059,WHSB,2C,167,,0,-24.1,2009-04-15T00:00:04Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11060,WHSB,2D,167,,0,-28.3,2009-04-15T00:00:04Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11061,WHSB,2E,77,,0,-28.3,2009-04-15T00:00:04Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11062,WHSB,2F,167,,0,-28.3,2009-04-15T00:00:04Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11063,WHSB,2G,77,,0,-28.3,2009-04-15T00:00:04Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11064,CPLB,2B,307,,0,-19.12,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11066,CPLB,2C,37,,0,-19.23,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11067,CPLB,2D,307,,0,-19.07,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11068,CPLB,2E,37,,0,-23.12,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,11069,CPLB,2F,37,,0,-23.5,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,13032,CPXB,27,302,,0,-24.5,2010-05-01T00:00:02Z,2020-12-14T19:55:00Z
Canterbury Seismic Instruments,CUSPM,CUSPM,13041,AVAB,28,240,,0,1.228,2007-11-05T00:00:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46491,EBFS,20,22,,0,0,2021-05-06T21:46:00Z,2023-06-15T21:28:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46491,WQAB,21,10,,0,0,2024-05-22T02:22:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46492,BOWS,20,10,,0,0,2020-11-09T01:15:00Z,2021-05-05T03:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46492,HORC,20,18,,0,0,2021-10-14T01:45:00Z,2023-10-18T00:37:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46492,LIRS,20,24,,0,0,2024-04-18T03:38:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46493,DORC,20,340,,0,0,2021-04-01T02:34:00Z,2021-04-28T23:11:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46493,CSTC,20,178,,0,0,2021-10-14T01:48:00Z,2024-02-29T20:53:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46493,TRAB,21,188,,0,-1.2,2025-02-17T23:28:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46494,EBFS,20,22,,0,0,2021-02-25T23:48:00Z,2021-05-06T21:40:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46494,MJCB,21,23,,0,7.5,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46495,MJCB,22,23,,0,7.5,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46496,ROLC,20,150,,0,0,2021-05-27T22:20:00Z,2023-07-02T14:01:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46496,PPHS,21,0,,0,0,2025-05-15T00:36:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46497,LRSC,20,221,,0,0,2021-09-21T04:16:00Z,2023-11-28T23:31:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46497,HHSS,21,49,,0,0,2025-06-02T22:36:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46498,PEEC,20,259,,0,0,2021-03-31T23:09:00Z,2021-04-28T21:44:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46499,SWNC,20,294,,0,0,2020-12-14T02:00:00Z,2021-04-28T02:19:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46499,WNPS,20,7,,0,0,2023-06-21T00:01:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46500,KPOC,20,15,,0,0,2020-12-13T23:06:00Z,2021-04-27T00:07:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46500,GRAS,21,0,,0,0,2021-05-13T01:08:00Z,2023-06-27T22:35:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46501,CULC,20,203,,0,0,2020-12-14T21:29:00Z,2021-04-27T22:55:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46502,LSRC,20,255,,0,0,2020-12-15T00:20:00Z,2021-04-27T21:56:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46502,GRAS,20,0,,0,0,2021-05-13T01:08:00Z,2023-06-27T21:35:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46502,WQAB,2C,10,,0,0,2024-05-22T02:22:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46503,AMBC,20,266,,0,0,2020-12-15T02:00:00Z,2021-04-27T23:58:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46503,ROTS,20,90,,0,0,2023-05-18T22:47:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46504,SMTC,20,0,,0,0,2021-03-25T22:38:00Z,2021-04-27T01:32:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46504,LSRC,20,255,,0,0,2024-01-24T19:31:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46505,SACS,20,15,,0,0,2021-03-25T00:22:00Z,2021-04-27T02:14:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46505,MPSS,20,193,,0,0,2021-05-13T01:08:00Z,2022-04-14T02:41:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46505,MPSS,21,145,google earth,0,0,2022-04-14T02:44:00Z,2023-10-29T20:49:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46506,CCCC,20,334,,0,0,2021-11-24T21:14:00Z,2023-11-02T02:44:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46506,TRAB,22,188,,0,-1.25,2025-02-17T23:28:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46507,SBRC,20,330,,0,0,2021-05-28T01:40:00Z,2023-11-01T00:07:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46507,TPLC,21,333,,0,0,2024-06-25T21:59:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46508,HVSC,20,116,,0,0,2021-03-29T00:04:00Z,2021-04-27T20:07:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46508,GRAS,22,0,,0,0,2021-05-13T01:08:00Z,2023-06-27T22:17:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46508,TRAB,23,188,,0,-5.9,2025-04-09T23:28:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46522,LSRC,20,255,,0,0,2021-04-27T22:00:00Z,2023-12-17T12:31:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46522,TRAB,24,188,,0,0,2025-02-17T23:28:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46523,KPOC,20,15,,0,0,2021-04-27T00:17:00Z,2023-10-19T19:51:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46523,WQAB,2D,10,,0,0,2024-05-22T02:22:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46524,SWNC,20,294,,0,0,2021-04-28T02:30:00Z,2023-10-18T21:24:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46524,WQAB,2E,10,,0,0,2024-05-22T02:22:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46525,AMBC,20,266,,0,0,2021-04-28T00:04:00Z,2023-10-31T01:20:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46525,WQAB,2F,10,,0,0,2024-05-22T02:22:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46526,SACS,20,15,,0,0,2021-04-27T02:23:00Z,2023-10-30T00:34:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46526,WQAB,2G,10,,0,0,2024-05-22T02:22:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46527,PEEC,20,259,,0,0,2021-04-28T21:50:00Z,2023-11-29T21:23:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46527,TRAB,25,188,,0,-6.25,2025-04-09T23:28:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46528,NBSS,21,43,,0,0,2022-03-18T04:22:00Z,2023-11-14T23:20:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46528,TRAB,26,188,,0,0,2025-02-17T23:28:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46529,HVSC,20,116,,0,0,2021-04-27T20:16:00Z,2022-03-31T22:31:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46529,BOWS,20,10,,0,0,2022-10-17T22:04:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46530,CULC,20,203,,0,0,2021-04-27T23:01:00Z,2023-10-30T22:06:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46530,TRAB,27,188,,0,-1.7,2025-02-17T23:28:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46531,SMTC,20,0,,0,0,2021-04-27T01:41:00Z,2024-02-29T22:03:30Z
Canterbury Seismic Instruments,EQR120,EQR120,46531,WQAB,2B,10,,0,0,2024-05-22T02:22:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46532,DORC,20,340,,0,0,2021-04-28T23:17:00Z,2023-11-28T20:26:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46532,TRAB,28,188,,0,0,2025-04-09T23:28:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46533,LRSC,20,221,,0,0,2023-11-29T00:41:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46534,MPSS,21,145,,0,0,2023-10-29T22:53:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46535,BOWS,20,10,,0,0,2021-05-05T03:07:00Z,2022-10-17T21:37:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46535,MSMC,20,29,,0,0,2023-11-30T01:40:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46536,KOWC,20,162,,0,0,2021-05-26T20:51:00Z,2023-10-18T03:31:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46536,TROB,21,157,,0,-0.5,2025-03-05T00:58:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46537,MSMC,20,29,,0,0,2021-09-21T04:11:00Z,2023-11-30T00:36:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46537,TROB,22,157,,0,0,2025-03-05T00:58:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46538,PEEC,20,259,,0,0,2023-11-29T22:53:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46539,ROLC,20,150,,0,0,2023-10-31T22:17:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46540,HVSC,20,116,,0,0,2022-03-31T22:39:00Z,2023-11-26T21:14:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46540,HLBS,20,230,,0,0,2024-06-14T03:53:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46541,JSCB,21,252,,0,-0.3,2022-06-23T01:55:00Z,2024-02-29T02:25:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46541,TROB,23,157,,0,-5.6,2025-04-14T23:42:09Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46542,JSCB,22,252,,0,-2.5,2022-06-23T01:55:00Z,2024-02-29T02:57:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46542,TROB,24,157,,0,-4.6,2025-04-14T23:42:09Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46543,JSCB,23,252,,0,-2.5,2022-06-23T01:55:00Z,2024-02-29T02:48:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46543,TROB,25,157,,0,-6.2,2025-04-14T23:42:09Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46571,JSCB,21,252,,0,-0.3,2024-02-29T02:42:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46594,CPFS,21,49,,0,0,2023-02-10T01:10:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46595,MKVS,20,132,,0,0,2023-01-12T23:45:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46596,PVCS,20,23,,0,0,2023-01-13T01:55:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46597,WNKS,20,149,,0,0,2023-01-12T20:59:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46598,MJCB,23,23,,0,5.5,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46599,SACS,20,15,,0,0,2023-10-30T01:41:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46600,MJCB,24,23,,0,5,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46601,MJCB,25,23,,0,-2.5,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46603,MJCB,26,23,,0,-14,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46604,MJCB,27,23,,0,-33,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46605,MJCB,28,23,,0,-51,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46607,MJCB,29,23,,0,-51,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46608,JSCB,22,252,,0,-2.5,2024-02-29T03:06:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46609,MJCB,2A,23,,0,-66,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46610,FAHS,21,194,,0,0,2023-12-13T20:44:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46611,MJCB,2B,23,,0,-92.5,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46612,MJCB,2C,23,,0,-92.5,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46613,MJCB,2D,23,,0,-92.5,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46614,MJCB,2E,23,,0,-92.5,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46615,MJCB,2F,23,,0,-98,2023-05-25T03:15:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46617,HOCS,20,0,,0,0,2023-07-10T23:10:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46618,MENS,20,0,,0,0,2023-06-30T03:08:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46619,JSCB,23,252,,0,-2.5,2024-02-29T02:57:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46621,PTOS,20,187,,0,0,2023-02-01T01:21:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46622,GRAS,20,0,,0,0,2023-07-03T23:29:00Z,2024-10-21T03:20:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46622,GRAS,20,50,,0,0,2024-10-21T03:30:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46623,GRAS,21,0,,0,0,2023-07-03T23:29:00Z,2023-11-25T04:46:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46623,GRAS,23,0,,0,0,2024-06-21T04:15:00Z,2024-10-21T03:20:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46623,GRAS,23,50,,0,0,2024-10-21T03:30:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46624,GRAS,22,0,,0,0,2023-07-03T23:29:00Z,2023-10-13T14:17:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46624,GRAS,24,0,,0,0,2024-06-21T04:15:00Z,2024-10-21T03:20:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46624,GRAS,24,50,,0,0,2024-10-21T03:30:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46625,EKTS,20,87,,0,0,2023-02-20T23:14:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46626,SBRC,20,330,,0,0,2023-11-01T01:07:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46627,NBSS,21,43,,0,0,2023-11-15T01:13:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46628,SMTC,20,0,,0,0,2024-02-29T22:04:20Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46629,SWNC,20,294,,0,0,2023-10-18T22:07:00Z,2024-06-28T06:37:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46631,TMBS,20,99,,0,0,2022-12-01T19:48:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46647,AMBC,20,266,,0,0,2023-10-31T02:03:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46648,CULC,20,203,,0,0,2023-10-30T23:19:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46649,CCCC,20,334,,0,0,2023-11-02T03:29:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46650,CSTC,20,178,,0,0,2024-02-29T21:01:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46651,DORC,20,340,,0,0,2023-11-28T21:23:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46652,EBFS,20,22,,0,0,2024-03-01T00:19:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46653,HVSC,20,116,,0,0,2023-11-26T22:43:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46654,HORC,20,18,,0,0,2023-10-18T01:45:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46655,KPOC,20,15,,0,0,2023-11-02T20:58:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46656,KOWC,20,162,,0,0,2023-10-18T03:39:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46657,AKLS,20,130,,0,0,2023-06-23T01:07:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46658,MAGS,21,311,,0,0,2023-06-21T22:32:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46660,HAFS,21,0,,0,0,2023-07-04T21:33:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46661,PHHS,20,40,,0,0,2023-11-14T21:47:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46662,WANS,20,198,,0,0,2023-09-06T00:14:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46663,HWHS,21,16,,0,0,2024-04-18T01:08:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46664,PRPC,20,180,,0,0,2023-10-19T22:03:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46665,OHSS,20,0,,0,0,2024-06-17T22:55:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46666,TROB,27,157,,0,-0.5,2025-03-05T00:58:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46667,TROB,28,157,,0,0,2025-03-05T00:58:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46668,STAS,20,180,,0,0,2023-10-19T06:12:00Z,9999-01-01T00:00:00Z
Canterbury Seismic Instruments,EQR120,EQR120,46669,HALS,21,272,,0,0,2023-10-19T02:10:00Z,9999-01-01T00:00:00Z
