Make,Sensor,Datalogger,Serial,Station,Location,Azimuth,Method,Dip,Depth,Start Date,End Date
Physics and Engineering Laboratory DSIR,MO2,MO2,0376,106A,20,0,,0,0,1980-07-21T00:00:00Z,1980-09-21T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2,MO2,0376,106A,20,338,,0,0,1980-09-21T00:00:00Z,1981-04-08T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2,MO2,0376,106A,20,338,,0,0,1981-04-08T00:00:00Z,1983-04-19T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2,MO2,0376,902A,20,272,,0,0,1983-06-30T00:00:00Z,1983-11-14T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2,MO2,0377,085B,20,353,,0,0,1980-11-01T00:00:00Z,1987-03-07T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2,MO2,0378,922B,20,80,,0,0,1981-05-26T00:00:00Z,2003-01-15T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2,MO2,DUMMY_002A,002A,20,0,,0,0,1968-05-24T00:00:00Z,1968-07-23T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2,MO2,DUMMY_003A,003A,20,0,,0,0,1968-05-24T00:00:00Z,1968-07-23T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2,MO2,DUMMY_007A,007A,20,70,,0,0,1970-09-10T00:00:00Z,1973-01-25T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2,MO2,DUMMY_007A,007A,20,70,,0,0,1973-09-17T00:00:00Z,1976-11-30T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2,MO2,DUMMY_088B,088B,20,270,,0,0,1996-06-17T00:00:00Z,1996-08-17T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0379,111A,20,138,,0,0,1982-08-05T00:00:00Z,1983-04-22T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0379,111B,20,55,,0,0,1983-04-22T00:00:00Z,1991-09-16T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0379,801D,20,108,,0,0,1991-09-18T00:00:00Z,2002-07-03T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0380,093A,20,89,,0,0,1982-05-28T00:00:00Z,1987-02-20T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0380,936A,20,20,,0,0,1987-08-13T00:00:00Z,1991-04-03T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0380,087A,20,310,,0,0,1992-01-22T00:00:00Z,1995-05-30T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0380,049A,20,113,,0,0,1995-10-25T00:00:00Z,2001-08-27T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0381,924D,20,128,,0,0,1982-07-28T00:00:00Z,2000-11-23T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0382,032A,20,131,,0,0,1983-10-10T00:00:00Z,1991-07-29T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0382,032A,20,131,,0,0,1991-07-29T00:00:00Z,2005-06-23T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0383,924E,20,308,,0,0,1982-09-02T00:00:00Z,2000-11-23T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0384,112A,20,166,,0,0,1982-09-18T00:00:00Z,1983-05-28T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0384,112A,20,166,,0,0,1983-05-28T00:00:00Z,1988-03-12T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0384,112A,20,166,,0,0,1988-03-12T00:00:00Z,1995-03-01T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0384,112B,20,161,,0,0,1995-04-09T00:00:00Z,2003-01-09T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0385,113A,20,40,,0,0,1982-10-15T00:00:00Z,2001-06-14T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0386,924A,20,308,,0,0,1982-10-28T00:00:00Z,1983-08-30T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0386,924A,20,308,,0,0,1983-08-30T00:00:00Z,1987-05-04T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0386,924A,20,308,,0,0,1987-05-04T00:00:00Z,1991-05-23T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0386,924A,20,308,,0,0,1991-05-23T00:00:00Z,2000-11-23T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0387,119A,20,284,,0,0,1983-07-04T00:00:00Z,1986-12-16T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0387,933A,20,59,,0,0,1987-03-09T00:00:00Z,1990-05-22T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0387,128A,20,327,,0,0,1990-05-25T00:00:00Z,1995-01-27T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0387,097A,20,252,,0,0,1995-04-05T00:00:00Z,2002-02-25T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0388,924B,20,0,,0,0,1982-07-28T00:00:00Z,1987-05-04T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0388,924B,20,308,,0,0,1987-05-04T00:00:00Z,1988-09-19T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0388,940A,20,132,,0,0,1988-10-31T00:00:00Z,2004-03-22T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0388,502A,20,212,,0,0,2004-03-24T00:00:00Z,2006-10-10T01:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0389,120A,20,12,,0,0,1983-07-20T00:00:00Z,1993-07-19T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0389,120B,20,12,,0,0,1993-07-19T00:00:00Z,1999-06-04T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0389,806A,20,270,,0,0,2000-06-19T00:00:01Z,2006-07-26T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0390,125D,20,287,,0,0,1985-09-15T00:00:00Z,1988-03-05T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0390,110C,20,223,,0,0,1988-04-15T00:00:00Z,2001-12-03T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0391,125A,20,17,,0,0,1985-09-15T00:00:00Z,1997-06-16T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0391,806A,20,270,,0,0,1999-06-15T00:00:00Z,2000-06-19T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0392,125C,20,287,,0,0,1986-02-15T00:00:00Z,1994-02-19T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0392,125C,20,287,,0,0,1994-05-12T00:00:00Z,2001-04-09T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0393,117A,20,89,,0,0,1983-04-21T00:00:00Z,1999-06-16T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0394,125B,20,287,,0,0,1985-04-24T00:00:00Z,1987-06-05T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0394,027D,20,228,,0,0,1987-07-15T00:00:00Z,1988-04-12T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0394,027E,20,245,,0,0,1988-04-12T00:00:00Z,1994-12-06T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0394,085D,20,353,,0,0,1994-12-10T00:00:00Z,1995-01-23T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0394,034A,20,50,,0,0,1995-03-11T00:00:00Z,1995-08-07T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0394,035A,20,60,,0,0,1995-08-07T00:00:00Z,1996-04-15T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0394,035A,20,60,,0,0,1996-04-15T00:00:00Z,2001-06-11T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0395,116A,20,291,,0,0,1983-03-15T00:00:00Z,1991-09-26T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0396,064A,20,98,,0,0,1983-05-21T00:00:00Z,1994-02-19T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0396,064A,20,98,,0,0,1994-02-19T00:00:00Z,2002-07-03T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0397,115A,20,28,,0,0,1983-02-08T00:00:00Z,2002-10-10T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0398,118C,20,20,,0,0,1984-02-13T00:00:00Z,2004-03-20T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0399,118B,20,299,,0,0,1983-05-23T00:00:00Z,1984-02-13T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0399,118B,20,299,,0,0,1984-02-13T00:00:00Z,2004-03-20T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0401,106A,20,248,,0,0,1983-04-19T00:00:00Z,1993-05-10T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0401,106A,20,248,,0,0,1993-05-10T00:00:00Z,1994-02-01T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0401,096A,20,5,,0,0,1994-04-13T00:00:00Z,2002-08-21T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0402,118A,20,62,,0,0,1983-05-23T00:00:00Z,1984-02-13T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0402,118A,20,62,,0,0,1984-02-13T00:00:00Z,1992-02-08T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0402,118A,20,62,,0,0,1992-02-08T00:00:00Z,2004-03-20T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0403,019B,20,189,,0,0,1983-07-04T00:00:00Z,1983-09-16T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0403,924C,20,0,,0,0,1983-11-22T00:00:00Z,1987-05-04T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0403,924C,20,308,,0,0,1987-05-04T00:00:00Z,2000-11-23T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0404,503C,20,135,,0,0,1984-02-10T00:00:00Z,1984-05-28T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0404,503C,20,135,,0,0,1984-05-28T00:00:00Z,2004-03-25T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0404,503C,20,135,,0,0,2004-03-25T00:00:00Z,2006-09-15T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0405,503B,20,135,,0,0,1984-02-10T00:00:00Z,1986-10-15T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0405,503B,20,135,,0,0,1986-10-15T00:00:00Z,2004-03-25T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0405,503B,20,135,,0,0,2004-03-25T00:00:00Z,2006-09-15T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0406,503A,20,135,,0,0,1984-02-10T00:00:00Z,1986-10-15T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0406,093A,20,89,,0,0,1987-02-20T00:00:00Z,1989-03-04T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0406,093A,20,89,,0,0,1989-03-04T00:00:00Z,1992-06-19T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0406,100B,20,0,,0,0,1993-12-07T00:00:00Z,1996-12-06T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0406,100B,20,0,,0,0,1996-12-06T00:00:00Z,2001-06-14T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0407,121A,20,317,,0,0,1983-10-03T00:00:00Z,1984-02-17T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0407,121A,20,317,,0,0,1984-02-17T00:00:00Z,1993-06-21T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0407,070A,20,321,,0,0,1994-02-21T00:00:00Z,2002-02-13T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0408,114A,20,327,,0,0,1984-07-30T00:00:00Z,1991-05-17T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0408,114B,20,230,,0,0,1991-05-17T00:00:00Z,1993-05-31T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0408,114C,20,55,,0,0,1993-05-31T00:00:00Z,2003-07-07T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0408,102A,20,289,,0,0,2003-07-09T00:00:00Z,2005-02-07T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0409,124A,20,20,,0,0,1984-10-31T00:00:00Z,1986-11-11T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0409,085A,20,353,,0,0,1987-03-26T00:00:00Z,1988-02-04T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0409,125D,20,287,,0,0,1988-03-05T00:00:00Z,1990-02-23T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0409,125D,20,287,,0,0,1990-02-23T00:00:00Z,2001-04-09T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0410,104A,20,267,,0,0,1984-05-22T00:00:00Z,1987-02-18T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0410,104A,20,267,,0,0,1987-02-18T00:00:00Z,1990-06-27T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0410,104A,20,337,,0,0,1990-06-27T00:00:00Z,1991-02-27T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0410,104A,20,83,,0,0,1991-02-27T00:00:00Z,2002-02-28T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0411,123B,20,318,,0,0,1985-12-17T00:00:00Z,1993-03-23T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0411,123B,20,318,,0,0,1993-03-23T00:00:00Z,1994-10-11T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0411,946B,20,93,,0,0,1996-02-17T00:00:00Z,2002-06-15T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0412,123A,20,50,,0,0,1985-05-03T00:00:00Z,1988-03-30T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0412,123A,20,50,,0,0,1988-03-30T00:00:00Z,2008-12-31T23:59:59Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0413,608A,20,291,,0,0,1986-05-14T00:00:00Z,1999-05-26T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0413,703A,20,90,,0,0,2000-06-21T00:00:00Z,2003-12-03T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0414,130A,20,119,,0,0,1985-08-20T00:00:00Z,1997-03-05T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0414,130A,20,119,,0,0,1997-03-05T00:00:00Z,2002-10-13T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0415,903C,20,200,,0,0,1988-11-12T00:00:00Z,1993-03-24T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0415,087C,20,310,,0,0,1993-07-09T00:00:00Z,2001-04-04T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0417,085B,20,353,,0,0,1987-03-07T00:00:00Z,1988-02-03T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0417,502D,20,32,,0,0,1988-03-03T00:00:00Z,2004-03-24T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0417,502D,20,32,,0,0,2004-03-24T00:00:00Z,2006-10-10T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0418,930A,20,40,,0,0,1987-03-03T00:00:00Z,1995-01-23T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0418,929A,20,102,,0,0,1995-01-23T00:00:00Z,2003-12-04T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0419,125B,20,287,,0,0,1987-06-05T00:00:00Z,1990-02-23T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0419,081B,20,160,,0,0,1990-05-21T00:00:00Z,1995-04-02T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0419,081C,20,320,,0,0,1995-05-19T00:00:00Z,2002-09-06T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0420,121C,20,61,,0,0,1989-06-28T00:00:00Z,1992-02-11T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0420,914B,20,20,,0,0,1992-05-13T00:00:00Z,2003-07-14T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0421,108A,20,275,,0,0,1989-06-26T00:00:00Z,1990-02-26T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0421,108A,20,275,,0,0,1990-02-26T00:00:00Z,2001-02-21T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0422,121B,20,61,,0,0,1989-06-28T00:00:00Z,1989-07-18T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0422,121B,20,61,,0,0,1990-02-28T00:00:00Z,1992-02-11T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0422,121B,20,61,,0,0,1992-02-11T00:00:00Z,1992-10-13T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0422,057C,20,131,,0,0,1993-03-05T00:00:00Z,1995-06-28T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0422,057C,20,131,,0,0,1995-06-28T00:00:00Z,2001-11-12T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0423,085A,20,353,,0,0,1989-09-19T00:00:00Z,1992-03-22T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0423,085A,20,353,,0,0,1992-03-22T00:00:00Z,1996-12-08T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0423,906B,20,8,,0,0,2000-08-24T00:00:00Z,2014-07-15T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0424,085E,20,353,,0,0,1989-09-19T00:00:00Z,1993-07-24T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0424,085E,20,353,,0,0,1993-07-24T00:00:00Z,1993-09-14T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0424,085C,20,353,,0,0,1994-04-17T00:00:00Z,1996-12-08T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0424,123B,20,318,,0,0,2000-09-11T00:00:00Z,2001-09-27T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0424,123B,20,318,,0,0,2001-09-27T00:00:00Z,2007-12-31T23:59:59Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0425,048D,20,275,,0,0,1989-11-26T00:00:00Z,2002-10-24T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0426,096A,20,5,,0,0,1989-08-10T00:00:00Z,1994-04-13T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0426,099A,20,91,,0,0,1994-09-14T00:00:00Z,1997-02-05T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0426,099B,20,271,,0,0,1997-03-15T00:00:00Z,1997-08-21T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0427,051B,20,350,,0,0,1989-11-15T00:00:00Z,1991-10-10T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0427,055A,20,86,,0,0,1991-10-11T00:00:00Z,2002-04-19T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0428,301A,20,240,,0,0,1989-12-14T00:00:00Z,2003-06-27T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0429,034A,20,50,,0,0,1990-05-14T00:00:00Z,1995-03-11T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0429,906A,20,8,,0,0,1995-04-27T00:00:00Z,2014-07-15T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0430,101A,20,315,,0,0,1990-05-04T00:00:00Z,1990-08-21T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0430,098A,20,149,,0,0,1990-11-29T00:00:00Z,1991-07-29T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0431,078A,20,329,,0,0,1990-06-29T00:00:00Z,1993-03-05T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0431,085D,20,353,,0,0,1993-07-24T00:00:00Z,1993-09-14T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0431,085E,20,353,,0,0,1993-09-14T00:00:00Z,1996-12-08T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0432,806C,20,36,,0,0,1990-05-23T00:00:00Z,2006-09-21T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0433,090A,20,101,,0,0,1990-06-27T00:00:00Z,1991-02-28T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0433,090A,20,277,,0,0,1991-02-28T00:00:00Z,1994-07-28T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0433,090A,20,277,,0,0,1994-07-28T00:00:00Z,2001-08-24T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0434,057B,20,216,,0,0,1990-06-28T00:00:00Z,1992-06-19T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0434,121A,20,317,,0,0,1993-06-21T00:00:00Z,2004-06-02T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0435,101A,20,315,,0,0,1990-08-21T00:00:00Z,1991-08-20T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0435,101A,20,315,,0,0,1991-08-20T00:00:00Z,1992-08-04T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0435,101A,20,315,,0,0,1992-08-04T00:00:00Z,2001-02-15T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0436,070A,20,231,,0,0,1990-10-06T00:00:00Z,1992-10-10T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0436,007B,20,338,,0,0,1993-01-19T00:00:00Z,2002-09-02T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0437,913A,20,22,,0,0,1990-08-09T00:00:00Z,2002-12-12T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0437,902C,20,272,,0,0,2003-04-10T00:00:00Z,2006-09-21T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0438,019C,20,193,,0,0,1991-09-16T00:00:00Z,1999-06-15T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0438,903D,20,110,,0,0,2001-09-29T00:00:00Z,2004-11-09T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0439,100A,20,88,,0,0,1991-08-02T00:00:00Z,1993-12-07T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0439,906A,20,8,,0,0,1994-01-14T00:00:00Z,1995-04-27T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0439,506B,20,137,,0,0,1995-06-21T00:00:00Z,2002-06-10T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0440,936A,20,20,,0,0,1991-04-03T00:00:00Z,2001-09-14T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0441,906A,20,8,,0,0,1991-04-16T00:00:00Z,1994-01-14T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0441,942A,20,50,,0,0,1994-02-18T00:00:00Z,2004-03-24T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0442,644B,20,295,,0,0,1991-01-10T00:00:00Z,1991-03-25T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0442,121C,20,61,,0,0,1992-02-11T00:00:00Z,2004-04-26T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0443,934B,20,248,,0,0,1991-01-28T00:00:00Z,1992-06-30T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0443,934B,20,248,,0,0,1992-06-30T00:00:00Z,2001-09-29T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0444,906C,20,8,,0,0,1991-04-16T00:00:00Z,2014-07-15T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0445,093A,20,89,,0,0,1992-06-19T00:00:00Z,2001-08-20T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0446,644A,20,295,,0,0,1991-01-10T00:00:00Z,1991-03-25T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0500,098A,20,149,,0,0,1980-10-28T00:00:00Z,1980-10-29T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0500,098A,20,149,,0,0,1980-10-29T00:00:00Z,1981-06-10T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0500,098A,20,149,,0,0,1981-06-15T00:00:00Z,1990-11-29T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0500,933A,20,59,,0,0,1991-01-29T00:00:00Z,2002-09-02T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0501,024A,20,248,,0,0,1981-04-08T00:00:00Z,1988-08-15T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0501,100A,20,88,,0,0,1988-12-13T00:00:00Z,1991-08-02T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0501,121B,20,61,,0,0,1992-10-13T00:00:00Z,2004-06-02T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0502,083A,20,115,,0,0,1981-09-23T00:00:00Z,2004-03-18T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0503,020A,20,212,,0,0,1981-06-17T00:00:00Z,1984-10-30T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0503,020A,20,212,,0,0,1984-10-30T00:00:00Z,1991-08-01T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0503,020A,20,212,,0,0,1991-08-01T00:00:00Z,1992-12-03T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0503,020B,20,301,,0,0,1992-12-03T00:00:00Z,1999-04-28T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0504,085E,20,353,,0,0,1981-06-20T00:00:00Z,1987-03-08T00:00:00Z
Physics and Engineering Laboratory DSIR,MO2A,MO2A,0504,085D,20,353,,0,0,1987-03-08T00:00:00Z,1988-01-03T00:00:00Z
