Station,Location,Band,Source,Sampling Rate,Axial,Reversed,Triggered,Start Date,End Date
MXZ,21,B,N,50,false,false,false,2011-08-18T00:30:00Z,2020-06-16T00:00:00Z
MXZ,21,H,N,200,false,false,true,2011-08-18T00:30:00Z,2020-02-08T23:59:00Z
MXZ,21,H,N,200,false,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
MYRZ,10,E,H,100,false,false,false,2006-02-13T00:00:01Z,9999-01-01T00:00:00Z
NA002,01,,,-600,false,false,false,2021-05-06T04:00:00Z,9999-01-01T00:00:00Z
NA002,02,,,-600,false,false,false,2021-05-06T04:00:00Z,9999-01-01T00:00:00Z
NA002,03,,,-600,false,false,false,2021-05-06T04:00:00Z,9999-01-01T00:00:00Z
NA002,04,,,-600,false,false,false,2024-03-21T02:10:00Z,9999-01-01T00:00:00Z
NA002,05,,,-600,false,false,false,2024-03-21T02:10:00Z,9999-01-01T00:00:00Z
NA002,06,,,-600,false,false,false,2024-03-21T02:10:00Z,9999-01-01T00:00:00Z
NA002,07,,,-600,false,false,false,2024-03-21T02:10:00Z,9999-01-01T00:00:00Z
NAAF,10,S,H,50,false,false,true,1993-08-14T23:24:00Z,1993-08-17T17:55:00Z
NAAS,20,B,N,50,true,false,false,2012-10-10T02:00:00Z,2020-06-16T00:00:00Z
NAAS,20,H,N,200,true,false,true,2012-10-10T02:00:00Z,9999-01-01T00:00:00Z
NADF,10,S,H,50,false,false,true,1993-03-21T06:46:00Z,1993-06-19T15:05:00Z
NAMS,20,H,N,200,true,false,true,2002-04-22T00:00:00Z,2011-04-28T04:00:00Z
NAPT,40,L,T,1,false,false,false,2007-09-26T00:00:00Z,9999-01-01T00:00:00Z
NAPT,40,B,T,10,false,false,false,2007-09-26T00:00:00Z,9999-01-01T00:00:00Z
NAPT,41,L,T,1,false,false,false,2007-09-26T00:00:00Z,9999-01-01T00:00:00Z
NAPT,41,B,T,10,false,false,false,2007-09-26T00:00:00Z,9999-01-01T00:00:00Z
NBEZ,10,E,H,100,true,false,false,2012-10-16T00:01:00Z,9999-01-01T00:00:00Z
NBLC,20,B,N,50,true,false,false,2016-06-16T01:43:05Z,2020-06-16T00:00:00Z
NBLC,20,H,N,200,true,false,true,2008-05-08T03:39:34Z,2020-06-25T23:20:00Z
NBLC,21,H,N,200,true,false,false,2020-07-08T03:06:00Z,9999-01-01T00:00:00Z
NBRT,40,L,T,1,false,false,false,2021-05-14T02:07:00Z,9999-01-01T00:00:00Z
NBRT,40,B,T,10,false,false,false,2021-05-14T02:07:00Z,9999-01-01T00:00:00Z
NBRT,41,L,T,1,false,false,false,2021-05-14T02:07:00Z,9999-01-01T00:00:00Z
NBRT,41,B,T,10,false,false,false,2021-05-14T02:07:00Z,9999-01-01T00:00:00Z
NBSS,20,B,N,50,true,false,false,2011-06-21T00:00:10Z,2020-06-16T00:00:00Z
NBSS,20,H,N,200,true,false,true,2011-06-21T00:00:10Z,2020-12-08T01:25:00Z
NBSS,21,H,N,200,true,false,false,2022-03-18T04:22:00Z,9999-01-01T00:00:00Z
NCBS,20,B,N,50,true,false,false,2015-06-02T01:45:10Z,2020-06-16T00:00:00Z
NCBS,20,H,N,200,true,false,true,2002-10-07T03:00:00Z,9999-01-01T00:00:00Z
NCDS,20,B,N,50,true,false,false,2013-07-24T01:44:02Z,2020-06-16T00:00:00Z
NCDS,20,H,N,200,true,false,true,2002-04-23T00:00:00Z,2020-02-08T23:59:59Z
NCDS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
NCHS,20,B,N,50,true,false,false,2014-08-27T00:00:10Z,2020-06-16T00:00:00Z
NCHS,20,H,N,200,true,false,true,2002-04-19T00:00:00Z,9999-01-01T00:00:00Z
NCPT,40,L,T,1,false,false,false,2008-12-23T00:00:00Z,9999-01-01T00:00:00Z
NCPT,40,B,T,10,false,false,false,2008-12-23T00:00:00Z,9999-01-01T00:00:00Z
NCPT,41,L,T,1,false,false,false,2008-12-23T00:00:00Z,9999-01-01T00:00:00Z
NCPT,41,B,T,10,false,false,false,2008-12-23T00:00:00Z,9999-01-01T00:00:00Z
NELS,20,B,N,50,true,false,false,2015-06-03T08:45:10Z,2020-06-16T00:00:00Z
NELS,20,H,N,200,true,false,true,1999-08-04T03:00:00Z,2020-02-08T23:59:59Z
NELS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
NEWS,20,B,N,50,true,false,false,2011-10-27T00:25:00Z,2020-06-16T00:00:00Z
NEWS,20,H,N,200,true,false,true,2011-10-27T00:25:00Z,2020-02-08T23:59:00Z
NEWS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
NEZ,10,,,100,true,false,false,2010-06-07T23:30:01Z,2014-03-20T00:00:00Z
NEZ,10,E,H,100,true,false,false,2010-02-21T00:00:02Z,2010-06-02T05:59:59Z
NEZ,10,E,H,100,false,false,false,2010-06-02T06:00:00Z,2010-06-07T23:30:00Z
NEZ,10,E,H,100,false,false,false,2014-03-20T00:01:00Z,2014-05-05T00:00:00Z
NEZ,10,E,H,100,false,false,false,2020-01-31T05:44:00Z,2023-02-28T22:51:00Z
NEZ,11,L,H,1,true,false,false,2024-07-31T03:44:00Z,2025-07-28T00:41:00Z
NEZ,11,E,H,100,true,false,false,2010-06-07T23:35:00Z,2020-01-30T05:08:00Z
NEZ,11,H,H,100,true,false,false,2024-07-31T03:44:00Z,2025-07-28T00:41:00Z
NEZ,12,L,H,1,true,false,false,2023-02-28T22:51:00Z,2024-07-07T01:49:00Z
NEZ,12,H,H,100,true,false,false,2023-02-28T22:51:00Z,2024-07-07T01:49:00Z
NEZ,30,L,D,1,false,false,false,2014-03-21T00:00:02Z,2024-08-29T05:55:00Z
NEZ,30,H,D,100,false,false,false,2014-03-21T00:00:02Z,2024-08-29T05:55:00Z
NEZ,31,L,D,1,false,false,false,2025-03-27T20:42:00Z,2025-07-28T00:41:00Z
NEZ,31,H,D,100,false,false,false,2025-03-27T20:42:00Z,2025-07-28T00:41:00Z
NGHS,20,B,N,50,true,false,false,2014-08-28T00:00:10Z,2020-06-16T00:00:00Z
NGHS,20,H,N,200,true,false,true,1999-08-18T01:15:00Z,9999-01-01T00:00:00Z
NGI,10,S,H,50,false,false,true,1989-08-17T01:06:00Z,1989-08-21T18:45:00Z
NGRZ,10,E,H,100,false,false,false,2011-05-11T00:05:00Z,9999-01-01T00:00:00Z
NGZ,10,L,H,1,false,false,false,2024-06-21T01:25:00Z,9999-01-01T00:00:00Z
NGZ,10,E,H,100,false,false,false,2004-03-04T23:00:00Z,2024-06-20T22:25:00Z
NGZ,10,H,H,100,false,false,false,2024-06-21T01:25:00Z,9999-01-01T00:00:00Z
NGZ,30,H,D,100,false,false,false,2014-02-25T03:00:00Z,9999-01-01T00:00:00Z
NLMS,20,B,N,50,true,false,false,2015-06-02T08:45:10Z,2020-06-16T00:00:00Z
NLMS,20,H,N,200,true,false,true,2002-10-07T23:00:00Z,2020-02-08T23:59:59Z
NLMS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
NMCM,10,S,H,50,false,false,true,1993-10-21T02:48:00Z,1994-03-04T00:18:00Z
NMEZ,10,E,H,100,false,false,false,2009-04-02T04:00:00Z,9999-01-01T00:00:00Z
NMHZ,10,E,H,100,false,false,false,2008-02-13T03:01:00Z,9999-01-01T00:00:00Z
NMIB,21,B,N,50,XYZ,false,false,2011-02-01T00:01:00Z,2019-12-16T00:00:00Z
NMIB,21,H,N,200,XYZ,false,false,2011-02-01T00:01:00Z,9999-01-01T00:00:00Z
NMIB,22,B,N,50,XYZ,false,false,2011-02-01T00:01:00Z,2019-12-16T00:00:00Z
NMIB,22,H,N,200,XYZ,false,false,2011-02-01T00:01:00Z,9999-01-01T00:00:00Z
NMIB,23,B,N,50,XYZ,false,false,2011-02-01T00:01:00Z,2019-12-16T00:00:00Z
NMIB,23,H,N,200,XYZ,false,false,2011-02-01T00:01:00Z,9999-01-01T00:00:00Z
NMIB,24,B,N,50,XYZ,false,false,2011-02-01T00:01:00Z,2019-12-16T00:00:00Z
NMIB,24,H,N,200,XYZ,false,false,2011-02-01T00:01:00Z,9999-01-01T00:00:00Z
NMIB,25,B,N,50,XYZ,false,false,2011-02-01T00:01:00Z,2019-12-16T00:00:00Z
NMIB,25,H,N,200,XYZ,false,false,2011-02-01T00:01:00Z,9999-01-01T00:00:00Z
NMIB,26,B,N,50,XYZ,false,false,2011-03-23T00:01:00Z,2019-12-16T00:00:00Z
NMIB,26,H,N,200,XYZ,false,false,2011-03-23T00:01:00Z,9999-01-01T00:00:00Z
NMIB,27,B,N,50,XYZ,false,false,2011-03-28T00:00:02Z,2019-12-16T00:00:00Z
NMIB,27,H,N,200,XYZ,false,false,2011-03-28T00:00:02Z,9999-01-01T00:00:00Z
NMIB,28,B,N,50,XYZ,false,false,2011-02-01T00:01:00Z,2019-12-16T00:00:00Z
NMIB,28,H,N,200,XYZ,false,false,2011-02-01T00:01:00Z,9999-01-01T00:00:00Z
NMIB,29,B,N,50,XYZ,false,false,2011-03-23T00:01:00Z,2019-12-16T00:00:00Z
NMIB,29,H,N,200,XYZ,false,false,2011-03-23T00:01:00Z,9999-01-01T00:00:00Z
NMIB,2A,B,N,50,XYZ,false,false,2011-02-01T00:01:00Z,2019-12-16T00:00:00Z
NMIB,2A,H,N,200,XYZ,false,false,2011-02-01T00:01:00Z,9999-01-01T00:00:00Z
NMPS,20,H,N,200,true,false,true,2001-11-27T00:00:00Z,2005-12-20T02:00:00Z
NNBS,20,B,N,50,true,false,false,2015-06-10T03:40:00Z,2020-06-16T00:00:00Z
NNBS,20,H,N,200,true,false,true,2001-11-06T01:30:00Z,2020-02-04T14:29:00Z
NNBS,20,H,N,200,true,false,false,2020-02-04T14:30:00Z,9999-01-01T00:00:00Z
NNVZ,10,E,H,100,false,false,false,2015-03-27T03:00:00Z,2020-02-24T13:15:00Z
NNZ,10,V,H,0.1,false,false,false,2003-08-12T00:00:00Z,2010-12-31T00:00:00Z
NNZ,10,L,H,1,false,false,false,2003-08-12T00:00:00Z,9999-01-01T00:00:00Z
NNZ,10,H,H,100,false,false,false,2003-08-12T00:00:00Z,9999-01-01T00:00:00Z
NNZ,20,B,N,50,false,false,false,2010-06-09T23:30:01Z,2012-01-05T23:00:00Z
NNZ,20,H,N,200,false,false,true,2003-08-12T00:00:00Z,2012-01-05T23:00:00Z
NNZ,21,B,N,50,false,false,false,2012-01-05T23:10:00Z,2020-06-16T00:00:00Z
NNZ,21,H,N,200,false,false,true,2012-01-05T23:10:00Z,2020-02-09T00:00:00Z
NNZ,21,H,N,200,false,false,false,2020-02-09T21:40:00Z,9999-01-01T00:00:00Z
NOVZ,10,E,H,100,false,false,false,2020-02-25T01:10:00Z,9999-01-01T00:00:00Z
NOVZ,30,L,D,1,false,false,false,2020-02-25T01:10:00Z,9999-01-01T00:00:00Z
NOVZ,30,H,D,100,false,false,false,2020-02-25T01:10:00Z,9999-01-01T00:00:00Z
NOZ,10,S,H,50,false,false,true,1989-04-17T07:59:00Z,2004-04-02T14:14:00Z
NPCS,20,B,N,50,true,false,false,2014-08-05T22:10:00Z,2020-06-16T00:00:00Z
NPCS,20,H,N,200,true,false,true,1999-10-17T00:00:01Z,9999-01-01T00:00:00Z
NRZ,10,S,H,50,false,false,true,1997-03-26T08:06:00Z,2003-12-16T04:24:00Z
NRZ,11,S,H,50,false,false,true,1997-03-27T15:13:00Z,2003-12-16T04:24:00Z
NRZ,12,S,H,50,false,false,true,1991-02-21T19:09:00Z,1993-07-26T13:23:00Z
NRZ,13,S,H,50,false,false,true,1993-12-14T23:52:00Z,1997-03-25T08:58:00Z
NRZ,14,S,H,50,false,false,true,1993-07-29T09:36:00Z,1997-03-18T22:51:00Z
NSBS,20,H,N,200,true,false,true,2004-06-23T04:00:00Z,2007-12-13T02:00:00Z
NSBS,21,B,N,50,true,false,false,2014-07-15T03:35:00Z,2020-06-16T00:00:00Z
NSBS,21,H,N,200,true,false,true,2007-12-15T02:38:00Z,2020-02-08T23:59:59Z
NSBS,21,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
NSDF,10,S,H,50,false,false,true,2003-08-24T05:07:00Z,2003-09-11T03:43:00Z
NSPS,20,H,N,200,true,false,true,2004-02-24T21:00:00Z,2006-01-12T00:00:00Z
NSPS,21,B,N,50,true,false,false,2014-08-27T00:00:10Z,2020-06-16T00:00:00Z
NSPS,21,H,N,200,true,false,true,2006-05-16T02:00:00Z,9999-01-01T00:00:00Z
NTVZ,10,L,H,1,false,false,false,2014-11-07T00:45:00Z,9999-01-01T00:00:00Z
NTVZ,10,H,H,100,false,false,false,2014-11-07T00:45:00Z,9999-01-01T00:00:00Z
NTVZ,30,L,D,1,false,false,false,2016-01-14T02:10:00Z,2025-08-21T23:31:00Z
NTVZ,30,H,D,100,false,false,false,2016-01-14T02:10:00Z,2025-08-21T23:31:00Z
NTVZ,31,L,D,1,false,false,false,2016-01-14T02:10:00Z,9999-01-01T00:00:00Z
NTVZ,31,H,D,100,false,false,false,2016-01-14T02:10:00Z,9999-01-01T00:00:00Z
NTVZ,32,L,D,1,false,false,false,2016-01-14T02:10:00Z,2025-02-26T21:12:00Z
NTVZ,32,H,D,100,false,false,false,2016-01-14T02:10:00Z,2025-02-26T21:12:00Z
NTVZ,33,L,D,1,false,false,false,2019-04-17T01:30:00Z,2025-02-26T21:12:00Z
NTVZ,33,H,D,100,false,false,false,2019-04-17T01:30:00Z,2025-02-26T21:12:00Z
NTVZ,34,L,D,1,false,false,false,2019-04-17T01:30:00Z,2025-02-26T21:12:00Z
NTVZ,34,H,D,100,false,false,false,2019-04-17T01:30:00Z,2025-02-26T21:12:00Z
NWEZ,10,E,H,100,false,false,false,2008-01-22T19:00:01Z,2012-10-16T00:00:00Z
NWFS,20,B,N,50,true,false,false,2014-10-31T00:10:00Z,2020-06-16T00:00:00Z
NWFS,20,H,N,200,true,false,true,2006-05-05T02:01:00Z,2020-02-08T23:59:59Z
NWFS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
NZA,40,W,T,-900,false,false,false,2019-12-21T17:00:00Z,2021-12-17T01:00:00Z
NZA,40,U,T,-15,false,false,false,2019-12-21T17:00:00Z,2021-12-17T01:00:00Z
NZA,41,W,T,-900,false,false,false,2021-12-18T00:00:00Z,2023-12-15T00:00:00Z
NZA,41,U,T,-15,false,false,false,2021-12-18T00:00:00Z,2023-12-15T00:00:00Z
NZA,42,W,T,-900,false,false,false,2023-12-15T00:15:00Z,9999-01-01T00:00:00Z
NZA,42,U,T,-15,false,false,false,2023-12-15T00:15:00Z,9999-01-01T00:00:00Z
NZAS,20,H,N,200,true,false,true,2008-10-08T22:00:00Z,2015-06-30T23:59:59Z
NZB,40,W,T,-900,false,false,false,2020-09-18T21:12:30Z,2022-08-14T22:59:45Z
NZB,40,U,T,-15,false,false,false,2020-09-18T21:12:30Z,2022-08-14T22:59:45Z
NZB,41,W,T,-900,false,false,false,2022-08-15T20:15:00Z,2023-12-06T00:00:00Z
NZB,41,U,T,-15,false,false,false,2022-08-15T20:15:00Z,2023-12-06T00:00:00Z
NZB,42,W,T,-900,false,false,false,2023-12-07T14:15:00Z,2025-12-13T18:00:00Z
NZB,42,U,T,-15,false,false,false,2023-12-07T14:15:00Z,2025-12-13T18:00:00Z
NZB,43,W,T,-900,false,false,false,2025-12-14T23:15:00Z,9999-01-01T00:00:00Z
NZB,43,U,T,-15,false,false,false,2025-12-14T23:15:00Z,9999-01-01T00:00:00Z
NZC,40,W,T,-900,false,false,false,2019-12-12T18:00:00Z,2021-12-10T01:00:00Z
NZC,40,U,T,-15,false,false,false,2019-12-12T18:00:00Z,2021-12-10T01:00:00Z
NZC,41,W,T,-900,false,false,false,2021-12-11T00:00:00Z,2023-12-08T00:00:00Z
NZC,41,U,T,-15,false,false,false,2021-12-11T00:00:00Z,2023-12-08T00:00:00Z
NZC,42,W,T,-900,false,false,false,2023-12-09T01:15:00Z,2025-12-07T18:00:00Z
NZC,42,U,T,-15,false,false,false,2023-12-09T01:15:00Z,2025-12-07T18:00:00Z
NZC,43,W,T,-900,false,false,false,2025-12-09T03:15:00Z,9999-01-01T00:00:00Z
NZC,43,U,T,-15,false,false,false,2025-12-09T03:15:00Z,9999-01-01T00:00:00Z
NZD,40,W,T,-900,false,false,false,2021-07-23T00:00:00Z,2023-06-11T18:00:00Z
NZD,40,U,T,-15,false,false,false,2021-07-23T00:00:00Z,2023-06-11T18:00:00Z
NZD,41,W,T,-900,false,false,false,2023-06-13T21:15:00Z,2025-06-13T20:59:45Z
NZD,41,U,T,-15,false,false,false,2023-06-13T21:15:00Z,2025-06-13T20:59:45Z
NZD,42,W,T,-900,false,false,false,2025-06-14T22:15:00Z,9999-01-01T00:00:00Z
NZD,42,U,T,-15,false,false,false,2025-06-14T22:15:00Z,9999-01-01T00:00:00Z
NZE,40,W,T,-900,false,false,false,2019-12-18T17:00:00Z,2021-12-11T23:59:59Z
NZE,40,U,T,-15,false,false,false,2019-12-18T17:00:00Z,2021-12-11T23:59:59Z
NZE,41,W,T,-900,false,false,false,2021-12-14T00:00:00Z,2023-12-09T23:00:00Z
NZE,41,U,T,-15,false,false,false,2021-12-14T00:00:00Z,2023-12-09T23:00:00Z
NZE,42,W,T,-900,false,false,false,2023-12-12T20:15:00Z,2025-12-10T18:00:00Z
NZE,42,U,T,-15,false,false,false,2023-12-12T20:15:00Z,2025-12-10T18:00:00Z
NZF,40,W,T,-900,false,false,false,2019-12-17T00:00:00Z,2020-03-25T00:00:00Z
NZF,40,U,T,-15,false,false,false,2019-12-17T00:00:00Z,2020-03-25T00:00:00Z
NZF,41,W,T,-900,false,false,false,2020-08-31T23:10:15Z,2020-09-26T09:00:00Z
NZF,41,W,T,-900,false,false,false,2021-07-20T23:15:00Z,2022-08-10T00:59:45Z
NZF,41,U,T,-15,false,false,false,2020-08-31T23:10:15Z,2020-09-26T09:00:00Z
NZF,41,U,T,-15,false,false,false,2021-07-20T23:15:00Z,2022-08-10T00:59:45Z
NZF,42,W,T,-900,false,false,false,2022-08-11T00:15:00Z,2024-07-02T22:00:00Z
NZF,42,U,T,-15,false,false,false,2022-08-11T00:15:00Z,2024-07-02T22:00:00Z
NZF,43,W,T,-900,false,false,false,2024-07-04T00:00:00Z,9999-01-01T00:00:00Z
NZF,43,U,T,-15,false,false,false,2024-07-04T00:00:00Z,9999-01-01T00:00:00Z
NZG,40,W,T,-900,false,false,false,2020-09-10T22:57:30Z,2022-07-29T18:02:45Z
NZG,40,U,T,-15,false,false,false,2020-09-10T22:57:30Z,2022-07-29T18:02:45Z
NZG,41,W,T,-900,false,false,false,2022-07-30T20:15:00Z,2024-06-22T00:00:00Z
NZG,41,U,T,-15,false,false,false,2022-07-30T20:15:00Z,2024-06-22T00:00:00Z
NZG,42,W,T,-900,false,false,false,2024-06-23T05:15:00Z,9999-01-01T00:00:00Z
NZG,42,U,T,-15,false,false,false,2024-06-23T05:15:00Z,9999-01-01T00:00:00Z
NZH,40,W,T,-900,false,false,false,2020-09-03T22:24:30Z,2022-08-01T00:12:30Z
NZH,40,U,T,-15,false,false,false,2020-09-03T22:24:30Z,2022-08-01T00:12:30Z
NZH,41,W,T,-900,false,false,false,2022-08-01T20:15:00Z,2024-06-24T22:00:00Z
NZH,41,U,T,-15,false,false,false,2022-08-01T20:15:00Z,2024-06-24T22:00:00Z
NZH,42,W,T,-900,false,false,false,2024-06-25T21:37:00Z,9999-01-01T00:00:00Z
NZH,42,U,T,-15,false,false,false,2024-06-25T21:37:00Z,9999-01-01T00:00:00Z
NZI,40,W,T,-900,false,false,false,2020-09-08T03:15:45Z,2022-08-02T21:59:30Z
NZI,40,U,T,-15,false,false,false,2020-09-08T03:15:45Z,2022-08-02T21:59:30Z
NZI,41,W,T,-900,false,false,false,2022-08-03T21:15:00Z,2024-06-27T22:00:00Z
NZI,41,U,T,-15,false,false,false,2022-08-03T21:15:00Z,2024-06-27T22:00:00Z
NZI,42,W,T,-900,false,false,false,2024-06-28T21:29:00Z,9999-01-01T00:00:00Z
NZI,42,U,T,-15,false,false,false,2024-06-28T21:29:00Z,9999-01-01T00:00:00Z
NZJ,40,W,T,-900,false,false,false,2021-07-09T00:00:00Z,2023-05-28T18:00:00Z
NZJ,40,U,T,-15,false,false,false,2021-07-09T00:00:00Z,2023-05-28T18:00:00Z
NZJ,41,W,T,-900,false,false,false,2023-05-29T22:15:00Z,2025-05-31T23:59:45Z
NZJ,41,U,T,-15,false,false,false,2023-05-29T22:15:00Z,2025-05-31T23:59:45Z
NZJ,42,W,T,-900,false,false,false,2025-06-02T03:15:00Z,9999-01-01T00:00:00Z
NZJ,42,U,T,-15,false,false,false,2025-06-02T03:15:00Z,9999-01-01T00:00:00Z
NZK,40,W,T,-900,false,false,false,2021-07-15T00:00:00Z,2023-06-06T00:00:00Z
NZK,40,U,T,-15,false,false,false,2021-07-15T00:00:00Z,2023-06-06T00:00:00Z
NZK,41,W,T,-900,false,false,false,2023-06-06T21:00:00Z,2025-06-08T22:59:45Z
NZK,41,U,T,-15,false,false,false,2023-06-06T21:00:00Z,2025-06-08T22:59:45Z
NZK,42,W,T,-900,false,false,false,2025-06-09T22:15:00Z,9999-01-01T00:00:00Z
NZK,42,U,T,-15,false,false,false,2025-06-09T22:15:00Z,9999-01-01T00:00:00Z
NZL,40,W,T,-900,false,false,false,2021-07-12T00:00:00Z,2023-06-02T00:00:00Z
NZL,40,U,T,-15,false,false,false,2021-07-12T00:00:00Z,2023-06-02T00:00:00Z
NZL,41,W,T,-900,false,false,false,2023-06-03T20:15:00Z,2025-06-04T22:59:45Z
NZL,41,U,T,-15,false,false,false,2023-06-03T20:15:00Z,2025-06-04T22:59:45Z
NZL,42,W,T,-900,false,false,false,2025-06-06T20:15:00Z,9999-01-01T00:00:00Z
NZL,42,U,T,-15,false,false,false,2025-06-06T20:15:00Z,9999-01-01T00:00:00Z
OAHZ,10,L,H,1,false,false,false,2022-12-07T04:30:00Z,9999-01-01T00:00:00Z
OAHZ,10,H,H,100,false,false,false,2022-12-07T04:30:00Z,9999-01-01T00:00:00Z
OAHZ,20,H,N,200,false,false,false,2022-12-07T04:30:00Z,9999-01-01T00:00:00Z
OAKV,10,S,H,50,false,false,true,1995-09-26T07:39:00Z,1995-10-25T17:55:00Z
OAMS,20,B,N,50,true,false,false,2015-01-29T00:00:00Z,2020-06-16T00:00:00Z
OAMS,20,H,N,200,true,false,true,2002-06-28T02:00:00Z,2020-02-08T23:59:59Z
OAMS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
OBZ,10,S,H,50,false,false,true,1990-09-11T06:29:00Z,1990-09-16T22:56:00Z
ODZ,10,V,H,0.1,false,true,false,2003-09-11T06:00:00Z,2008-07-08T00:00:00Z
ODZ,10,V,H,0.1,false,false,false,2008-07-08T00:00:03Z,2015-12-31T00:00:00Z
ODZ,10,L,H,1,false,true,false,2003-09-11T06:00:00Z,2008-07-08T00:00:00Z
ODZ,10,L,H,1,false,false,false,2008-07-08T00:00:03Z,9999-01-01T00:00:00Z
ODZ,10,S,H,50,false,false,true,1990-08-31T03:13:00Z,2003-09-10T23:57:00Z
ODZ,10,H,H,100,false,true,false,2003-09-11T06:00:00Z,2008-07-08T00:00:00Z
ODZ,10,H,H,100,false,false,false,2008-07-08T00:00:03Z,9999-01-01T00:00:00Z
ODZ,20,B,N,50,false,false,false,2008-07-08T00:00:03Z,2017-06-28T20:15:00Z
ODZ,20,H,N,200,false,false,true,2003-09-11T06:00:00Z,2017-06-28T20:15:00Z
ODZ,21,B,N,50,false,false,false,2017-06-28T22:21:00Z,2020-06-16T00:00:00Z
ODZ,21,H,N,200,false,false,true,2017-06-28T22:21:00Z,2020-02-08T23:59:59Z
ODZ,21,H,N,200,false,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
OGWZ,10,E,H,100,false,false,false,2007-09-24T01:15:00Z,9999-01-01T00:00:00Z
OHAA,10,S,H,50,false,false,true,1995-11-17T00:00:01Z,1996-04-15T23:59:59Z
OHKS,20,H,N,200,true,false,true,2004-07-21T23:00:00Z,2015-06-30T23:59:59Z
OHPV,10,S,H,50,false,false,true,1995-01-17T04:04:00Z,1995-04-29T14:01:00Z
OHSS,20,B,N,50,true,false,false,2011-12-12T02:27:00Z,2020-02-10T20:46:00Z
OHSS,20,H,N,200,true,false,true,2011-12-12T02:27:00Z,2020-02-10T20:46:00Z
OHSS,20,H,N,200,true,false,false,2020-07-21T02:22:00Z,9999-01-01T00:00:00Z
OHUT,10,S,H,50,false,false,true,1993-04-12T09:46:00Z,1993-04-26T03:17:00Z
OHWZ,10,E,H,100,false,false,false,2011-03-29T00:00:02Z,2024-05-22T03:37:00Z
OHWZ,10,H,H,100,false,false,false,2024-05-22T22:04:00Z,9999-01-01T00:00:00Z
OIZ,10,S,H,50,false,false,true,1992-09-18T09:41:00Z,2004-04-26T16:22:00Z
OKAV,10,S,H,50,false,false,true,1995-01-12T11:40:00Z,1995-05-16T20:35:00Z
OKCZ,10,E,H,100,false,false,false,2012-03-01T00:00:00Z,9999-01-01T00:00:00Z
OKTV,10,S,H,50,false,false,true,1995-01-26T20:32:00Z,1995-06-07T20:49:00Z
OKUC,10,E,H,100,false,false,false,2011-02-28T00:27:48Z,2012-03-01T00:00:00Z
OMAH,10,S,H,50,false,false,true,1994-06-26T14:04:00Z,1994-07-03T12:29:00Z
OMRZ,10,L,H,1,false,false,false,2024-06-19T00:31:00Z,9999-01-01T00:00:00Z
OMRZ,10,E,H,100,false,false,false,2007-04-04T01:00:00Z,2024-06-18T22:29:00Z
OMRZ,10,H,H,100,false,false,false,2024-06-19T00:31:00Z,9999-01-01T00:00:00Z
ONEC,10,S,H,50,false,false,true,2001-01-13T04:01:00Z,2001-06-25T15:55:00Z
ONIS,20,H,N,200,true,false,true,2002-07-25T00:00:00Z,2003-12-10T21:08:00Z
OPCS,20,B,N,50,true,false,false,2015-03-06T00:00:50Z,2020-06-16T00:00:00Z
OPCS,20,H,N,200,true,false,true,2001-12-03T00:00:00Z,9999-01-01T00:00:00Z
OPHC,10,S,H,50,false,false,true,2001-01-10T01:16:00Z,2001-06-24T00:10:00Z
OPRZ,10,L,H,1,false,false,false,2007-06-19T03:05:00Z,9999-01-01T00:00:00Z
OPRZ,10,E,H,100,false,false,false,2006-11-14T01:00:00Z,2007-06-19T02:00:00Z
OPRZ,10,H,H,100,false,false,false,2007-06-19T03:05:00Z,9999-01-01T00:00:00Z
OPRZ,30,L,D,1,false,false,false,2024-06-11T00:49:00Z,9999-01-01T00:00:00Z
OPRZ,30,H,D,100,false,false,false,2024-06-11T00:49:00Z,9999-01-01T00:00:00Z
OPSS,20,B,N,50,true,false,false,2011-12-02T14:00:02Z,2020-06-16T00:00:00Z
OPSS,20,H,N,200,true,false,true,2011-12-02T14:00:02Z,2020-02-08T23:59:59Z
OPSS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
OPWS,20,B,N,50,true,false,false,2012-04-19T01:30:00Z,2020-06-16T00:00:00Z
OPWS,20,H,N,200,true,false,true,2012-04-19T01:30:00Z,2020-02-08T23:59:59Z
OPWS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
OPZ,10,L,H,1,false,false,false,2008-06-27T01:30:00Z,9999-01-01T00:00:00Z
OPZ,10,H,H,100,false,false,false,2008-06-27T01:30:00Z,9999-01-01T00:00:00Z
OPZ,20,B,N,50,false,false,false,2008-06-27T01:30:00Z,2017-06-26T02:00:00Z
