Station,Location,Band,Source,Sampling Rate,Axial,Reversed,Triggered,Start Date,End Date
FTPS,20,B,N,50,true,false,false,2014-10-16T22:51:57Z,2020-06-16T00:00:00Z
FTPS,20,H,N,200,true,false,true,2001-12-11T00:00:00Z,2020-02-08T23:59:59Z
FTPS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
FWVZ,10,V,H,0.1,false,false,false,1999-05-11T00:00:00Z,2011-12-31T00:00:00Z
FWVZ,10,L,H,1,false,false,false,1999-05-11T00:00:00Z,9999-01-01T00:00:00Z
FWVZ,10,B,H,40,false,false,false,1999-05-11T00:00:00Z,2004-09-12T23:00:30Z
FWVZ,10,H,H,100,false,false,false,1999-05-11T00:00:00Z,9999-01-01T00:00:00Z
FWVZ,30,L,D,1,false,false,false,2001-07-05T01:30:00Z,9999-01-01T00:00:00Z
FWVZ,30,B,D,40,false,false,false,2001-07-05T01:30:00Z,2004-09-12T23:00:30Z
FWVZ,30,H,D,100,false,false,false,2001-07-05T01:30:00Z,9999-01-01T00:00:00Z
FWVZ,31,L,D,1,false,false,false,2025-02-03T00:26:00Z,9999-01-01T00:00:00Z
FWVZ,31,H,D,100,false,false,false,2025-02-03T00:26:00Z,9999-01-01T00:00:00Z
FXBS,20,B,N,50,true,false,false,2014-05-16T03:17:00Z,2020-06-16T00:00:00Z
FXBS,20,H,N,200,true,false,true,2004-11-05T00:00:00Z,2020-02-08T23:59:59Z
FXBS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
GBIH,41,H,D,200,false,false,false,2007-06-12T00:00:00Z,9999-01-01T00:00:00Z
GBIH,42,H,D,200,false,false,false,2007-06-12T00:00:00Z,9999-01-01T00:00:00Z
GBIH,43,H,D,200,false,false,false,2007-06-12T00:00:00Z,9999-01-01T00:00:00Z
GBIT,40,L,T,1,false,false,false,2010-07-26T00:00:00Z,9999-01-01T00:00:00Z
GBIT,40,B,T,10,false,false,false,2010-07-26T00:00:00Z,9999-01-01T00:00:00Z
GBIT,41,L,T,1,false,false,false,2010-07-26T00:00:00Z,9999-01-01T00:00:00Z
GBIT,41,B,T,10,false,false,false,2010-07-26T00:00:00Z,9999-01-01T00:00:00Z
GCSZ,10,E,H,100,true,false,false,2012-04-20T00:00:01Z,2022-02-02T09:20:00Z
GDLC,20,B,N,50,true,false,false,2013-03-27T00:07:00Z,2020-06-16T00:00:00Z
GDLC,20,H,N,200,true,false,true,2005-11-16T01:00:00Z,9999-01-01T00:00:00Z
GHHS,20,B,N,50,true,false,false,2011-09-07T22:30:01Z,2020-06-16T00:00:00Z
GHHS,20,H,N,200,true,false,true,2011-09-07T22:30:01Z,9999-01-01T00:00:00Z
GIAV,10,S,H,50,false,false,true,1995-11-07T01:39:00Z,1995-12-11T07:26:00Z
GISS,20,B,N,50,true,false,false,2016-08-09T01:16:05Z,2020-06-16T00:00:00Z
GISS,20,H,N,200,true,false,true,1999-08-18T01:15:00Z,9999-01-01T00:00:00Z
GIST,40,L,T,1,false,false,false,2008-03-10T00:00:00Z,9999-01-01T00:00:00Z
GIST,40,B,T,10,false,false,false,2008-03-10T00:00:00Z,9999-01-01T00:00:00Z
GIST,41,L,T,1,false,false,false,2008-03-10T00:00:00Z,9999-01-01T00:00:00Z
GIST,41,B,T,10,false,false,false,2008-03-10T00:00:00Z,9999-01-01T00:00:00Z
GKBS,20,B,N,50,true,false,false,2011-08-19T04:01:01Z,2020-06-16T00:00:00Z
GKBS,20,H,N,200,true,false,true,2011-08-19T04:01:01Z,2020-08-30T22:30:00Z
GKBS,20,H,N,200,true,false,false,2020-09-03T21:13:00Z,9999-01-01T00:00:00Z
GLAA,10,S,H,50,false,false,true,1997-09-20T07:06:00Z,1997-10-28T02:47:00Z
GLET,10,S,H,50,false,false,true,1993-04-12T09:46:00Z,1993-04-25T09:39:00Z
GLKZ,10,L,H,1,false,false,false,2009-05-19T00:00:00Z,9999-01-01T00:00:00Z
GLKZ,10,H,H,100,false,false,false,2009-05-19T00:00:00Z,9999-01-01T00:00:00Z
GLKZ,40,L,T,1,false,false,false,2009-05-19T00:00:00Z,2023-01-30T20:17:21Z
GLKZ,40,B,T,10,false,false,false,2009-05-19T00:00:00Z,2023-01-30T20:17:32Z
GLKZ,80,L,K,1,false,false,false,2009-05-18T00:00:01Z,2023-01-30T20:17:32Z
GLKZ,81,L,K,1,false,false,false,2009-05-18T00:00:01Z,2023-01-30T20:17:21Z
GLNS,20,B,N,50,true,false,false,2015-10-22T21:05:00Z,2020-06-16T00:00:00Z
GLNS,20,H,N,200,true,false,true,2015-10-22T21:05:00Z,9999-01-01T00:00:00Z
GLOS,20,H,N,200,false,false,false,2017-06-12T04:25:00Z,9999-01-01T00:00:00Z
GLWS,20,H,N,200,true,false,true,2002-10-17T22:00:00Z,2016-02-23T18:10:00Z
GLWS,21,B,N,50,false,false,false,2019-10-23T19:45:00Z,2020-06-16T00:00:00Z
GLWS,21,H,N,200,false,false,false,2019-10-23T19:45:00Z,9999-01-01T00:00:00Z
GMFS,20,B,N,50,true,false,false,2014-08-11T00:05:00Z,2020-06-16T00:00:00Z
GMFS,20,H,N,200,true,false,true,2014-08-11T00:05:00Z,2021-01-15T01:48:00Z
GMFS,21,H,N,200,true,false,false,2025-08-14T00:22:00Z,9999-01-01T00:00:00Z
GMTS,20,H,N,200,true,false,true,2001-11-09T13:00:00Z,2014-07-14T00:00:00Z
GNSW,30,L,D,1,false,false,false,2006-08-31T00:00:02Z,2007-01-24T01:00:00Z
GNSW,30,H,D,100,false,false,false,2006-08-31T00:00:02Z,2007-01-24T01:00:00Z
GNSW,31,L,D,1,false,false,false,2006-08-31T00:00:02Z,2007-01-24T01:00:00Z
GNSW,31,H,D,100,false,false,false,2006-08-31T00:00:02Z,2007-01-24T01:00:00Z
GODS,20,H,N,200,true,false,true,2011-02-26T16:00:00Z,2013-04-09T00:00:00Z
GODS,21,B,N,50,true,false,false,2015-06-11T00:14:33Z,2020-06-16T00:00:00Z
GODS,21,H,N,200,true,false,true,2015-06-11T00:14:33Z,9999-01-01T00:00:00Z
GOHM,10,S,H,50,false,false,true,1993-10-22T10:34:00Z,1994-02-27T20:08:00Z
GORS,20,B,N,50,true,false,false,2015-05-14T03:27:40Z,2020-06-16T00:00:00Z
GORS,20,H,N,200,true,false,true,2005-04-18T02:00:00Z,2019-11-19T01:17:00Z
GORS,21,H,N,200,true,false,false,2020-10-01T02:56:00Z,2021-03-23T10:33:00Z
GOVS,20,B,N,50,true,false,false,2012-12-19T00:49:00Z,2019-05-31T20:15:00Z
GOVS,20,H,N,200,true,false,true,2012-12-19T00:49:00Z,2019-05-31T20:15:00Z
GOVS,20,H,N,200,true,false,false,2019-10-24T01:00:00Z,9999-01-01T00:00:00Z
GPSS,20,H,N,200,true,false,true,1999-08-02T01:00:00Z,2003-06-24T01:59:00Z
GR1A,10,H,H,100,false,false,false,2001-07-31T00:00:00Z,2002-01-22T02:00:00Z
GR2A,10,H,H,100,false,false,false,2001-07-31T02:00:02Z,2002-01-22T03:00:00Z
GR3A,10,H,H,100,false,false,false,2001-07-30T22:00:01Z,2002-01-22T03:00:00Z
GR4A,10,S,H,50,false,false,true,2001-07-30T22:00:00Z,2002-01-21T14:00:00Z
GR5A,10,H,H,100,false,false,false,2001-07-29T00:00:01Z,2002-01-22T04:00:00Z
GRAM,10,S,H,50,false,false,true,1993-10-24T08:36:00Z,1994-03-01T16:34:00Z
GRAS,20,H,N,200,true,false,false,2021-05-13T01:08:00Z,9999-01-01T00:00:00Z
GRAS,21,H,N,200,true,false,false,2021-05-13T01:08:00Z,2023-11-25T04:46:00Z
GRAS,22,H,N,200,true,false,false,2021-05-13T01:08:00Z,2023-10-13T14:17:00Z
GRAS,23,H,N,200,true,false,false,2024-06-21T04:15:00Z,9999-01-01T00:00:00Z
GRAS,24,H,N,200,true,false,false,2024-06-21T04:15:00Z,9999-01-01T00:00:00Z
GRMA,10,S,H,50,false,false,true,1995-11-17T00:00:01Z,1996-04-16T23:59:59Z
GRRZ,10,E,H,100,false,false,false,2009-11-13T01:00:00Z,9999-01-01T00:00:00Z
GRZ,10,L,H,1,false,false,false,2010-05-13T00:00:00Z,9999-01-01T00:00:00Z
GRZ,10,H,H,100,false,false,false,2010-05-13T00:00:00Z,9999-01-01T00:00:00Z
GRZ,20,B,N,50,false,false,false,2010-05-13T00:00:00Z,2020-06-16T00:00:00Z
GRZ,20,H,N,200,false,false,true,2010-05-13T00:00:00Z,2021-03-24T03:05:00Z
GRZ,20,H,N,200,false,false,false,2021-03-25T21:20:00Z,2023-04-19T00:00:00Z
GRZ,21,H,N,200,false,false,false,2023-04-19T04:34:00Z,9999-01-01T00:00:00Z
GSXX,10,E,H,100,false,false,false,2013-08-21T10:10:00Z,2013-11-19T10:00:00Z
GULV,10,S,H,50,false,false,true,1995-01-12T03:16:00Z,1995-06-03T01:43:00Z
GUY,10,S,H,50,false,false,true,1990-02-14T03:26:00Z,1990-02-15T05:49:00Z
GV2V,10,S,H,50,false,false,true,1995-01-17T10:03:00Z,1995-06-06T20:11:00Z
GVRV,10,S,H,50,false,false,true,1995-01-11T09:50:00Z,1995-01-15T11:22:00Z
GVZ,10,L,H,1,false,false,false,2012-12-04T05:00:00Z,9999-01-01T00:00:00Z
GVZ,10,H,H,100,false,false,false,2012-12-04T05:00:00Z,9999-01-01T00:00:00Z
GVZ,20,B,N,50,false,false,false,2012-12-03T05:00:00Z,2019-06-17T19:55:00Z
GVZ,20,B,N,50,false,false,false,2019-11-13T01:55:00Z,2020-06-16T00:00:00Z
GVZ,20,H,N,200,false,false,true,2012-12-03T05:00:00Z,2019-06-17T19:55:00Z
GVZ,20,H,N,200,false,false,false,2019-06-18T00:25:00Z,2019-11-13T01:54:00Z
GVZ,20,H,N,200,false,false,true,2019-11-13T01:55:00Z,2020-02-08T23:59:00Z
GVZ,20,H,N,200,false,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
GWTS,20,B,N,50,true,false,false,2014-07-23T00:00:05Z,2020-06-16T00:00:00Z
GWTS,20,H,N,200,true,false,true,2002-04-17T00:00:00Z,2020-02-08T23:59:59Z
GWTS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
HAAA,10,S,H,50,false,false,true,1995-11-16T00:00:01Z,1996-04-19T23:59:59Z
HAFS,20,B,N,50,true,false,false,2014-07-17T01:20:00Z,2020-06-16T00:00:00Z
HAFS,20,H,N,200,true,false,true,2002-04-18T00:00:00Z,2020-02-08T23:59:00Z
HAFS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,2022-04-15T09:23:00Z
HAFS,21,H,N,200,false,false,false,2023-07-04T21:33:00Z,9999-01-01T00:00:00Z
HALA,10,S,H,50,false,false,true,1994-06-22T03:48:00Z,1994-07-06T02:02:00Z
HALS,20,B,N,50,true,false,false,2011-08-24T01:55:00Z,2014-09-09T22:00:00Z
HALS,20,H,N,200,true,false,true,2011-08-24T01:55:00Z,2014-09-09T22:00:00Z
HALS,21,B,N,50,true,false,false,2018-02-20T02:30:00Z,2020-06-16T00:00:00Z
HALS,21,H,N,200,true,false,true,2018-02-20T02:30:00Z,2020-02-08T23:59:59Z
HALS,21,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
HAN,10,S,H,50,false,false,true,1990-02-11T10:10:00Z,1990-02-14T18:51:00Z
HARA,10,S,H,50,false,false,true,1994-06-23T21:33:00Z,1994-07-01T23:57:00Z
HATZ,10,E,H,100,false,false,false,2003-04-15T13:00:02Z,2023-10-03T03:42:00Z
HATZ,10,H,H,100,false,false,false,2023-10-04T00:47:00Z,9999-01-01T00:00:00Z
HAVS,20,B,N,50,true,false,false,2013-04-13T06:10:00Z,2020-06-16T00:00:00Z
HAVS,20,H,N,200,true,false,true,2013-04-13T06:10:00Z,2020-06-18T05:45:00Z
HAVS,20,H,N,200,true,false,false,2020-06-18T06:00:00Z,9999-01-01T00:00:00Z
HAZ,10,L,H,1,false,false,false,2010-01-14T10:05:00Z,9999-01-01T00:00:00Z
HAZ,10,H,H,100,false,false,false,2010-01-14T10:05:00Z,9999-01-01T00:00:00Z
HAZ,20,B,N,50,false,false,false,2010-01-14T10:05:00Z,2018-01-10T23:30:00Z
HAZ,20,H,N,200,false,false,true,2010-01-14T10:05:00Z,2018-01-10T23:30:00Z
HAZ,21,B,N,50,false,false,false,2018-01-11T03:14:00Z,2020-06-16T00:00:00Z
HAZ,21,H,N,200,false,false,true,2018-01-11T03:14:00Z,9999-01-01T00:00:00Z
HBAZ,10,E,H,100,true,false,false,2009-08-07T00:00:02Z,9999-01-01T00:00:00Z
HBAZ,11,E,H,100,false,false,false,2025-06-19T02:53:00Z,9999-01-01T00:00:00Z
HBHS,20,B,N,50,true,false,false,2014-03-14T00:01:00Z,2020-06-16T00:00:00Z
HBHS,20,H,N,200,true,false,true,2014-03-14T00:01:00Z,2020-06-18T23:31:00Z
HBHS,20,H,N,200,true,false,false,2020-06-19T00:03:00Z,9999-01-01T00:00:00Z
HBRB,21,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,21,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,21,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,22,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,22,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,22,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,23,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,23,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,23,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,24,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,24,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,24,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,25,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,25,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,25,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,26,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,26,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,26,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,27,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,27,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,27,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,28,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,28,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,28,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,29,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,29,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,29,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,2A,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,2A,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,2A,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,2B,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,2B,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,2B,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,2C,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,2C,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,2C,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,2D,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,2D,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,2D,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,2E,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,2E,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,2E,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,2F,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,2F,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,2F,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBRB,2G,B,N,50,XYZ,false,false,2012-03-10T02:40:00Z,2019-07-18T06:20:00Z
HBRB,2G,H,N,200,XYZ,false,false,2011-03-22T00:00:00Z,2012-03-10T02:40:00Z
HBRB,2G,H,N,200,XYZ,false,false,2019-07-18T06:20:00Z,9999-01-01T00:00:00Z
HBZ,10,S,H,50,false,false,true,1988-09-20T04:59:00Z,2004-03-01T22:10:00Z
HCDS,20,B,N,50,true,false,false,2014-08-26T00:00:10Z,2020-06-16T00:00:00Z
HCDS,20,H,N,200,true,false,true,2002-04-24T00:00:00Z,2021-04-13T15:20:00Z
HCKF,10,S,H,50,false,false,true,1993-08-12T23:16:00Z,1993-08-31T03:48:00Z
HD11,10,H,H,100,false,false,false,2018-11-17T03:24:15Z,2019-03-14T00:00:00Z
HD50,10,H,H,100,false,false,false,2015-11-17T22:46:00Z,2016-07-18T01:54:00Z
HD50,10,E,H,100,false,false,false,2016-07-18T01:54:03Z,2016-11-29T21:21:32Z
HD51,10,H,H,100,false,false,false,2015-11-18T20:57:00Z,2016-10-17T00:00:01Z
HD51,10,E,H,100,false,false,false,2016-10-17T00:00:02Z,2017-10-10T01:23:57Z
HD51,10,E,H,100,false,false,false,2017-10-10T02:07:16Z,2018-02-13T00:33:01Z
HD51,10,E,H,100,false,false,false,2018-02-13T01:06:42Z,2019-05-09T04:17:36Z
HD53,10,H,H,100,false,false,false,2015-12-08T21:39:00Z,2016-11-29T23:09:23Z
HD54,10,H,H,100,false,false,false,2015-12-08T23:34:00Z,2017-12-06T22:35:52Z
HD55,10,H,H,100,false,false,false,2015-12-09T01:09:00Z,2019-06-27T03:57:40Z
HD56,10,H,H,100,false,false,false,2015-12-09T21:37:00Z,2016-11-30T00:55:00Z
HD57,10,H,H,100,false,false,false,2015-12-10T00:12:00Z,2016-03-09T02:00:00Z
HD57,10,E,H,100,false,false,false,2016-03-09T02:00:02Z,2016-11-30T23:39:00Z
HD58,10,H,H,100,false,false,false,2015-12-10T02:43:00Z,2019-08-11T22:21:16Z
HD59,10,H,H,100,false,false,false,2015-12-10T22:06:00Z,2017-12-06T21:33:00Z
HD60,10,E,H,100,false,false,false,2016-03-09T07:00:02Z,2019-05-07T01:32:36Z
HD61,10,E,H,100,false,false,false,2016-07-18T03:06:02Z,2016-11-30T22:00:00Z
HD61,10,H,H,100,false,false,false,2016-12-01T01:10:00Z,2019-06-27T02:22:10Z
HD62,10,E,H,100,false,false,false,2016-07-14T00:30:02Z,2016-11-30T22:00:00Z
HD62,10,H,H,100,false,false,false,2016-11-30T22:07:00Z,2019-08-12T01:59:38Z
HD63,10,E,H,100,false,false,false,2017-03-08T22:11:16Z,2017-04-04T01:50:00Z
HD63,10,H,H,100,false,false,false,2017-04-04T02:12:02Z,2018-08-22T01:10:12Z
HD64,10,E,H,100,false,false,false,2017-03-09T01:34:04Z,2017-04-17T23:40:00Z
HD64,10,H,H,100,false,false,false,2017-04-18T00:00:02Z,2019-06-27T01:02:00Z
HD65,10,E,H,100,false,false,false,2017-03-15T01:09:37Z,2017-04-04T00:14:00Z
HD65,10,H,H,100,false,false,false,2017-04-04T00:35:02Z,2019-06-27T00:40:40Z
HD71,10,H,H,100,false,false,false,2017-12-14T00:39:45Z,2019-06-25T01:51:20Z
HD73,10,H,H,100,false,false,false,2018-02-19T22:35:55Z,2018-08-21T00:00:00Z
HD80,10,H,H,100,false,false,false,2018-11-08T00:00:00Z,2019-08-12T00:13:52Z
HD81,10,H,H,100,false,false,false,2019-03-19T01:26:35Z,2019-10-04T03:27:00Z
HD83,10,H,H,100,false,false,false,2019-04-02T00:22:50Z,2019-10-03T22:45:05Z
HDWS,20,B,N,50,true,false,false,2018-03-08T14:25:00Z,2020-06-16T00:00:00Z
HDWS,20,H,N,200,true,false,true,2002-01-01T00:00:00Z,9999-01-01T00:00:00Z
HECS,20,H,N,200,true,false,true,2002-06-28T04:00:00Z,2013-12-11T01:00:00Z
HHSS,20,B,N,50,true,false,false,2011-12-12T23:03:41Z,2019-03-05T20:30:00Z
HHSS,20,H,N,200,true,false,true,2011-12-12T23:03:41Z,2019-03-05T20:30:00Z
HHSS,21,H,N,200,true,false,false,2025-06-02T22:36:00Z,9999-01-01T00:00:00Z
HHSZ,10,E,H,100,false,false,false,2006-04-08T02:00:01Z,2008-06-26T00:00:00Z
HIBS,20,B,N,50,true,false,false,2011-09-30T02:23:00Z,2020-06-16T00:00:00Z
HIBS,20,H,N,200,true,false,true,2011-09-30T02:23:00Z,9999-01-01T00:00:00Z
HIZ,10,V,H,0.1,false,true,false,2004-02-03T02:00:00Z,2014-01-30T01:00:00Z
HIZ,10,V,H,0.1,false,false,false,2014-01-30T01:00:01Z,2014-12-31T00:00:00Z
HIZ,10,L,H,1,false,true,false,2004-02-03T02:00:00Z,2014-01-30T01:00:00Z
HIZ,10,L,H,1,false,false,false,2014-01-30T01:00:01Z,9999-01-01T00:00:00Z
HIZ,10,H,H,100,false,true,false,2004-02-03T02:00:00Z,2014-01-30T01:00:00Z
HIZ,10,H,H,100,false,false,false,2014-01-30T01:00:01Z,9999-01-01T00:00:00Z
HIZ,20,B,N,50,false,false,false,2014-01-30T01:00:01Z,2020-06-16T00:00:00Z
HIZ,20,H,N,200,false,false,true,2004-02-03T02:00:00Z,2021-05-21T00:22:00Z
HIZ,21,H,N,200,false,false,false,2021-05-23T22:10:00Z,9999-01-01T00:00:00Z
HLBS,20,H,N,200,true,false,false,2024-06-14T03:53:00Z,9999-01-01T00:00:00Z
HLRZ,10,E,H,100,false,false,false,2008-12-03T01:00:00Z,9999-01-01T00:00:00Z
HMCS,20,B,N,50,true,false,false,2013-06-12T02:00:00Z,2020-06-16T00:00:00Z
HMCS,20,H,N,200,true,false,true,2001-11-12T00:00:00Z,2020-02-08T23:59:59Z
HMCS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
HNCZ,10,L,H,1,true,false,false,2023-08-23T23:19:00Z,9999-01-01T00:00:00Z
HNCZ,10,H,H,100,true,false,false,2023-08-23T23:19:00Z,9999-01-01T00:00:00Z
HNPS,20,B,N,50,true,false,false,2014-08-27T00:00:10Z,2019-06-13T06:30:00Z
HNPS,20,H,N,200,true,false,true,2002-04-26T00:00:00Z,2019-06-13T06:30:00Z
HNPS,21,H,N,200,true,false,false,2020-06-15T01:22:00Z,9999-01-01T00:00:00Z
HOBF,10,S,H,50,false,false,true,1993-03-20T13:25:00Z,1993-06-18T20:21:00Z
HOCS,20,B,N,50,true,false,false,2014-12-04T00:10:00Z,2020-06-16T00:00:00Z
HOCS,20,H,N,200,true,false,true,2001-10-18T00:00:00Z,2020-01-25T03:58:00Z
HOCS,20,H,N,200,true,false,false,2020-01-25T03:58:01Z,2021-12-24T01:29:00Z
HOCS,20,H,N,200,false,false,false,2023-07-10T23:10:00Z,9999-01-01T00:00:00Z
HORC,20,H,N,200,true,false,true,2004-11-29T00:00:00Z,2020-02-09T00:00:00Z
HORC,20,H,N,200,true,false,false,2020-02-09T00:15:00Z,9999-01-01T00:00:00Z
HORZ,10,L,H,1,true,false,false,2025-01-30T22:19:00Z,9999-01-01T00:00:00Z
HORZ,10,H,H,100,true,false,false,2025-01-30T22:19:00Z,9999-01-01T00:00:00Z
HORZ,20,H,N,200,false,false,false,2025-01-30T22:19:00Z,9999-01-01T00:00:00Z
HOWZ,10,E,H,100,false,false,false,2007-02-22T23:35:00Z,9999-01-01T00:00:00Z
HPRZ,10,L,H,1,true,false,false,2025-03-19T01:30:50Z,9999-01-01T00:00:00Z
HPRZ,10,H,H,100,true,false,false,2025-03-19T01:30:50Z,9999-01-01T00:00:00Z
HPRZ,20,H,N,200,true,false,false,2025-03-19T01:30:50Z,9999-01-01T00:00:00Z
HPSC,20,H,N,200,true,false,true,2008-01-29T02:31:00Z,9999-01-01T00:00:00Z
HRMT,20,H,N,200,false,false,false,2023-05-25T16:19:00Z,9999-01-01T00:00:00Z
HRMT,40,L,T,1,false,false,false,2022-12-22T00:31:15Z,2024-04-07T22:10:00Z
HRMT,40,B,T,10,false,false,false,2022-12-22T00:31:15Z,2024-04-07T22:10:00Z
HRRZ,10,E,H,100,false,false,false,2007-03-22T04:00:00Z,2023-08-23T23:15:00Z
HRXV,10,S,H,50,false,false,true,1995-01-11T09:50:00Z,1995-05-14T15:44:00Z
HSES,20,B,N,50,true,false,false,2011-03-22T02:02:00Z,2020-06-16T00:00:00Z
HSES,20,H,N,200,true,false,true,2002-02-24T01:00:00Z,9999-01-01T00:00:00Z
HSPZ,10,L,H,1,true,false,false,2025-02-27T03:00:00Z,9999-01-01T00:00:00Z
HSPZ,10,H,H,100,true,false,false,2025-02-27T03:00:00Z,9999-01-01T00:00:00Z
HSPZ,20,H,N,200,false,false,false,2025-03-20T18:55:00Z,9999-01-01T00:00:00Z
HSRZ,10,E,H,100,false,false,false,2010-04-13T03:30:00Z,9999-01-01T00:00:00Z
HSSS,20,B,N,50,true,false,false,2014-05-08T23:39:20Z,2020-06-16T00:00:00Z
HSSS,20,H,N,200,true,false,true,2002-06-14T00:00:00Z,2020-02-08T23:59:59Z
HSSS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
HTPZ,10,L,H,1,false,false,false,2022-12-19T02:31:00Z,9999-01-01T00:00:00Z
HTPZ,10,H,H,100,false,false,false,2022-12-19T02:31:00Z,9999-01-01T00:00:00Z
HUKS,20,B,N,50,true,false,false,2016-09-15T01:40:00Z,2020-06-16T00:00:00Z
HUKS,20,H,N,200,true,false,true,2002-11-21T22:00:00Z,2020-02-08T23:59:59Z
HUKS,20,H,N,200,true,false,false,2020-02-09T00:00:00Z,9999-01-01T00:00:00Z
HUNS,20,B,N,50,true,false,false,2012-04-18T00:15:00Z,2020-06-16T00:00:00Z
HUNS,20,H,N,200,true,false,true,2012-04-18T00:15:00Z,9999-01-01T00:00:00Z
