Make,Model,Serial,Version,Start Date,End Date,Notes
Trimble Navigation Ltd.,TRIMBLE ALLOY,5946R40034,6.23,2025-02-24T03:45:46Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5946R40069,5.45,2020-06-23T01:06:32Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5946R40072,5.43,2020-02-12T03:08:38Z,2020-09-28T04:50:04Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5946R40072,5.45,2020-09-28T04:50:05Z,2022-10-12T20:46:58Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5946R40072,6.14,2022-10-12T20:46:59Z,2025-02-18T21:45:50Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5946R40072,6.23,2025-02-18T21:45:51Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5949R40011,5.45,2022-01-18T02:21:14Z,2022-10-10T22:35:54Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5949R40011,6.14,2022-10-10T22:35:55Z,2025-02-21T01:26:32Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5949R40011,6.23,2025-02-21T01:26:33Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5949R40013,5.45,2022-02-23T04:52:02Z,2022-10-12T21:29:51Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5949R40013,6.14,2022-10-12T21:29:52Z,2025-03-13T01:40:14Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5949R40013,6.23,2025-03-13T01:40:15Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5949R40019,5.45,2022-08-24T04:34:38Z,2022-10-19T20:32:18Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5949R40019,6.14,2022-10-19T20:32:19Z,2025-03-06T22:35:12Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5949R40019,6.23,2025-03-06T22:35:13Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5951R40056,5.45,2022-11-15T22:09:02Z,2022-11-16T20:34:02Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5951R40056,6.14,2022-11-16T20:34:03Z,2025-03-11T01:43:09Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5951R40056,6.23,2025-03-11T01:43:10Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5953R40012,5.45,2020-12-20T20:43:38Z,2022-10-16T20:27:13Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5953R40012,6.14,2022-10-16T20:27:14Z,2025-02-20T22:27:45Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,5953R40012,6.23,2025-02-20T22:27:46Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6013R40089,5.45,2020-12-20T22:13:59Z,2022-10-12T21:32:03Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6013R40089,6.14,2022-10-12T21:32:04Z,2025-02-20T20:40:12Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6013R40089,6.23,2025-02-20T20:40:13Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6013R40113,5.45,2021-01-27T21:45:08Z,2022-10-18T20:32:20Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6013R40113,6.14,2022-10-18T20:32:21Z,2025-02-20T22:29:49Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6013R40113,6.23,2025-02-20T22:29:50Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6015R40027,5.45,2021-03-31T00:47:08Z,2022-10-18T22:59:01Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6015R40027,6.14,2022-10-18T22:59:02Z,2025-03-11T03:33:51Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6015R40027,6.23,2025-03-11T03:33:52Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6015R40029,5.45,2021-02-02T02:30:38Z,2022-10-16T22:14:11Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6015R40029,6.14,2022-10-16T22:14:12Z,2025-03-06T02:39:35Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6015R40029,6.23,2025-03-06T02:39:36Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6015R40031,5.45,2021-01-05T21:41:02Z,2022-10-10T20:30:18Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6015R40031,6.14,2022-10-10T20:30:19Z,2022-11-01T06:00:27Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6015R40031,5.45,2022-11-01T06:00:28Z,2025-03-12T22:49:27Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6015R40031,6.23,2025-03-12T22:49:28Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6016R40025,5.45,2021-06-01T03:02:08Z,2022-10-09T21:32:10Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6016R40025,6.14,2022-10-09T21:32:11Z,2025-02-26T00:51:10Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6016R40025,6.23,2025-02-26T00:51:11Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6016R40301,5.45,2021-03-09T18:46:02Z,2022-10-13T00:11:48Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6016R40301,6.14,2022-10-13T00:11:49Z,2025-03-06T03:45:39Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6016R40301,6.23,2025-03-06T03:45:40Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6017R40018,5.42,2020-08-31T02:52:20Z,2020-08-31T22:49:29Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6017R40018,5.45,2020-08-31T22:49:30Z,2022-10-16T22:41:38Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6017R40018,6.14,2022-10-16T22:41:39Z,2025-03-05T03:37:58Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6017R40018,6.23,2025-03-05T03:37:59Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6050R40026,5.45,2022-10-11T21:46:32Z,2022-10-12T22:29:01Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6050R40026,6.14,2022-10-12T22:29:02Z,2025-02-19T22:32:31Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6050R40026,6.23,2025-02-19T22:32:32Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6103R40200,6.14,2022-10-18T19:18:32Z,2025-03-11T02:38:58Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6103R40200,6.23,2025-03-11T02:38:59Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6105R40069,5.45,2022-08-24T04:31:08Z,2025-03-07T02:50:47Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6105R40069,6.23,2025-03-07T02:50:48Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6107R40025,5.45,2022-02-23T03:39:08Z,2022-10-09T20:37:26Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6107R40025,6.14,2022-10-09T20:37:27Z,2025-03-13T00:49:13Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6107R40025,6.23,2025-03-13T00:49:14Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6107R40079,6.14,2022-12-19T21:53:26Z,2025-02-24T02:43:57Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6107R40079,6.23,2025-02-24T02:43:58Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6131R40073,5.45,2022-08-09T23:26:08Z,2022-10-16T20:56:17Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6131R40073,6.14,2022-10-16T20:56:18Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6136R40009,5.45,2022-08-24T01:22:38Z,2025-03-07T02:48:31Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6136R40009,6.23,2025-03-07T02:48:32Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6136R40064,6.14,2022-08-30T23:01:38Z,2025-04-02T22:34:16Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6136R40064,6.23,2025-04-02T22:34:17Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6139R40184,5.45,2022-08-09T23:40:08Z,2022-10-18T20:30:53Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6139R40184,6.14,2022-10-18T20:30:54Z,2025-03-05T01:42:29Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6139R40184,6.23,2025-03-05T01:42:30Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6139R40213,6.14,2023-01-16T01:46:20Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6141R40102,5.45,2022-08-10T03:58:02Z,2022-10-09T21:29:18Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6141R40102,6.14,2022-10-09T21:29:19Z,2025-03-05T03:38:13Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6141R40102,6.23,2025-03-05T03:38:14Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6148R40041,6.14,2023-06-15T23:36:08Z,2025-03-03T02:22:49Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6148R40041,6.23,2025-03-03T02:22:50Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6204R40087,6.14,2022-10-18T22:22:20Z,2025-04-03T02:29:33Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6204R40087,6.23,2025-04-03T02:29:34Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6205R40047,6.14,2022-11-01T23:44:08Z,2025-02-25T01:29:32Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6205R40047,6.23,2025-02-25T01:29:33Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6205R40175,6.14,2023-07-12T02:35:09Z,2025-03-07T01:27:12Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6205R40175,6.23,2025-03-07T01:27:13Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6221R40012,6.14,2023-09-01T01:04:02Z,2025-02-25T00:44:15Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6221R40012,6.23,2025-02-25T00:44:16Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6221R40037,6.14,2024-01-24T22:11:38Z,2025-03-13T00:48:02Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6221R40037,6.23,2025-03-13T00:48:03Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6221R40081,5.45,2022-09-05T22:15:32Z,2022-10-09T23:25:13Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6221R40081,6.14,2022-10-09T23:25:14Z,2025-07-16T00:31:37Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6221R40081,6.23,2025-07-16T00:31:38Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6221R40143,6.23,2025-03-12T01:58:50Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6222R40031,6.14,2023-07-19T01:03:44Z,2025-02-21T01:22:05Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6222R40031,6.23,2025-02-21T01:22:06Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6222R40034,5.45,2024-07-15T01:21:20Z,2025-03-20T03:31:17Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6222R40034,6.23,2025-03-20T03:31:18Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6222R40124,6.14,2023-09-25T23:14:38Z,2025-02-25T21:42:12Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6222R40124,6.23,2025-02-25T21:42:13Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6222R40136,5.45,2023-11-14T22:47:26Z,2025-03-13T01:40:17Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6222R40136,6.23,2025-03-13T01:40:18Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6222R40151,6.14,2024-07-31T01:18:02Z,2025-02-16T22:28:11Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6222R40151,6.23,2025-02-16T22:28:12Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6223R40055,6.14,2023-03-30T00:01:02Z,2024-07-16T02:26:29Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6223R40055,5.45,2024-07-16T02:26:30Z,2025-03-19T23:40:29Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6223R40055,6.23,2025-03-19T23:40:30Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6223R40059,6.23,2025-07-07T03:23:56Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6223R40085,6.23,2025-05-05T21:15:32Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6225R40007,6.14,2022-12-06T01:37:08Z,2025-02-24T02:43:07Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6225R40007,6.23,2025-02-24T02:43:08Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6225R40025,6.14,2023-05-25T04:19:02Z,2025-02-24T03:42:51Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6225R40025,6.23,2025-02-24T03:42:52Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6225R40069,6.14,2024-12-04T02:45:38Z,2025-03-07T01:24:02Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6225R40069,6.23,2025-03-07T01:24:03Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6225R40076,6.23,2025-07-09T22:27:14Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6322R40173,5.45,2025-02-25T02:24:38Z,2025-03-20T02:33:08Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6322R40173,6.23,2025-03-20T02:33:09Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6327R40121,6.14,2024-07-29T23:57:44Z,2025-02-19T03:23:42Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6327R40121,6.23,2025-02-19T03:23:43Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6402R40008,5.45,2024-08-22T03:00:08Z,2025-03-21T02:41:39Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6402R40008,6.23,2025-03-21T02:41:40Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6402R40041,6.14,2024-03-13T00:09:38Z,2025-02-20T00:42:54Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6402R40041,6.23,2025-02-20T00:42:55Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6402R40065,6.14,2024-11-05T00:36:38Z,2025-03-03T02:42:14Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6402R40065,6.23,2025-03-03T02:42:15Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6402R40070,6.14,2024-10-29T00:47:20Z,2025-02-26T01:32:59Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6402R40070,6.23,2025-02-26T01:33:00Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40008,6.14,2024-11-26T21:45:38Z,2025-02-24T21:39:24Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40008,6.23,2025-02-24T21:39:25Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40013,6.14,2024-07-25T02:20:38Z,2025-02-19T02:39:12Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40013,6.23,2025-02-19T02:39:13Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40023,6.14,2024-07-25T00:19:32Z,2025-02-17T01:47:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40023,6.23,2025-02-17T01:47:01Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40034,6.14,2024-10-23T23:24:02Z,2025-02-18T21:27:10Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40034,6.23,2025-02-18T21:27:11Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40040,6.14,2024-08-14T05:33:19Z,2025-03-03T01:49:03Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40040,6.23,2025-03-03T01:49:04Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40045,6.14,2024-07-25T04:42:08Z,2025-02-19T00:32:59Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40045,6.23,2025-02-19T00:33:00Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40054,5.45,2025-02-20T19:22:26Z,2025-03-21T01:41:10Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40054,6.23,2025-03-21T01:41:11Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40055,6.14,2024-07-30T03:12:08Z,2025-02-19T03:35:19Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40055,6.23,2025-02-19T03:35:20Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40058,5.45,2024-07-25T02:08:38Z,2025-02-19T22:32:12Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6403R40058,6.23,2025-02-19T22:32:13Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6405R40005,5.45,2025-01-15T20:46:46Z,2025-03-20T01:32:50Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6405R40005,6.23,2025-03-20T01:32:51Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6405R40010,6.14,2024-07-24T22:49:32Z,2025-02-17T02:30:34Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6405R40010,6.23,2025-02-17T02:30:35Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6405R40017,6.14,2024-07-25T22:27:32Z,2025-02-23T22:37:56Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6405R40017,6.23,2025-02-23T22:37:57Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6405R40023,6.14,2024-08-01T03:31:02Z,2025-02-19T21:38:45Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6405R40023,6.23,2025-02-19T21:38:46Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6407R40212,6.23,2025-12-07T20:42:08Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6407R40314,6.14,2024-07-25T01:09:08Z,2025-02-19T02:50:28Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6407R40314,6.23,2025-02-19T02:50:29Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6409R40009,6.23,2025-09-25T00:14:38Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6409R40019,6.23,2025-09-10T23:09:26Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6409R40021,6.14,2024-09-09T03:20:44Z,2025-02-21T01:52:45Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6409R40021,6.23,2025-02-21T01:52:46Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6409R40028,5.45,2024-09-23T04:47:46Z,2025-03-20T00:32:29Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6409R40028,6.23,2025-03-20T00:32:30Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6409R40033,6.14,2024-08-14T01:36:38Z,2025-02-25T22:43:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6409R40033,6.23,2025-02-25T22:43:01Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6409R40056,6.14,2024-11-07T23:06:02Z,2025-02-17T01:42:24Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6409R40056,6.23,2025-02-17T01:42:25Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6411R40058,5.45,2024-07-31T03:26:46Z,2025-03-21T00:36:52Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6411R40058,6.23,2025-03-21T00:36:53Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6411R40082,5.45,2024-10-16T19:58:38Z,2025-03-21T03:30:03Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6411R40082,6.23,2025-03-21T03:30:04Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6411R40085,6.14,2024-07-25T03:32:32Z,2025-02-19T02:28:43Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6411R40085,6.23,2025-02-19T02:28:44Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6411R40137,6.23,2025-03-13T03:25:16Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6417R40032,6.23,2025-07-24T21:24:38Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40032,6.23,2025-02-27T00:11:46Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40033,6.14,2025-02-26T01:33:32Z,2025-11-21T00:33:15Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40033,6.23,2025-11-21T00:33:16Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40034,6.23,2025-07-23T00:41:38Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40036,6.14,2024-11-07T00:08:20Z,2025-02-25T00:40:13Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40036,6.23,2025-02-25T00:40:14Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40038,6.23,2025-06-17T02:15:02Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40043,6.14,2024-10-22T21:38:14Z,2025-03-06T01:37:26Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40043,6.23,2025-03-06T01:37:27Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40044,6.14,2024-12-05T00:05:38Z,2025-03-07T01:39:48Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40044,6.23,2025-03-07T01:39:49Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40046,6.14,2024-12-08T23:37:02Z,2025-03-06T02:24:51Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40046,6.23,2025-03-06T02:24:52Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40047,6.23,2025-08-21T00:55:14Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40048,6.14,2024-10-09T21:41:50Z,2025-03-07T01:40:12Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40048,6.23,2025-03-07T01:40:13Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40053,6.14,2024-12-11T23:02:32Z,2025-02-19T00:45:50Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40053,6.23,2025-02-19T00:45:51Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40054,6.14,2025-01-20T21:21:08Z,2025-04-03T02:48:15Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40054,6.23,2025-04-03T02:48:16Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40055,6.14,2024-12-11T22:03:02Z,2025-03-05T01:41:16Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6427R40055,6.23,2025-03-05T01:41:17Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40003,6.14,2024-10-23T22:56:26Z,2025-02-20T01:30:34Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40003,6.23,2025-02-20T01:30:35Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40004,6.14,2024-10-29T22:05:59Z,2025-03-03T03:24:41Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40004,6.23,2025-03-03T03:24:42Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40005,6.14,2024-10-16T23:00:44Z,2025-03-11T03:47:39Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40005,6.23,2025-03-11T03:47:40Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40006,6.14,2024-10-24T01:19:08Z,2025-03-03T02:57:41Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40006,6.23,2025-03-03T02:57:42Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40007,6.23,2025-03-14T03:17:46Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40008,6.14,2025-02-12T01:49:56Z,2025-02-16T21:47:54Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40008,6.23,2025-02-16T21:47:55Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40009,6.14,2024-11-07T22:21:46Z,2025-03-03T03:25:13Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40009,6.23,2025-03-03T03:25:14Z,9999-01-01T00:00:00Z,
Trimble Navigation Ltd.,TRIMBLE ALLOY,6428R40012,6.23,2025-03-04T01:46:29Z,9999-01-01T00:00:00Z,
