Make,Model,Serial,Version,Start Date,End Date,Notes
Canterbury Seismic Instruments,EQR120,46901,2.4.5,2025-02-27T05:02:00Z,9999-01-01T00:00:00Z,
Canterbury Seismic Instruments,EQR120,46902,2.4.5,2025-02-28T00:13:00Z,9999-01-01T00:00:00Z,
Canterbury Seismic Instruments,EQR120,46904,2.4.5,2025-09-23T03:50:00Z,9999-01-01T00:00:00Z,
Canterbury Seismic Instruments,EQR120,46909,2.4.5,2025-02-26T00:58:00Z,9999-01-01T00:00:00Z,
Canterbury Seismic Instruments,EQR120,46911,2.4.5,2025-02-25T20:04:00Z,9999-01-01T00:00:00Z,
Canterbury Seismic Instruments,EQR120,46919,2.4.5,2025-03-04T03:01:00Z,9999-01-01T00:00:00Z,
Canterbury Seismic Instruments,EQR120,46920,2.4.5,2025-09-23T01:17:00Z,9999-01-01T00:00:00Z,
Canterbury Seismic Instruments,EQR120,46923,2.4.5,2025-10-28T21:33:00Z,9999-01-01T00:00:00Z,
Canterbury Seismic Instruments,EQR120,46928,2.4.5,2025-09-22T20:45:00Z,9999-01-01T00:00:00Z,
Canterbury Seismic Instruments,EQR120,46929,2.4.5,2025-10-22T01:27:00Z,2025-10-28T21:22:00Z,
Canterbury Seismic Instruments,EQR120,46930,2.4.5,2025-10-21T21:59:00Z,9999-01-01T00:00:00Z,
Canterbury Seismic Instruments,EQR120,46949,2.4.5,2025-05-15T03:06:00Z,9999-01-01T00:00:00Z,
Canterbury Seismic Instruments,EQR120,46982,2.4.5,2025-10-29T00:43:00Z,9999-01-01T00:00:00Z,
Canterbury Seismic Instruments,EQR120,46983,2.4.5,2025-03-28T01:13:00Z,9999-01-01T00:00:00Z,
Canterbury Seismic Instruments,EQR120,47077,2.4.5,2025-10-29T23:42:00Z,9999-01-01T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23181,unknown,1999-09-23T00:00:00Z,9999-01-01T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23183,8.02,1999-12-01T00:00:00Z,2000-08-18T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23183,8.03,2000-08-18T00:00:01Z,2002-07-29T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23183,9.00,2002-07-29T00:00:01Z,9999-01-01T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23199,unknown,1999-11-15T00:00:03Z,2000-07-23T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23199,4.42,2000-07-23T00:00:01Z,2000-08-17T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23199,6.21,2000-08-17T00:00:01Z,2000-12-27T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23199,8.02,2000-12-27T00:00:01Z,2002-07-05T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23199,9.00,2002-07-05T00:00:01Z,9999-01-01T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23204,6.10,1999-12-01T00:00:00Z,9999-01-01T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23242,6.10,1999-12-01T00:00:00Z,9999-01-01T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23243,6.01,1999-12-01T00:00:00Z,2001-07-01T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23243,8.03,2001-07-01T00:00:00Z,2002-07-30T00:00:00Z,
Leica Geosystems,LEICA CRS1000,23243,9.00,2002-07-30T00:00:30Z,9999-01-01T00:00:00Z,
Leica Geosystems,LEICA CRS1000,30132,9.00,1999-12-01T00:00:00Z,9999-01-01T00:00:00Z,
Leica Geosystems,LEICA CRS1000,30188,8.03,2000-03-01T00:00:00Z,2002-07-04T00:00:00Z,
Leica Geosystems,LEICA CRS1000,30188,9.00,2002-07-04T00:00:01Z,9999-01-01T00:00:00Z,
Leica Geosystems,LEICA GRX1200GGPRO,353205,5.10/3.013,2007-09-01T00:00:00Z,9999-01-01T00:00:00Z,
Leica Geosystems,LEICA GRX1200GGPRO,463475,3.013,2007-05-05T00:00:00Z,2007-06-03T23:59:59Z,
Leica Geosystems,LEICA GRX1200GGPRO,463475,5.10/3.013,2007-06-04T00:00:00Z,9999-01-01T00:00:00Z,
Leica Geosystems,LEICA RS500,82242,9.00,1999-11-01T00:00:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10125,4.8.5,2023-06-20T00:00:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10173,4.8.5,2023-06-01T21:01:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10208,4.5.20,2023-05-14T21:37:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10209,4.8.5,2023-09-01T01:43:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10210,4.5.20,2023-05-09T03:32:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10213,4.8.5,2023-05-31T00:37:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10233,4.5.20,2023-05-22T03:13:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10234,4.8.5,2023-05-30T22:13:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10235,4.8.5,2023-05-25T16:19:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10236,4.8.5,2023-09-20T03:08:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10325,4.8.5,2025-02-27T03:00:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10327,4.8.5,2024-10-16T03:30:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10840,4.8.5,2024-03-03T20:30:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10891,4.8.5,2024-07-01T03:10:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10894,4.8.5,2024-08-15T01:40:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10895,4.9.2,2025-11-02T20:46:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10923,4.9.2,2025-03-19T01:30:50Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10954,4.8.5,2024-03-13T23:46:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10955,4.8.5,2024-07-16T22:06:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10956,4.8.5,2024-03-06T04:27:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10958,4.8.5,2024-06-06T21:37:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10959,4.8.5,2024-05-09T23:23:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10961,4.8.5,2024-03-20T23:16:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10962,4.8.5,2024-09-24T23:49:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10963,4.8.5,2024-05-17T00:05:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10970,4.8.5,2024-06-21T03:55:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10971,4.8.5,2024-09-25T02:17:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10972,4.8.5,2024-09-10T02:05:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,10978,4.8.5,2024-05-29T03:49:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11435,4.8.5,2025-03-27T02:15:18Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11439,4.9.2,2025-05-23T03:56:01Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11443,4.8.5,2024-07-31T03:44:00Z,2024-08-29T05:55:00Z,
Nanometrics,Centaur CTR4-6S,11444,4.8.5,2024-09-24T23:48:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11445,4.8.5,2025-02-20T12:00:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11447,4.8.5,2024-09-23T00:00:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11448,4.8.5,2024-11-07T01:13:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11462,4.8.5,2024-07-23T02:52:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11463,4.8.5,2025-02-03T00:26:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11465,4.8.5,2024-12-01T20:16:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11466,4.8.5,2024-08-15T00:35:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11467,4.8.5,2025-02-26T23:27:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11469,4.8.5,2025-06-13T03:00:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11470,4.8.5,2025-04-16T21:39:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11471,4.8.5,2024-12-03T20:44:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11921,4.8.5,2025-06-18T05:00:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11923,4.8.5,2025-02-20T20:01:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11930,4.8.5,2025-06-27T04:16:12Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11931,4.8.5,2025-01-29T21:08:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11934,4.8.5,2025-02-28T12:00:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11935,4.8.5,2025-01-30T22:19:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,11936,4.8.5,2025-03-16T22:26:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,12450,4.8.5,2025-11-27T03:26:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,12453,4.8.5,2025-09-24T04:32:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7810,4.5.20,2023-03-06T23:19:00Z,2023-08-11T00:56:11Z,
Nanometrics,Centaur CTR4-6S,7810,4.8.5,2023-08-11T00:56:11Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7931,4.5.20,2023-03-17T03:00:00Z,2023-08-08T08:37:42Z,
Nanometrics,Centaur CTR4-6S,7931,4.8.5,2023-08-08T08:37:42Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7932,4.5.20,2021-10-20T19:55:00Z,2023-08-01T21:38:18Z,
Nanometrics,Centaur CTR4-6S,7932,4.8.5,2023-08-01T21:38:18Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7934,4.5.20,2021-06-02T04:55:00Z,2023-08-10T03:42:30Z,
Nanometrics,Centaur CTR4-6S,7934,4.8.5,2023-08-10T03:42:30Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7969,4.5.20,2021-11-24T19:37:00Z,2023-08-10T23:45:50Z,
Nanometrics,Centaur CTR4-6S,7969,4.8.5,2023-08-10T23:45:50Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7970,4.5.20,2021-11-24T21:30:00Z,2023-08-10T20:41:05Z,
Nanometrics,Centaur CTR4-6S,7970,4.8.5,2023-08-10T20:41:05Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7972,4.5.20,2021-05-26T02:19:00Z,2023-08-09T03:30:12Z,
Nanometrics,Centaur CTR4-6S,7972,4.8.5,2023-08-09T03:30:12Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7976,4.5.20,2021-04-15T21:50:00Z,2023-08-09T05:23:37Z,
Nanometrics,Centaur CTR4-6S,7976,4.8.5,2023-08-09T05:23:37Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7977,4.5.20,2021-05-14T02:07:00Z,2023-08-09T03:52:55Z,
Nanometrics,Centaur CTR4-6S,7977,4.8.5,2023-08-09T03:52:55Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7978,4.8.5,2025-08-01T05:04:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7979,4.5.20,2023-03-21T02:06:00Z,2023-08-01T21:00:00Z,
Nanometrics,Centaur CTR4-6S,7979,4.8.5,2023-08-01T21:00:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7980,4.5.20,2021-11-23T02:15:00Z,2023-08-09T08:53:12Z,
Nanometrics,Centaur CTR4-6S,7980,4.8.5,2023-08-09T08:53:12Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7981,4.5.20,2021-06-24T05:30:00Z,2023-08-15T02:53:08Z,
Nanometrics,Centaur CTR4-6S,7981,4.8.5,2023-08-15T02:53:08Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7982,4.5.20,2023-05-11T22:07:00Z,2023-08-15T02:34:43Z,
Nanometrics,Centaur CTR4-6S,7982,4.8.5,2023-08-15T02:34:43Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7983,4.5.20,2023-03-19T22:28:00Z,2023-08-13T22:30:55Z,
Nanometrics,Centaur CTR4-6S,7983,4.8.5,2023-08-13T22:30:55Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7985,4.5.20,2021-05-11T23:55:00Z,2023-08-09T08:59:57Z,
Nanometrics,Centaur CTR4-6S,7985,4.8.5,2023-08-09T08:59:57Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7986,4.5.20,2021-04-29T02:49:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7987,4.5.20,2021-07-22T04:06:00Z,2023-08-01T21:21:30Z,
Nanometrics,Centaur CTR4-6S,7987,4.8.5,2023-08-01T21:21:30Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7988,4.5.20,2021-10-05T02:38:00Z,2023-08-15T14:00:35Z,
Nanometrics,Centaur CTR4-6S,7988,4.8.5,2023-08-15T14:00:35Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,7989,4.5.20,2021-03-30T03:00:00Z,2023-08-10T21:49:51Z,
Nanometrics,Centaur CTR4-6S,7989,4.8.5,2023-08-10T21:49:51Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8000,4.5.20,2021-07-07T23:55:00Z,2021-11-11T02:09:00Z,
Nanometrics,Centaur CTR4-6S,8001,4.5.20,2021-07-15T22:18:00Z,2023-08-09T03:33:45Z,
Nanometrics,Centaur CTR4-6S,8001,4.8.5,2023-08-09T03:33:45Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8002,4.5.20,2021-05-27T04:10:00Z,2023-08-08T08:21:20Z,
Nanometrics,Centaur CTR4-6S,8002,4.8.5,2023-08-08T08:21:20Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8003,4.5.20,2021-05-26T23:47:00Z,2023-08-15T08:19:19Z,
Nanometrics,Centaur CTR4-6S,8003,4.8.5,2023-08-15T08:19:19Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8005,4.8.5,2025-09-16T21:00:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8007,4.5.20,2021-05-21T04:36:00Z,2023-08-02T13:30:16Z,
Nanometrics,Centaur CTR4-6S,8007,4.8.5,2023-08-02T13:30:16Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8186,4.8.5,2024-09-27T03:52:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8742,4.8.5,2025-08-20T01:00:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8743,4.5.20,2022-02-23T20:34:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8744,4.5.20,2021-10-22T01:57:00Z,2023-08-09T03:58:40Z,
Nanometrics,Centaur CTR4-6S,8744,4.8.5,2023-08-09T03:58:40Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8745,4.5.20,2021-11-02T03:28:00Z,2023-08-16T14:00:36Z,
Nanometrics,Centaur CTR4-6S,8745,4.8.5,2023-08-16T14:00:36Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8746,4.5.20,2021-11-02T02:57:00Z,2023-08-09T08:37:00Z,
Nanometrics,Centaur CTR4-6S,8746,4.8.5,2023-08-09T08:37:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8747,4.5.20,2021-10-17T21:48:00Z,2023-08-09T09:14:11Z,
Nanometrics,Centaur CTR4-6S,8747,4.8.5,2023-08-09T09:14:11Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8748,4.5.20,2023-02-10T02:04:00Z,2023-08-01T22:01:12Z,
Nanometrics,Centaur CTR4-6S,8748,4.8.5,2023-08-01T22:01:12Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8749,4.5.20,2021-12-15T08:29:00Z,2023-08-09T08:37:39Z,
Nanometrics,Centaur CTR4-6S,8749,4.8.5,2023-08-09T08:37:39Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8750,4.5.20,2021-10-21T01:30:00Z,2023-08-14T14:00:35Z,
Nanometrics,Centaur CTR4-6S,8750,4.8.5,2023-08-14T14:00:35Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8751,4.5.20,2021-11-11T02:38:00Z,2023-08-09T12:41:47Z,
Nanometrics,Centaur CTR4-6S,8751,4.8.5,2023-08-09T12:41:47Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8752,4.5.20,2021-11-08T19:53:00Z,2023-08-09T03:48:08Z,
Nanometrics,Centaur CTR4-6S,8752,4.8.5,2023-08-09T03:48:08Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8753,4.5.20,2021-11-03T22:57:00Z,2023-08-09T13:21:05Z,
Nanometrics,Centaur CTR4-6S,8753,4.8.5,2023-08-09T13:21:05Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,8754,4.5.20,2021-10-24T03:28:00Z,2023-08-09T05:09:15Z,
Nanometrics,Centaur CTR4-6S,8754,4.8.5,2023-08-09T05:09:15Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9134,4.5.20,2022-05-19T00:29:00Z,2023-08-09T13:15:12Z,
Nanometrics,Centaur CTR4-6S,9134,4.8.5,2023-08-09T13:15:12Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9145,4.5.20,2023-01-26T02:32:00Z,2023-05-20T00:55:00Z,
Nanometrics,Centaur CTR4-6S,9145,4.8.5,2023-12-13T20:28:49Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9167,4.5.20,2022-07-07T23:30:00Z,2023-08-08T07:08:40Z,
Nanometrics,Centaur CTR4-6S,9167,4.8.5,2023-08-08T07:08:40Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9181,4.8.5,2024-09-19T02:18:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9187,4.5.20,2022-09-02T03:55:00Z,2023-08-11T02:58:04Z,
Nanometrics,Centaur CTR4-6S,9187,4.8.5,2023-08-11T02:58:04Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9279,4.5.20,2022-07-07T09:06:00Z,2023-08-15T05:07:16Z,
Nanometrics,Centaur CTR4-6S,9279,4.8.5,2023-08-15T05:07:16Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9282,4.5.20,2022-12-14T23:44:00Z,2023-08-14T02:00:56Z,
Nanometrics,Centaur CTR4-6S,9282,4.8.5,2023-08-14T02:00:56Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9284,4.5.20,2022-08-02T01:14:00Z,2023-08-16T22:59:27Z,
Nanometrics,Centaur CTR4-6S,9284,4.8.5,2023-08-16T22:59:27Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9285,4.5.20,2022-06-21T00:34:00Z,2023-08-11T03:12:37Z,
Nanometrics,Centaur CTR4-6S,9285,4.8.5,2023-08-11T03:12:37Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9286,4.5.20,2022-12-08T21:30:00Z,2023-08-14T20:26:23Z,
Nanometrics,Centaur CTR4-6S,9286,4.8.5,2023-08-14T20:26:23Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9287,4.8.5,2023-10-29T22:16:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9288,4.8.5,2025-03-31T02:14:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9289,4.5.20,2022-05-25T22:54:00Z,2023-06-19T23:27:00Z,
Nanometrics,Centaur CTR4-6S,9290,4.5.20,2022-07-01T00:00:00Z,2023-08-08T07:50:59Z,
Nanometrics,Centaur CTR4-6S,9290,4.8.5,2023-08-08T07:50:59Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9291,4.5.20,2022-08-12T00:51:00Z,2023-08-14T14:01:12Z,
Nanometrics,Centaur CTR4-6S,9291,4.8.5,2023-08-14T14:01:12Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9292,4.5.20,2022-08-03T22:47:00Z,2023-08-01T22:23:57Z,
Nanometrics,Centaur CTR4-6S,9292,4.8.5,2023-08-01T22:23:57Z,2024-09-23T21:29:00Z,
Nanometrics,Centaur CTR4-6S,9293,4.5.20,2022-05-30T02:59:00Z,2023-08-09T13:37:37Z,
Nanometrics,Centaur CTR4-6S,9293,4.8.5,2023-08-09T13:37:37Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9294,4.5.20,2022-08-10T03:31:00Z,2023-08-15T16:22:41Z,
Nanometrics,Centaur CTR4-6S,9294,4.8.5,2023-08-15T16:22:41Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9295,4.5.20,2022-06-29T00:04:00Z,2023-08-01T23:03:01Z,
Nanometrics,Centaur CTR4-6S,9295,4.8.5,2023-08-01T23:03:01Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9381,4.5.20,2023-07-04T04:44:00Z,2023-08-11T00:40:18Z,
Nanometrics,Centaur CTR4-6S,9381,4.8.5,2023-08-11T00:40:18Z,2025-11-16T20:35:00Z,
Nanometrics,Centaur CTR4-6S,9440,4.5.20,2023-02-10T03:13:00Z,2023-08-16T10:04:45Z,
Nanometrics,Centaur CTR4-6S,9440,4.8.5,2023-08-16T10:04:45Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9441,4.5.20,2022-12-20T00:35:00Z,2023-08-11T05:24:02Z,
Nanometrics,Centaur CTR4-6S,9441,4.8.5,2023-08-11T05:24:02Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9442,4.5.20,2022-12-08T00:35:00Z,2023-08-13T19:48:42Z,
Nanometrics,Centaur CTR4-6S,9442,4.8.5,2023-08-13T19:48:42Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9443,4.5.20,2022-10-11T23:59:00Z,2023-08-02T06:22:25Z,
Nanometrics,Centaur CTR4-6S,9443,4.8.5,2023-08-02T06:22:25Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9444,4.5.20,2022-11-23T20:35:00Z,2023-08-11T03:28:21Z,
Nanometrics,Centaur CTR4-6S,9444,4.8.5,2023-08-11T03:28:21Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9454,4.5.20,2023-04-30T23:20:00Z,2023-08-01T23:36:34Z,
Nanometrics,Centaur CTR4-6S,9454,4.8.5,2023-08-01T23:36:34Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9455,4.5.20,2022-10-13T03:24:00Z,2023-08-01T03:18:05Z,
Nanometrics,Centaur CTR4-6S,9455,4.8.5,2023-08-01T03:18:05Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9456,4.5.20,2022-12-19T22:30:00Z,2023-08-14T21:09:12Z,
Nanometrics,Centaur CTR4-6S,9456,4.8.5,2023-08-14T21:09:12Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9457,4.5.20,2022-12-21T02:50:00Z,2023-08-14T18:35:41Z,
Nanometrics,Centaur CTR4-6S,9457,4.8.5,2023-08-14T18:35:41Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9458,4.5.20,2023-06-09T01:36:00Z,2023-08-10T21:26:32Z,
Nanometrics,Centaur CTR4-6S,9458,4.8.5,2023-08-10T21:26:32Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9459,4.5.20,2022-11-22T00:32:00Z,2023-08-11T05:08:39Z,
Nanometrics,Centaur CTR4-6S,9459,4.8.5,2023-08-11T05:08:39Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9460,4.5.20,2022-12-13T00:00:00Z,2023-08-09T02:58:32Z,
Nanometrics,Centaur CTR4-6S,9460,4.8.5,2023-08-09T02:58:32Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9493,4.5.20,2022-10-31T01:37:00Z,2023-08-02T13:58:49Z,
Nanometrics,Centaur CTR4-6S,9493,4.8.5,2023-08-02T13:58:49Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9495,4.8.5,2023-07-26T21:01:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9496,4.5.20,2022-11-17T03:32:00Z,2023-08-01T02:44:10Z,
Nanometrics,Centaur CTR4-6S,9496,4.8.5,2023-08-01T02:44:10Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9497,4.8.5,2023-11-23T21:52:00Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9498,4.5.20,2023-03-10T03:09:00Z,2023-08-03T02:35:43Z,
Nanometrics,Centaur CTR4-6S,9498,4.8.5,2023-08-03T02:35:43Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9499,4.5.20,2023-04-11T03:55:00Z,2023-08-14T02:00:40Z,
Nanometrics,Centaur CTR4-6S,9499,4.8.5,2023-08-14T02:00:40Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9500,4.5.20,2022-11-30T01:14:00Z,2023-08-14T01:39:14Z,
Nanometrics,Centaur CTR4-6S,9500,4.8.5,2023-08-14T01:39:14Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9501,4.5.20,2022-10-31T01:37:00Z,2023-08-01T23:21:51Z,
Nanometrics,Centaur CTR4-6S,9501,4.8.5,2023-08-01T23:21:51Z,9999-01-01T00:00:00Z,
Nanometrics,Centaur CTR4-6S,9502,4.5.20,2023-01-16T02:04:00Z,2023-08-11T04:45:21Z,
