Receiver Make,Receiver Model,Serial Number,Mark,Installation Date,Removal Date
Trimble,TRIMBLE NETRS,4636121874,HANA,2007-08-05T00:00:01Z,2012-05-31T23:00:00Z
Trimble,TRIMBLE NETRS,4636121877,MAHO,2007-02-21T21:00:01Z,2011-01-11T02:00:00Z
Trimble,TRIMBLE NETRS,4636121878,MAHI,2007-04-03T00:00:01Z,2008-01-21T19:00:00Z
Trimble,TRIMBLE NETRS,4636121878,RAWI,2009-06-10T03:30:01Z,2015-12-06T23:35:34Z
Trimble,TRIMBLE NETRS,4636121883,PARI,2007-08-02T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4644124589,AKTO,2007-06-27T00:05:01Z,2015-10-01T20:10:02Z
Trimble,TRIMBLE NETRS,4702126990,RDLV,2009-01-12T00:00:01Z,2016-02-02T21:32:06Z
Trimble,TRIMBLE NETRS,4702126997,MCNL,2008-05-27T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4702127046,MTQN,2010-02-09T00:00:02Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4702127056,THAP,2008-06-13T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4705127700,MTBL,2008-03-11T07:00:04Z,2015-07-24T01:05:57Z
Trimble,TRIMBLE NETRS,4705127715,PILK,2009-03-12T01:00:01Z,2016-02-29T22:00:00Z
Trimble,TRIMBLE NETRS,4705127717,HAST,2007-04-02T21:15:01Z,2010-12-16T00:00:00Z
Trimble,TRIMBLE NETRS,4705127719,PARW,2007-06-27T23:45:01Z,2014-05-08T02:01:01Z
Trimble,TRIMBLE NETRS,4705127721,GNBK,2008-03-12T04:00:06Z,2015-10-01T00:35:00Z
Trimble,TRIMBLE NETRS,4705127728,DNVK,2007-11-14T22:30:01Z,2010-12-08T00:30:00Z
Trimble,TRIMBLE NETRS,4705127728,CHTI,2011-04-01T12:00:01Z,2011-04-05T12:00:00Z
Trimble,TRIMBLE NETRS,4705127738,RGUT,2007-05-30T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4705127739,AHTI,2009-06-10T23:30:01Z,2015-12-07T02:04:38Z
Trimble,TRIMBLE NETRS,4705127740,WANG,2007-07-17T23:20:01Z,2008-07-29T21:30:00Z
Trimble,TRIMBLE NETRS,4705127740,VGKR,2010-05-02T22:15:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4705127742,GRNG,2007-06-14T01:45:01Z,2015-07-23T23:31:35Z
Trimble,TRIMBLE NETRS,4705127753,UTK2,2008-07-18T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4705127754,NRRD,2008-02-08T03:30:01Z,2015-07-07T00:23:21Z
Trimble,TRIMBLE NETRS,4705127758,LEVN,2008-06-30T01:00:01Z,2015-09-23T23:59:59Z
Trimble,TRIMBLE NETRS,4705127759,BHST,2008-06-12T00:00:01Z,2015-07-21T00:24:27Z
Trimble,TRIMBLE NETRS,4705127761,WGTT,2007-05-06T22:25:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4706128309,VGMO,2007-05-07T22:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4706128310,VGOT,2007-04-20T01:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4706128311,WPUK,2008-09-03T22:45:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4706128313,WGTN,2007-04-17T22:40:01Z,2010-11-15T00:00:00Z
Trimble,TRIMBLE NETRS,4706128315,VGFW,2007-03-23T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4706128317,RAHI,2008-05-14T06:00:01Z,2011-07-18T05:00:00Z
Trimble,TRIMBLE NETRS,4706128320,PAEK,2007-04-25T20:45:01Z,2013-12-10T00:00:00Z
Trimble,TRIMBLE NETRS,4706128320,FALE,2014-03-04T23:01:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4706128321,WARK,2009-01-23T00:00:01Z,2009-09-10T02:00:00Z
Trimble,TRIMBLE NETRS,4706128321,GUNR,2010-01-27T07:30:01Z,2015-05-28T22:59:58Z
Trimble,TRIMBLE NETRS,4706128326,CLIM,2007-07-06T00:00:01Z,2015-08-20T22:57:37Z
Trimble,TRIMBLE NETRS,4706128328,AUKT,2009-09-15T22:53:20Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4706128332,VGWH,2007-04-19T23:00:01Z,2011-12-08T22:01:00Z
Trimble,TRIMBLE NETRS,4706128334,VEXA,2009-03-13T04:00:01Z,2016-02-29T23:59:00Z
Trimble,TRIMBLE NETRS,4706128341,V27B,2011-04-08T12:00:01Z,2013-01-28T00:30:00Z
Trimble,TRIMBLE NETRS,4706128341,BM8A,2013-01-28T00:30:01Z,2015-04-08T01:00:00Z
Trimble,TRIMBLE NETRS,4706128344,PORA,2007-06-27T02:05:01Z,2015-09-30T22:54:59Z
Trimble,TRIMBLE NETRS,4731136286,RGAW,2009-03-23T22:00:01Z,2015-09-16T02:52:37Z
Trimble,TRIMBLE NETRS,4751143354,MAHA,2009-11-16T09:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4751143358,TAUW,2009-08-17T08:00:01Z,2011-03-27T21:50:00Z
Trimble,TRIMBLE NETRS,4751143360,OPTK,2009-08-17T08:00:01Z,2016-01-14T01:00:00Z
Trimble,TRIMBLE NETRS,4751143362,WMAT,2010-03-15T04:00:01Z,2013-12-16T03:10:00Z
Trimble,TRIMBLE NETRS,4751143366,PRTU,2009-08-17T08:00:01Z,2015-12-06T22:11:07Z
Trimble,TRIMBLE NETRS,4751143370,WHKT,2009-03-20T00:00:01Z,2011-01-27T03:00:00Z
Trimble,TRIMBLE NETRS,4751143371,OKOH,2009-11-16T00:00:01Z,2012-07-17T00:00:01Z
Trimble,TRIMBLE NETRS,4751143372,LEYL,2010-08-03T06:00:01Z,2011-09-06T00:00:00Z
Trimble,TRIMBLE NETRS,4751143373,NETT,2010-04-07T21:00:01Z,2016-03-01T20:00:00Z
Trimble,TRIMBLE NETRS,4751143375,RGON,2009-08-25T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4752143421,VGOB,2009-03-01T23:46:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4752143422,RGMT,2009-10-22T23:00:01Z,2011-05-13T02:01:00Z
Trimble,TRIMBLE NETRS,4752143424,MTPR,2010-01-27T03:00:01Z,2011-01-27T01:00:00Z
Trimble,TRIMBLE NETRS,4752143426,CORM,2009-07-08T22:09:01Z,2011-02-11T23:59:59Z
Trimble,TRIMBLE NETRS,4752143427,WITH,2009-11-10T00:00:01Z,2011-04-29T00:00:00Z
Trimble,TRIMBLE NETRS,4752143428,WARK,2009-09-10T02:00:01Z,2011-01-11T01:00:00Z
Trimble,TRIMBLE NETRS,4752143452,RGWV,2009-09-04T00:00:01Z,9999-01-01T00:00:00Z
Trimble,TRIMBLE NETRS,4805144941,RAUL,2009-05-15T00:00:01Z,2012-08-11T20:00:00Z
Trimble,TRIMBLE NETRS,4808145640,ARTA,2008-11-04T22:00:01Z,2016-03-21T22:30:00Z
