Station,Network,Name,Latitude,Longitude,Elevation,Datum,Start Date,End Date
CMWZ,WL,Cape Campbell,-41.749017075,174.213825009,281,WGS84,2003-12-10T00:00:00Z,9999-01-01T00:00:00Z
