Make,Model,Serial,Place,Role,Start Date,End Date
Kinemetrics,Obsidian 4X Datalogger,139,Deep Cove,Strong Motion,2015-10-22T05:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,647,Deep Cove,,2005-07-23T00:00:00Z,2015-10-22T00:00:00Z
Kinemetrics,Q330/6,3141,Denniston North,,2009-05-13T03:30:01Z,2016-11-09T08:00:00Z
Kinemetrics,Q330S/6,6049,Denniston North,,2016-11-09T08:00:01Z,9999-01-01T00:00:00Z
