Make,Sensor,Datalogger,Serial,Station,Location,Azimuth,Method,Dip,Depth,Start Date,End Date
Kinemetrics,FBA-23-DECK,ETNA,1391,MISS,20,294,,0,0,1999-07-22T02:00:00Z,2002-09-18T02:59:00Z
Kinemetrics,FBA-ES-T-BASALT,BASALT,2418,MISS,20,294,,0,0,2015-04-22T00:00:05Z,9999-01-01T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3378,MISS,20,294,,0,0,2002-09-18T03:00:00Z,2015-04-22T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3430,DCZ,20,64,,0,0,2003-08-23T09:00:00Z,2003-09-07T23:00:00Z
Kinemetrics,FBA-ES-T-OBSIDIAN,OBSIDIAN,119,DSZ,20,0,,0,0,2016-11-09T08:00:05Z,9999-01-01T00:00:00Z
