Make,Sensor,Datalogger,Serial,Station,Location,Azimuth,Method,Dip,Depth,Start Date,End Date
CSI,CUSP3B,CUSP3B,309,WTMC,20,242,,0,0,2005-11-15T01:00:00Z,2010-03-25T22:30:00Z
CSI,CUSP3C,CUSP3C,10416,WTMC,20,242,,0,0,2010-03-26T02:30:00Z,2016-10-11T01:30:00Z
CSI,CUSP3C,CUSP3C,10462,WTMC,20,242,,0,0,2016-10-11T03:00:00Z,9999-01-01T00:00:00Z
CSI,CUSP3D,CUSP3D,42251,ADCS,20,138,,0,0,2015-01-29T23:00:00Z,9999-01-01T00:00:00Z
Kinemetrics,FBA-ES-T-DECK,ETNA,3225,ADCS,20,318,,0,0,2002-06-26T21:00:00Z,2015-01-29T01:30:00Z
Kinemetrics,FBA-ES-T-OBSIDIAN,OBSIDIAN,584,WTMC,21,62,,0,0,2016-11-23T01:50:00Z,9999-01-01T00:00:00Z
