Datalogger Make,Datalogger Model,Serial Number,Deployment Place,Installation Date,Removal Date
Kinemetrics,Q330/6,499,Thirsty Ridge Q330,2004-06-23T04:20:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,502,Totara Peak Q330,2004-06-04T06:20:00Z,2014-10-02T00:05:00Z
Kinemetrics,Q330/6,502,Te Maari Q330,2015-01-13T20:32:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,647,Deep Cove Q330,2005-07-23T00:00:00Z,2015-10-22T00:00:00Z
Kinemetrics,Q330/6,1326,Pawanui Q330,2005-08-22T00:00:00Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,2031,The Paps Q330,2007-05-02T22:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,2035,Puysegur Point Q330,2007-05-01T00:00:01Z,2009-07-24T23:45:00Z
Kinemetrics,Q330/6,2035,D'Urville Island Q330,2011-02-24T00:00:01Z,2011-12-22T22:00:00Z
Kinemetrics,Q330/6,2035,D'Urville Island Q330,2012-02-08T00:05:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,2036,White Island - South Rim Q330,2007-04-19T03:00:01Z,2014-07-04T00:00:00Z
Kinemetrics,Q330/6,2036,Matarangi Q330,2015-01-09T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,2250,Waikawa Valley Q330,2007-11-29T00:13:05Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,2257,Tahuroa Road Q330,2008-12-04T01:50:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,2260,"Highcliff Hill, Dunedin Q330",2008-06-26T03:30:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,2266,Makara Bunker Q330,2008-04-21T22:00:01Z,2008-08-28T02:00:00Z
Kinemetrics,Q330/6,2266,Raoul Island Green Lake Q330,2009-05-18T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,2567,MRP Kawerau Central Site KQ01 Q330,2008-06-04T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,2808,MRP Kawerau North Site KQ05 Q330,2008-09-04T20:00:02Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,2833,MRP Kawerau South Site KQ02 Q330,2008-06-12T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,2835,MRP Kawerau West Site KQ04 Q330,2008-09-10T00:00:02Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,2836,MRP Kawerau East Site KQ03 Q330,2008-06-20T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3135,View Hill Q330,2009-03-14T00:00:01Z,2014-10-30T00:05:00Z
Kinemetrics,Q330/6,3135,Wellington Dominion Observatory Q330,2014-11-03T02:05:01Z,2015-03-24T00:00:00Z
Kinemetrics,Q330/6,3136,Wellington Dominion Observatory Q330,2008-12-18T01:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3137,Raoul Island Met Station Q330,2009-05-18T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3138,Kokohu Q330,2009-04-27T03:30:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3139,Turoa Top of Giant Q330,2009-04-14T21:30:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3140,Whangaehu Hut Q330,2009-03-24T21:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3141,Denniston North Q330,2009-05-13T03:30:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3386,Glencoe Station Q330,2009-08-06T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3387,Waipu Caves Q330,2009-10-16T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3388,Maungaroa Station Q330,2010-01-14T10:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3391,North Egmont Visitor Centre Q330,2010-01-25T20:00:01Z,2010-02-21T00:00:01Z
Kinemetrics,Q330/6,3391,Karewarewa Q330,2012-11-22T20:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3392,Logan Vale Farm Q330,2010-06-09T23:30:01Z,2012-01-05T23:05:00Z
Kinemetrics,Q330/6,3393,Chateau Observatory Q330,2010-11-30T22:30:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3394,Tuapeka Q330,2010-02-05T23:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3395,Puysegur Point Q330,2009-07-25T00:30:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3396,Sanderson Farm Q330,2010-05-01T00:00:02Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3397,Tory Channel Q330,2011-03-25T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330/6,3781,Eyrewell Q330,2010-02-26T00:02:01Z,2012-03-29T00:00:00Z
Kinemetrics,Q330HR/6,2131,Otahua Downs Q330hr,2008-07-08T00:00:03Z,9999-01-01T00:00:00Z
Kinemetrics,Q330HR/6,2258,Wharekauri Q330hr,2007-12-15T06:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330HR/6,3104,Quartz Range Q330hr,2009-08-12T23:01:01Z,2015-11-12T01:00:00Z
Kinemetrics,Q330HR/6,3105,Birch Farm Q330hr,2009-11-19T01:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330HR/6,3106,Omahuta Q330hr,2010-02-24T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330HR/6,3107,Birch Farm Q330hr,2008-11-09T22:13:01Z,2009-11-19T01:00:00Z
Kinemetrics,Q330HR/6,4004,Kahutara Q330hr,2011-02-23T04:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330HR/6,4008,Quartz Range Q330hr,2015-11-12T02:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330HR/6,4009,Hauiti Q330hr,2014-01-30T01:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330HR/6,4010,Black Stump Farm Q330hr,2013-10-09T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330HRS/6,5307,Rata Peaks Q330hrs,2015-10-15T07:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330HRS/6,5308,Matahi Valley Q330hrs,2014-05-27T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,4855,Cape Campbell Q330s,2013-07-24T03:00:01Z,2013-07-24T03:00:20Z
Kinemetrics,Q330S/3,4855,Cape Campbell Strong Motion Q330s,2013-07-24T03:00:21Z,2013-11-21T12:00:00Z
Kinemetrics,Q330S/3,4855,Waiomatatini Station Q330s,2014-11-25T02:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5069,Muller Station Q330s,2013-08-21T10:00:01Z,2013-11-21T12:00:00Z
Kinemetrics,Q330S/3,5069,Arundel Q330s,2014-05-13T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5153,Wether Hill Road Q330s,2014-06-05T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5156,Top House Station Q330s,2014-04-03T14:01:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5157,Matariki (seismic) Terrace Road Q330s,2015-04-02T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5158,North Cape Q330s,2014-01-23T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5161,Totara Peak Q330s,2014-10-02T00:05:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5162,View Hill Q330s,2014-10-30T00:05:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5165,Puysegur Welcome Bay Q330s,2014-02-25T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5166,White Bluffs strong-motion Q330s,2013-07-23T05:20:01Z,2013-11-21T12:00:00Z
Kinemetrics,Q330S/3,5166,Pakihiroa Q330s,2014-11-25T00:05:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5167,Naumai Q330s,2013-07-30T00:00:01Z,2014-01-10T00:00:00Z
Kinemetrics,Q330S/3,5167,Charleston Constant Bay Q330s,2015-06-25T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5169,Kekerengu Valley Road Q330s,2013-07-24T00:00:01Z,2014-07-25T00:00:00Z
Kinemetrics,Q330S/3,5174,Mount Hutt Q330s,2013-05-01T21:00:02Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5175,Gladstone Station Q330s,2013-08-21T10:00:01Z,2013-11-21T12:00:00Z
Kinemetrics,Q330S/3,5177,Takaka Hill Q330s,2014-06-18T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5179,Naumai Q330s,2014-01-12T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5180,White Bluffs Solar Site with Comms Q330s,2013-07-24T05:00:01Z,2013-11-21T12:00:00Z
Kinemetrics,Q330S/3,5180,Cave West Timaru Q330s,2014-05-16T00:00:11Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5182,North Egmont Visitor Centre Q330s,2014-03-20T00:00:01Z,2014-05-05T00:01:00Z
Kinemetrics,Q330S/3,5182,Lathrope Road Q330s,2014-05-19T00:00:01Z,2014-09-11T00:00:00Z
Kinemetrics,Q330S/3,5183,Craig's Peak strong-motion Q330s,2013-07-23T00:00:01Z,2013-11-21T12:00:00Z
Kinemetrics,Q330S/3,5185,Takapari Road Q330s,2013-07-02T02:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5616,Deep Cove Q330s,2015-10-22T05:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/3,5718,Inchbonnie Q330s,2015-05-28T06:05:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5386,Oturere Q330s,2013-10-01T22:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5389,Te Maari Q330s,2013-05-14T00:03:01Z,2015-01-13T20:30:00Z
Kinemetrics,Q330S/6,5397,West Tongariro Q330s,2013-09-18T02:05:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5407,Ngauruhoe Seismic Station Q330s,2014-02-25T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5408,East Tongariro Q330s,2014-03-11T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5438,South Ngauruhoe Q330s,2015-03-27T01:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5439,Kahui Hut Q330s,2014-10-14T04:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5440,Palmer Road Q330s,2014-05-14T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5441,North Ngauruhoe Q330s,2015-03-27T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5442,Earnscleugh Q330s,2014-11-04T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5573,Tinakori Hill Q330s,2014-08-25T00:00:01Z,2015-03-24T00:05:00Z
Kinemetrics,Q330S/6,5573,Breaker Bay Cliff Q330s,2015-03-24T00:05:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5574,White Island - South Rim Q330s,2014-07-04T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5575,Owhiro Bay Q330s,2014-11-03T00:00:01Z,9999-01-01T00:00:00Z
Kinemetrics,Q330S/6,5577,North Egmont Visitor Centre Q330s,2013-12-05T03:00:01Z,9999-01-01T00:00:00Z
