Antenna Make,Antenna Model,Serial Number,Mark Code,Antenna Height,Offset North,Offset East,Installation Date,Removal Date
LeicaGeosystems,Chokering AT504,324,DUNT,0,0,0,1999-09-23T00:00:02Z,9999-01-01T00:00:00Z
LeicaGeosystems,Chokering AT504,332,WGTT,0,0,0,1999-12-13T23:00:00Z,2000-06-29T04:00:00Z
LeicaGeosystems,Chokering AT504,332,TAKL,0,0,0,2001-07-10T00:00:30Z,2007-07-05T05:00:00Z
LeicaGeosystems,Chokering AT504,333,WGTT,0,0,0,2000-06-29T23:30:00Z,2000-08-18T00:00:00Z
LeicaGeosystems,Chokering AT504,333,WGTT,0.0002,0,0,2000-08-18T00:00:01Z,9999-01-01T00:00:00Z
LeicaGeosystems,Chokering AT504,405,LYTT,0.001,0,0,1999-11-15T00:00:02Z,9999-01-01T00:00:00Z
