Mark Code,Network Code,Mark Name,Mark Type,Latitude,Longitude,Height,Datum,Vertical Offset,Dome Number,Plan Reference,Protection,Sky View,Established By,Start Time,End Time
RCHD,CG,Richmond Range,Iron Tube,-41.47892,173.31181,1474,WGS84,0,,,,Excellent. The two biggest peaks are NE and SW and 2? above horizon,,2014-05-31T12:00:00Z,9999-01-01T00:17:44Z
RCHD,CG,Richmond Range,Stainless Steel Pin,-41.47892,173.31181,1474,WGS84,0,,,,Excellent. The two biggest peaks are NE and SW and 2? above horizon,,2014-05-31T12:00:00Z,9999-01-01T00:17:44Z
RCHD,CG,Richmond Range,Lead Plug,-41.47892,173.31181,1474,WGS84,0,,,,Excellent. The two biggest peaks are NE and SW and 2? above horizon,,2014-05-31T12:00:00Z,9999-01-01T00:17:44Z
RCHD,CG,Richmond Range,Nail,-41.47892,173.31181,1474,WGS84,0,,,,Excellent. The two biggest peaks are NE and SW and 2? above horizon,,2014-05-31T12:00:00Z,9999-01-01T00:17:44Z
RCHD,CG,Richmond Range,Forced Centering,-41.47892,173.31181,1474,WGS84,0,,,,Excellent. The two biggest peaks are NE and SW and 2? above horizon,,2014-05-31T12:00:00Z,9999-01-01T00:17:44Z
RDLV,CG,Ardelve,Nail,-41.186919382,175.404348702,110.6,NZGD2000,0,,,Stock fence necessary.,Wind break trees about 6 degrees to the south (195-222) and trees/mountains at 4 degrees to the west (263-334).  Otherwise unobstructed above 1-2 degrees,GeoNet Avalon,2009-01-12T11:00:00Z,9998-12-31T22:51:50Z
RDLV,CG,Ardelve,Lead Plug,-41.186919382,175.404348702,110.6,NZGD2000,0,,,Stock fence necessary.,Wind break trees about 6 degrees to the south (195-222) and trees/mountains at 4 degrees to the west (263-334).  Otherwise unobstructed above 1-2 degrees,GeoNet Avalon,2009-01-12T11:00:00Z,9998-12-31T22:51:50Z
RDLV,CG,Ardelve,Iron Rod,-41.186919382,175.404348702,110.6,NZGD2000,0,,,Stock fence necessary.,Wind break trees about 6 degrees to the south (195-222) and trees/mountains at 4 degrees to the west (263-334).  Otherwise unobstructed above 1-2 degrees,GeoNet Avalon,2009-01-12T11:00:00Z,9998-12-31T22:51:50Z
RDLV,CG,Ardelve,Bronze Pin,-41.186919382,175.404348702,110.6,NZGD2000,0,,,Stock fence necessary.,Wind break trees about 6 degrees to the south (195-222) and trees/mountains at 4 degrees to the west (263-334).  Otherwise unobstructed above 1-2 degrees,GeoNet Avalon,2009-01-12T11:00:00Z,9998-12-31T22:51:50Z
RDLV,CG,Ardelve,Unmarked mark,-41.186919382,175.404348702,110.6,NZGD2000,0,,,Stock fence necessary.,Wind break trees about 6 degrees to the south (195-222) and trees/mountains at 4 degrees to the west (263-334).  Otherwise unobstructed above 1-2 degrees,GeoNet Avalon,2009-01-12T11:00:00Z,9998-12-31T22:51:50Z
RDLV,CG,Ardelve,Forced Centering,-41.186919382,175.404348702,110.6,NZGD2000,0,,,Stock fence necessary.,Wind break trees about 6 degrees to the south (195-222) and trees/mountains at 4 degrees to the west (263-334).  Otherwise unobstructed above 1-2 degrees,GeoNet Avalon,2009-01-12T11:00:00Z,9998-12-31T22:51:50Z
RDLV,CG,Ardelve,Stainless Steel Pin,-41.186919382,175.404348702,110.6,NZGD2000,0,,,Stock fence necessary.,Wind break trees about 6 degrees to the south (195-222) and trees/mountains at 4 degrees to the west (263-334).  Otherwise unobstructed above 1-2 degrees,GeoNet Avalon,2009-01-12T11:00:00Z,9998-12-31T22:51:50Z
RDLV,CG,Ardelve,Iron Tube,-41.186919382,175.404348702,110.6,NZGD2000,0,,,Stock fence necessary.,Wind break trees about 6 degrees to the south (195-222) and trees/mountains at 4 degrees to the west (263-334).  Otherwise unobstructed above 1-2 degrees,GeoNet Avalon,2009-01-12T11:00:00Z,9998-12-31T22:51:50Z
RDLV,CG,Ardelve,Iron Spike,-41.186919382,175.404348702,110.6,NZGD2000,0,,,Stock fence necessary.,Wind break trees about 6 degrees to the south (195-222) and trees/mountains at 4 degrees to the west (263-334).  Otherwise unobstructed above 1-2 degrees,GeoNet Avalon,2009-01-12T11:00:00Z,9998-12-31T22:51:50Z
RDLV,CG,Ardelve,Not Specified,-41.186919382,175.404348702,110.6,NZGD2000,0,,,Stock fence necessary.,Wind break trees about 6 degrees to the south (195-222) and trees/mountains at 4 degrees to the west (263-334).  Otherwise unobstructed above 1-2 degrees,GeoNet Avalon,2009-01-12T11:00:00Z,9998-12-31T22:51:50Z
RDLV,CG,Ardelve,Steel Pin,-41.186919382,175.404348702,110.6,NZGD2000,0,,,Stock fence necessary.,Wind break trees about 6 degrees to the south (195-222) and trees/mountains at 4 degrees to the west (263-334).  Otherwise unobstructed above 1-2 degrees,GeoNet Avalon,2009-01-12T11:00:00Z,9998-12-31T22:51:50Z
RGAR,CG,Allen Road,Stainless Steel Pin,-38.562045591,176.343032991,410.2951,NZGD2000,-1.5,,,,"Max obstruction 5deg to north, 3deg to east, 0deg to west, 7deg to south.","Geonet, GNS Wairakei",2007-11-06T11:00:00Z,9998-12-31T20:49:17Z
