Response Name,Stream Type,Stream Label,Stream Channels,Sample Rate,Frequency,Storage Format,Clock Drift,Response Lookup
Q330_LE-3DliteMkII,CG,EH,Z12,100,15,Steim2,0.0001,Q330S+_FLbelow100-100-PREAMP32
