Make,Model,Serial,Number,Notes
Canterbury Seismic Instruments,CUSP3D,42022,14512,
Canterbury Seismic Instruments,CUSP3D,42023,14513,
Canterbury Seismic Instruments,CUSP3D,42024,14514,
Canterbury Seismic Instruments,CUSP3D,42025,14515,
Canterbury Seismic Instruments,CUSP3D,42026,14516,
Canterbury Seismic Instruments,CUSP3D,42027,14517,
Canterbury Seismic Instruments,CUSP3D,42028,14518,
Canterbury Seismic Instruments,CUSP3D,42029,14519,
Canterbury Seismic Instruments,CUSP3D,42031,14520,
Canterbury Seismic Instruments,CUSP3D,42032,14521,
Canterbury Seismic Instruments,CUSP3D,42033,14522,
Canterbury Seismic Instruments,CUSP3D,42034,14523,
Canterbury Seismic Instruments,CUSP3D,42035,14524,
Canterbury Seismic Instruments,CUSP3D,42036,14525,
Canterbury Seismic Instruments,CUSP3D,42037,14526,
Canterbury Seismic Instruments,CUSP3D,42038,14527,
Canterbury Seismic Instruments,CUSP3D,42039,14528,
Canterbury Seismic Instruments,CUSP3D,42040,14356,
Canterbury Seismic Instruments,CUSP3D,42041,14541,
Canterbury Seismic Instruments,CUSP3D,42042,10363,
Canterbury Seismic Instruments,CUSP3D,42043,10371,
Canterbury Seismic Instruments,CUSP3D,42044,9859,
Canterbury Seismic Instruments,CUSP3D,42046,10313,
Canterbury Seismic Instruments,CUSP3D,42047,10316,
Canterbury Seismic Instruments,CUSP3D,42048,10328,
Canterbury Seismic Instruments,CUSP3D,42049,10315,
Canterbury Seismic Instruments,CUSP3D,42050,10321,
Canterbury Seismic Instruments,CUSP3D,42051,10307,
Canterbury Seismic Instruments,CUSP3D,42052,10312,
Canterbury Seismic Instruments,CUSP3D,42053,10309,
Canterbury Seismic Instruments,CUSP3D,42054,10319,
Canterbury Seismic Instruments,CUSP3D,42055,10314,
Canterbury Seismic Instruments,CUSP3D,42055x,x9958,
Canterbury Seismic Instruments,CUSP3D,42056,10310,
Canterbury Seismic Instruments,CUSP3D,42057,10326,
Canterbury Seismic Instruments,CUSP3D,42059,10322,
Canterbury Seismic Instruments,CUSP3D,42060,10308,
Canterbury Seismic Instruments,CUSP3D,42060x,x14560,
Canterbury Seismic Instruments,CUSP3D,42061,10369,
Canterbury Seismic Instruments,CUSP3D,42062,9960,
Canterbury Seismic Instruments,CUSP3D,42063,10320,
Canterbury Seismic Instruments,CUSP3D,42064,10365,
Canterbury Seismic Instruments,CUSP3D,42064x,x9857,
Canterbury Seismic Instruments,CUSP3D,42065,10364,
Canterbury Seismic Instruments,CUSP3D,42067,10370,
Canterbury Seismic Instruments,CUSP3D,42068,10325,
Canterbury Seismic Instruments,CUSP3D,42069,10318,
Canterbury Seismic Instruments,CUSP3D,42069x,xx9957,
Canterbury Seismic Instruments,CUSP3D,42070,9851xx,
Canterbury Seismic Instruments,CUSP3D,42079,15130,
